	line_break_and_label	source	doi	line_break_and_fiducial	posted_date	covid_preprint	title	abstract	is_published	published_doi	published_link_type	published_title	published_date	published_journal	published_publisher	delay_in_days	published_pubmed_abstract	published_abstract_source	published_abstract_source_notes	abstract_change	change_outcomes	difflib standard change_ratio	new_change_ratio (re-arrangements at 0.5)	new_change_ratio (re-arrangements at 0.0)	exclude	page_breaks	raw_char_change_Word
66	(((((( Preprint DOI: 	biorxiv	10.1101/2020.01.07.897496	(((((( We have manually inserted this sentence to assist with proper alignment of the text. These words will be deleted after the abstracts are properly combined.((((((	########	FALSE	Infestation dynamics between parasitic Antarctic fish leeches (Piscicolidae) and their crocodile icefish hosts (Channichthyidae)	An understanding of host-parasite interactions represents an important, but often overlooked, axis for predicting how marine biodiversity may be impacted by continued environmental change over the next century. For host and parasite communities in the Southern Ocean, investigations of many major groups of parasites have largely been limited to taxonomic and phylogenetic studies, creating an urgent need for the collection of baseline ecological data if we are to detect changes in host-parasite interactions in the future. Here, we survey three species of Crocodile icefish (Notothenioidei: Channichthyidae) collected from two island archipelagos in Antarcticas South Scotia Arc region for evidence of leech infestations. Specifically, we report on infestation prevalence and intensity of three leech species (Trulliobdella bacilliformis, Trulliobdella capitis, and Nototheniobdella sawyeri) on the host fish species Chaenocephalus aceratus, Champsocephalus gunnari, and Chionodraco rastrospinosus. Additionally, we characterize spatial patterns of relative abundances of each leech species across the Elephant and South Orkney Islands, size distribution of parasitized fish, and patterns of host and attachment site specificity. Our results reveal high levels of attachment area fidelity for each leech species. These results suggest skin thickness and density of the vascular network constrain leech attachment sites and further suggest trophic transmission to be an important axis of parasitization. We also demonstrate that, while leech species appear to be clustered spatially, this clustering does not appear to be correlated with fish biomass. This study illuminates the complex interactions among fish hosts and leech parasites in the Southern Ocean and lays the groundwork for future studies of Antarctic marine leech ecology that can aid in forecasting how host-parasite interactions may shift in the face of ongoing climate change.	TRUE	10.1007/s00300-020-02670-x	publication_notice	Infestation dynamics between parasitic Antarctic fish leeches (Piscicolidae) and their crocodile icefish hosts (Channichthyidae)	########	Polar Biology	Springer Science and Business Media LLC	101	An understanding of host–parasite interactions represents an important, but often overlooked, axis for predicting how polar marine biodiversity may be impacted by continued environmental change over the next century. Here, we survey three species of crocodile icefish (Notothenioidei: Channichthyidae) collected from two island archipelagos in the southern Scotia Arc region for evidence of leech infestations. Specifically, we report on infestation prevalence, intensity, spatial patterns of relative abundances, size distribution of parasitized fish, and patterns of host and attachment site specificity. Our results reveal high levels of attachment area fidelity for each leech species. These results suggest skin thickness and density of the vascular network constrain leech attachment sites and further suggest trophic (i.e., post-cyclic) transmission to be an important axis of parasitization. We also demonstrate that, while leech species appear to be clustered spatially, this clustering does not appear to be correlated with fish biomass. This study illuminates the complex interactions among fish hosts and leech parasites in the Southern Ocean and lays the groundwork for future studies of Antarctic marine leech ecology that can aid in forecasting how host–parasite interactions may shift in the face of ongoing climate change.	Copied	NA	0	1	0.8081607795	0.4328757951	0.2798794777	keep	??????	
67	(((((( Preprint DOI: 	medrxiv	10.1101/2020.01.13.20016360	(((((( We have manually inserted this sentence to assist with proper alignment of the text. These words will be deleted after the abstracts are properly combined.((((((	########	FALSE	Locus coeruleus pathology in progressive supranuclear palsy, and its relation to disease severity.	The locus coeruleus is the major source of noradrenaline to the brain and contributes to a wide range of physiological and cognitive functions including arousal, attention, autonomic control, and adaptive behaviour. Neurodegeneration and pathological aggregation of tau protein in the locus coeruleus are early features of progressive supranuclear palsy (PSP). This pathology is proposed to contribute to the clinical expression of disease, including the PSP Richardson's syndrome. We test the hypothesis that tau pathology and neuronal loss are associated with clinical heterogeneity and severity in PSP. We used immunohistochemistry in post mortem tissues from 31 patients with a clinical diagnosis of PSP (22 with Richardson's syndrome) and 6 control cases. We quantified the presence of hyperphosphorylated tau, the number of pigmented cells indicative of noradrenergic neurons, and the percentage of pigmented neurons with tau-positive inclusions. Ante mortem assessment of clinical severity using the PSP rating scale was available within 1.8 ({+/-}0.9) years for 23 patients. We found an average 49 percent reduction of pigmented neurons in PSP patients relative to controls. The loss of pigmented neurons correlated with disease severity, even after adjusting for disease duration and the interval between clinical assessment and death. The degree of neuronal loss was associated with tau-positive inclusions, with an average of 44% of pigmented neurons displaying tau-inclusions. Degeneration and tau pathology in the locus coeruleus are related to clinical heterogeneity of PSP. The noradrenergic deficit in the locus coeruleus is a candidate target for pharmacological treatment. Recent developments in ultra-high field magnetic resonance imaging to quantify in vivo structural integrity of the locus coeruleus may provide biomarkers for noradrenergic experimental medicines studies in PSP.	TRUE	10.1186/s40478-020-0886-0	publication_notice	Locus coeruleus pathology in progressive supranuclear palsy, and its relation to disease severity	########	Acta Neuropathologica Communications	Springer Science and Business Media LLC	19	The locus coeruleus is the major source of noradrenaline to the brain and contributes to a wide range of physiological and cognitive functions including arousal, attention, autonomic control, and adaptive behaviour. Neurodegeneration and pathological aggregation of tau protein in the locus coeruleus are early features of progressive supranuclear palsy (PSP). This pathology is proposed to contribute to the clinical expression of disease, including the PSP Richardson’s syndrome. We test the hypothesis that tau pathology and neuronal loss are associated with clinical heterogeneity and severity in PSP.  We used immunohistochemistry in post mortem tissues from 31 patients with a clinical diagnosis of PSP (22 with Richardson’s syndrome) and 6 control cases. We quantified the presence of hyperphosphorylated tau, the number of pigmented cells indicative of noradrenergic neurons, and the percentage of pigmented neurons with tau-positive inclusions. Ante mortem assessment of clinical severity using the PSP rating scale was available within 1.8 (±0.9) years for 23 patients.  We found an average 49% reduction of pigmented neurons in PSP patients relative to controls. The loss of pigmented neurons correlated with disease severity, even after adjusting for disease duration and the interval between clinical assessment and death. The degree of neuronal loss was negatively associated with tau-positive inclusions, with an average of 44% of pigmented neurons displaying tau-inclusions.  Degeneration and tau pathology in the locus coeruleus are related to clinical heterogeneity of PSP. The noradrenergic deficit in the locus coeruleus is a candidate target for pharmacological treatment. Recent developments in ultra-high field magnetic resonance imaging to quantify in vivo structural integrity of the locus coeruleus may provide biomarkers for noradrenergic experimental medicines studies in PSP.	Copied	NA	0	0	0.008155748487	0.01769911504	0.01769911504	keep	??????	
68	(((((( Preprint DOI: 	biorxiv	10.1101/2020.01.13.905190	(((((( We have manually inserted this sentence to assist with proper alignment of the text. These words will be deleted after the abstracts are properly combined.((((((	########	FALSE	Factor VIII exhibits chaperone-dependent and glucose-regulated reversible amyloid formation in the endoplasmic reticulum	Factor VIII (FVIII) is the coagulation factor deficient in hemophilia A, which is treated by protein replacement. Unfortunately, this regimen is costly due to the expense of producing recombinant FVIII as a consequence of its low level secretion. FVIII expression activates the endoplasmic reticulum (ER) stress response, causes oxidative stress and induces apoptosis. Importantly, little is known about the factors that cause protein misfolding and aggregation in metazoans. Here we identified intrinsic and extrinsic factors that cause FVIII to form aggregates in the ER. We show that FVIII forms amyloid-like fibrils within the ER upon increased FVIII synthesis or inhibition of glucose metabolism. Significantly, FVIII amyloids can be dissolved upon restoration of glucose metabolism to produce functional secreted FVIII. Two ER chaperones and their co-chaperones, BiP and CANX/CRT, promote FVIII solubility in the ER, where the former is also required for disaggregation. A short aggregation motif in the FVIII A1 domain (termed Aggron) is necessary and sufficient to seed {beta}-sheet polymerization and BiP binding to this Aggron prevents amyloidogenesis. Our findings provide novel insight into mechanisms that limit FVIII secretion and ER protein folding in general and have implication for ongoing hemophilia A gene therapy clinical trials.            Key Points- FVIII forms amyloid aggregates in the ER that are dissolved in a chaperone- and glucose-dependent manner to produce secreted active FVIII.      - A short amino acid sequence in the A1 domain causes {beta} sheet polymerization and ER chaperone BiP binding to this site prevents aggregation.	TRUE	10.1182/blood.2019002867	publication_notice	Factor VIII exhibits chaperone-dependent and glucose-regulated reversible amyloid formation in the endoplasmic reticulum	########	Blood	American Society of Hematology	50	Hemophilia A, an X-linked bleeding disorder caused by deficiency of factor VIII (FVIII), is treated by protein replacement. Unfortunately, this regimen is costly due to the expense of producing recombinant FVIII as a consequence of its low-level secretion from mammalian host cells. FVIII expression activates the endoplasmic reticulum (ER) stress response, causes oxidative stress, and induces apoptosis. Importantly, little is known about the factors that cause protein misfolding and aggregation in metazoans. Here, we identified intrinsic and extrinsic factors that cause FVIII to form aggregates. We show that FVIII forms amyloid-like fibrils within the ER lumen upon increased FVIII synthesis or inhibition of glucose metabolism. Significantly, FVIII amyloids can be dissolved upon restoration of glucose metabolism to produce functional secreted FVIII. Two ER chaperone families and their cochaperones, immunoglobulin binding protein (BiP) and calnexin/calreticulin, promote FVIII solubility in the ER, where the former is also required for disaggregation. A short aggregation motif in the FVIII A1 domain (termed Aggron) is necessary and sufficient to seed β-sheet polymerization, and BiP binding to this Aggron prevents amyloidogenesis. Our findings provide novel insight into mechanisms that limit FVIII secretion and ER protein aggregation in general and have implication for ongoing hemophilia A gene-therapy clinical trials.	Copied	NA	0	1	0.3660109642	0.389275766	0.3402971216	keep	??????	
69	(((((( Preprint DOI: 	medrxiv	10.1101/2020.01.21.20018101	(((((( We have manually inserted this sentence to assist with proper alignment of the text. These words will be deleted after the abstracts are properly combined.((((((	########	FALSE	Comprehensive assessment of PINK1 variants in Parkinson's disease	Multiple genes have been associated with monogenic Parkinson's disease and Parkinsonism syndromes. Mutations in PINK1 (PARK6) have been shown to result in autosomal recessive early onset Parkinson's disease. In the past decade, several studies have suggested that carrying a single heterozygous PINK1 mutation is associated with increased risk for Parkinson's disease. Here we comprehensively assess the role of PINK1 variants in Parkinson's disease susceptibility using several large datasets totalling 376,558 individuals including: 13,708 Parkinson's disease cases and 362,850 controls. After combining these data, we did not find evidence to support a role for heterozygous PINK1 mutations as a risk factor for Parkinson's disease.	TRUE	10.1016/j.neurobiolaging.2020.03.003	publication_notice	Comprehensive assessment of PINK1 variants in Parkinson's disease	########	Neurobiology of Aging	Elsevier BV	43	Multiple genes have been associated with monogenic Parkinson's disease and Parkinsonism syndromes. Mutations in PINK1 (PARK6) have been shown to result in autosomal recessive early-onset Parkinson's disease. In the past decade, several studies have suggested that carrying a single heterozygous PINK1 mutation is associated with increased risk for Parkinson's disease. Here, we comprehensively assess the role of PINK1 variants in Parkinson's disease susceptibility using several large data sets totalling 376,558 individuals including 13,708 cases with Parkinson's disease and 362,850 control subjects. After combining these data, we did not find evidence to support a role for heterozygous PINK1 mutations as a robust risk factor for Parkinson's disease.	Copied	NA	0	0	0.02481556003	0.05188067445	0.05058365759	keep	??????	
70	(((((( Preprint DOI: 	biorxiv	10.1101/2020.01.21.914929	(((((( We have manually inserted this sentence to assist with proper alignment of the text. These words will be deleted after the abstracts are properly combined.((((((	########	TRUE	Novel ionophores active against La Crosse virus identified through rapid antiviral screening	Bunyaviruses are significant human pathogens, causing diseases ranging from hemorrhagic fevers to encephalitis. Among these viruses, La Crosse virus (LACV), a member of the California serogroup, circulates in the eastern and midwestern United States. While LACV infection is often asymptomatic, dozens of cases of encephalitis are reported yearly. Unfortunately, no antivirals have been approved to treat LACV infection. Here, we developed a method to rapidly test potential antivirals against LACV infection. From this screen, we identified several potential antiviral molecules, including known antivirals. Additionally, we identified many novel antivirals that exhibited antiviral activity without affecting cellular viability. Valinomycin, a potassium ionophore, was among our top targets. We found that valinomycin exhibited potent anti-LACV activity in multiple cell types in a dose-dependent manner. Valinomycin did not affect particle stability or infectivity, suggesting that it may preclude virus replication by altering cellular potassium ions, a known determinant of LACV entry. We extended these results to other ionophores and found that the antiviral activity of valinomycin extended to other viral families including bunyaviruses (Rift Valley fever virus, Keystone virus), enteroviruses (Coxsackievirus, rhinovirus), flavirivuses (Zika), and coronaviruses (229E and MERS-CoV). In all viral infections, we observed significant reductions in virus titer in valinomycin-treated cells. In sum, we demonstrate the importance of potassium ions to virus infection, suggesting a potential therapeutic target to disrupt virus replication.            ImportanceNo antivirals are approved for the treatment of bunyavirus infection. The ability to rapidly screen compounds and identify novel antivirals is one means to accelerate drug discovery for viruses with no approved treatments. We used this approach to screen hundreds of compounds against La Crosse virus, an emerging bunyavirus that causes significant disease, including encephalitis. We identified several known and previously unidentified antivirals. We focused on a potassium ionophore, valinomycin, due to its promising in vitro antiviral activity. We demonstrate that valinomycin, as well as a selection of other ionophores, exhibits activity against La Crosse virus as well as several other distantly related bunyaviruses. We finally observe that valinomycin has activity against a wide array of human viral pathogens, suggesting that disrupting potassium ion homeostasis with valinomycin may be a potent host pathway to target to quell virus infection.	TRUE	10.1128/aac.00086-20	publication_notice	Novel Ionophores Active against La Crosse Virus Identified through Rapid Antiviral Screening	########	Antimicrobial Agents and Chemotherapy	American Society for Microbiology	77	Bunyaviruses are significant human pathogens, causing diseases ranging from hemorrhagic fevers to encephalitis. Among these viruses, La Crosse virus (LACV), a member of the California serogroup, circulates in the eastern and midwestern United States. While LACV infection is often asymptomatic, dozens of cases of encephalitis are reported yearly. Unfortunately, no antivirals have been approved to treat LACV infection. Here, we developed a method to rapidly test potential antivirals against LACV infection. From this screen, we identified several potential antiviral molecules, including known antivirals. Additionally, we identified many novel antivirals that exhibited antiviral activity without affecting cellular viability. Valinomycin, a potassium ionophore, was among our top targets. We found that valinomycin exhibited potent anti-LACV activity in multiple cell types in a dose-dependent manner. Valinomycin did not affect particle stability or infectivity, suggesting that it may preclude virus replication by altering cellular potassium ions, a known determinant of LACV entry. We extended these results to other ionophores and found that the antiviral activity of valinomycin extended to other viral families, including bunyaviruses (Rift Valley fever virus, Keystone virus), enteroviruses (coxsackievirus, rhinovirus), flavirivuses (Zika virus), and coronaviruses (human coronavirus 229E [HCoV-229E] and Middle East respiratory syndrome CoV [MERS-CoV]). In all viral infections, we observed significant reductions in virus titer in valinomycin-treated cells. In sum, we demonstrate the importance of potassium ions to virus infection, suggesting a potential therapeutic target to disrupt virus replication.	Copied	NA	0	2	0.2449355433	0.3906710914	0.389380531	keep	??????	
71	(((((( Preprint DOI: 	biorxiv	10.1101/2020.01.22.914952	(((((( We have manually inserted this sentence to assist with proper alignment of the text. These words will be deleted after the abstracts are properly combined.((((((	########	TRUE	Discovery of a novel coronavirus associated with the recent pneumonia outbreak in humans and its potential bat origin	Since the SARS outbreak 18 years ago, a large number of severe acute respiratory syndrome related coronaviruses (SARSr-CoV) have been discovered in their natural reservoir host, bats1-4. Previous studies indicated that some of those bat SARSr-CoVs have the potential to infect humans5-7. Here we report the identification and characterization of a novel coronavirus (nCoV-2019) which caused an epidemic of acute respiratory syndrome in humans, in Wuhan, China. The epidemic, started from December 12th, 2019, has caused 198 laboratory confirmed infections with three fatal cases by January 20th, 2020. Full-length genome sequences were obtained from five patients at the early stage of the outbreak. They are almost identical to each other and share 79.5% sequence identify to SARS-CoV. Furthermore, it was found that nCoV-2019 is 96% identical at the whole genome level to a bat coronavirus. The pairwise protein sequence analysis of seven conserved non-structural proteins show that this virus belongs to the species of SARSr-CoV. The nCoV-2019 virus was then isolated from the bronchoalveolar lavage fluid of a critically ill patient, which can be neutralized by sera from several patients. Importantly, we have confirmed that this novel CoV uses the same cell entry receptor, ACE2, as SARS-CoV.	TRUE	10.1038/s41586-020-2012-7	publication_notice	A pneumonia outbreak associated with a new coronavirus of probable bat origin	########	Nature	Springer Science and Business Media LLC	11	Since the outbreak of severe acute respiratory syndrome (SARS) 18 years ago, a large number of SARS-related coronaviruses (SARSr-CoVs) have been discovered in their natural reservoir host, bats1,2,3,4. Previous studies have shown that some bat SARSr-CoVs have the potential to infect humans5,6,7. Here we report the identification and characterization of a new coronavirus (2019-nCoV), which caused an epidemic of acute respiratory syndrome in humans in Wuhan, China. The epidemic, which started on 12 December 2019, had caused 2,794 laboratory-confirmed infections including 80 deaths by 26 January 2020. Full-length genome sequences were obtained from five patients at an early stage of the outbreak. The sequences are almost identical and share 79.6% sequence identity to SARS-CoV. Furthermore, we show that 2019-nCoV is 96% identical at the whole-genome level to a bat coronavirus. Pairwise protein sequence analysis of seven conserved non-structural proteins domains show that this virus belongs to the species of SARSr-CoV. In addition, 2019-nCoV virus isolated from the bronchoalveolar lavage fluid of a critically ill patient could be neutralized by sera from several patients. Notably, we confirmed that 2019-nCoV uses the same cell entry receptor—angiotensin converting enzyme II (ACE2)—as SARS-CoV.	Copied	NA	0	1	0.4627209839	0.387755102	0.3066326531	keep	??????	
72	(((((( Preprint DOI: 	biorxiv	10.1101/2020.01.22.915660	(((((( We have manually inserted this sentence to assist with proper alignment of the text. These words will be deleted after the abstracts are properly combined.((((((	########	TRUE	Functional assessment of cell entry and receptor usage for lineage B ß-coronaviruses, including 2019-nCoV	Over the past 20 years, several coronaviruses have crossed the species barrier into humans, causing outbreaks of severe, and often fatal, respiratory illness. Since SARS- CoV was first identified in animal markets, global viromics projects have discovered thousands of coronavirus sequences in diverse animals and geographic regions. Unfortunately, there are few tools available to functionally test these novel viruses for their ability to infect humans, which has severely hampered efforts to predict the next zoonotic viral outbreak. Here we developed an approach to rapidly screen lineage B betacoronaviruses, such as SARS-CoV and the recent 2019-nCoV, for receptor usage and their ability to infect cell types from different species. We show that host protease processing during viral entry is a significant barrier for several lineage B viruses and that bypassing this barrier allows several lineage B viruses to enter human cells through an unknown receptor. We also demonstrate how different lineage B viruses can recombine to gain entry into human cells and confirm that human ACE2 is the receptor for the recently emerging 2019-nCoV.	TRUE	10.1038/s41564-020-0688-y	publication_notice	Functional assessment of cell entry and receptor usage for SARS-CoV-2 and other lineage B betacoronaviruses	########	Nature Microbiology	Springer Science and Business Media LLC	33	Over the past 20 years, several coronaviruses have crossed the species barrier into humans, causing outbreaks of severe, and often fatal, respiratory illness. Since SARS-CoV was first identified in animal markets, global viromics projects have discovered thousands of coronavirus sequences in diverse animals and geographic regions. Unfortunately, there are few tools available to functionally test these viruses for their ability to infect humans, which has severely hampered efforts to predict the next zoonotic viral outbreak. Here, we developed an approach to rapidly screen lineage B betacoronaviruses, such as SARS-CoV and the recent SARS-CoV-2, for receptor usage and their ability to infect cell types from different species. We show that host protease processing during viral entry is a significant barrier for several lineage B viruses and that bypassing this barrier allows several lineage B viruses to enter human cells through an unknown receptor. We also demonstrate how different lineage B viruses can recombine to gain entry into human cells, and confirm that human ACE2 is the receptor for the recently emerging SARS-CoV-2.	Copied	NA	0	0	0.427571116	0.1860109957	0.04825901038	keep	??????	
73	(((((( Preprint DOI: 	medrxiv	10.1101/2020.01.23.20017566	(((((( We have manually inserted this sentence to assist with proper alignment of the text. These words will be deleted after the abstracts are properly combined.((((((	########	FALSE	STK11 and KEAP1 Mutations as Prognostic Biomarkers in an Observational Real-World Lung Adenocarcinoma Cohort	Importance: Understanding the mechanisms of primary resistance to immune checkpoint blockade therapy is of paramount importance for treatment selection. Somatic mutations in STK11 and KEAP1, frequently co-mutated in nonsquamous non-small cell lung cancer, have been associated with poor response to immune checkpoint blockade. However, previous reports lack non-immune checkpoint blockade controls needed to properly ascertain the predictive nature of those biomarkers. Objective: To evaluate the predictive vs prognostic effect of STK11 or KEAP1 mutations across different treatment classes in nonsquamous non-small cell lung cancer. Design: A retrospective, real-world data cohort from the Flatiron Health network linked with genetic testing from Foundation Medicine, from January 1, 2011, through December 31, 2018. Setting: Multicenter, including academic and community practices. Participants: Patients diagnosed with stage IIIB, IIIC, IVA, or IVB nonsquamous non-small cell lung cancer who initiated first-line treatment within 90 days after diagnosis. Main Outcomes and Measures: Real-world, progression-free survival and overall survival calculated from time of initiation of first-line treatment. Results: We analyzed clinical and mutational data for 2276 patients with advanced, nonsquamous non-small cell lung cancer (mean age at advanced diagnosis, 66.3 years [SD 10.3], 54.4% female, 80.1% with a history of smoking), including patients treated with anti-programmed death-1/anti-programmed death ligand 1 inhibitors at first line (n = 574). Mutations in STK11 or KEAP1 were associated with poor outcomes across multiple therapeutic classes and were not specifically associated with poor outcomes in immune checkpoint.	TRUE	10.1136/esmoopen-2020-000706	publication_notice	STK11 and KEAP1 mutations as prognostic biomarkers in an observational real-world lung adenocarcinoma cohort	########	ESMO Open	BMJ	84	Introduction Somatic mutations in STK11 and KEAP1, frequently comutated in non-squamous non-small cell lung cancer (NSQ NSCLC), have been associated with poor response to immune checkpoint blockade (ICB). However, previous reports lack non-ICB controls needed to properly ascertain the predictive nature of those biomarkers. The objective of this study was to evaluate the predictive versus prognostic effect of STK11 or KEAP1 mutations in NSQ NSCLC.  Methods Patients diagnosed with stage IIIB, IIIC, IVA or IVB NSQ NSCLC from a real-world data cohort from the Flatiron Health Network linked with genetic testing from Foundation Medicine were retrospectively assessed. Real-world, progression-free survival (rwPFS) and overall survival (OS) were calculated from time of initiation of first-line treatment.  Results We analysed clinical and mutational data for 2276 patients including patients treated with anti-programmed death-1 (PD-1)/anti-programmed death ligand 1 (PD-L1) inhibitors at first line (n=574). Mutations in STK11 or KEAP1 were associated with poor outcomes across multiple therapeutic classes and were not specifically associated with poor outcomes in ICB cohorts. There was no observable interaction between STK11 mutations and anti-PD-1/anti-PD-L1 treatment on rwPFS (HR, 1.05; 95% CI 0.76 to 1.44; p=0.785) or OS (HR, 1.13; 95% CI 0.76 to 1.67; p=0.540). Similarly, there was no observable interaction between KEAP1 mutations and treatment on rwPFS (HR, 0.93; 95% CI 0.67 to 1.28; p=0.653) or OS (HR, 0.98; 95% CI 0.66 to 1.45; p=0.913).  Conclusion Our results show that STK11-KEAP1 mutations are prognostic, not predictive, biomarkers for anti-PD-1/anti-PD-L1 therapy.	Copied	NA	1	0	0.7632605304	0.5934077968	0.5037231713	keep	??????	
74	(((((( Preprint DOI: 	biorxiv	10.1101/2020.01.23.916395	(((((( We have manually inserted this sentence to assist with proper alignment of the text. These words will be deleted after the abstracts are properly combined.((((((	########	TRUE	Preliminary estimation of the basic reproduction number of novel coronavirus (2019-nCoV) in China, from 2019 to 2020: A data-driven analysis in the early phase of the outbreak	BackgroundsAn ongoing outbreak of a novel coronavirus (2019-nCoV) pneumonia hit a major city of China, Wuhan, December 2019 and subsequently reached other provinces/regions of China and countries. We present estimates of the basic reproduction number, R0, of 2019-nCoV in the early phase of the outbreak.            MethodsAccounting for the impact of the variations in disease reporting rate, we modelled the epidemic curve of 2019-nCoV cases time series, in mainland China from January 10 to January 24, 2020, through the exponential growth. With the estimated intrinsic growth rate ({gamma}), we estimated R0 by using the serial intervals (SI) of two other well-known coronavirus diseases, MERS and SARS, as approximations for the true unknown SI.            FindingsThe early outbreak data largely follows the exponential growth. We estimated that the mean R0 ranges from 2.24 (95%CI: 1.96-2.55) to 3.58 (95%CI: 2.89-4.39) associated with 8-fold to 2-fold increase in the reporting rate. We demonstrated that changes in reporting rate substantially affect estimates of R0.            ConclusionThe mean estimate of R0 for the 2019-nCoV ranges from 2.24 to 3.58, and significantly larger than 1. Our findings indicate the potential of 2019-nCoV to cause outbreaks.	TRUE	10.1016/j.ijid.2020.01.050	publication_notice	Preliminary estimation of the basic reproduction number of novel coronavirus (2019-nCoV) in China, from 2019 to 2020: A data-driven analysis in the early phase of the outbreak	########	International Journal of Infectious Diseases	Elsevier BV	6	Backgrounds An ongoing outbreak of a novel coronavirus (2019-nCoV) pneumonia hit a major city in China, Wuhan, December 2019 and subsequently reached other provinces/regions of China and other countries. We present estimates of the basic reproduction number, R0, of 2019-nCoV in the early phase of the outbreak. Methods Accounting for the impact of the variations in disease reporting rate, we modelled the epidemic curve of 2019-nCoV cases time series, in mainland China from January 10 to January 24, 2020, through the exponential growth. With the estimated intrinsic growth rate (γ), we estimated R0 by using the serial intervals (SI) of two other well-known coronavirus diseases, MERS and SARS, as approximations for the true unknown SI. Findings The early outbreak data largely follows the exponential growth. We estimated that the mean R0 ranges from 2.24 (95%CI: 1.96–2.55) to 3.58 (95%CI: 2.89–4.39) associated with 8-fold to 2-fold increase in the reporting rate. We demonstrated that changes in reporting rate substantially affect estimates of R0. Conclusion The mean estimate of R0 for the 2019-nCoV ranges from 2.24 to 3.58, and is significantly larger than 1. Our findings indicate the potential of 2019-nCoV to cause outbreaks.	Copied	NA	1	0	0.3631284916	0.5333850932	0.5333850932	keep	??????	
75	(((((( Preprint DOI: 	biorxiv	10.1101/2020.01.24.915157	(((((( We have manually inserted this sentence to assist with proper alignment of the text. These words will be deleted after the abstracts are properly combined.((((((	########	TRUE	The 2019-new Coronavirus epidemic: evidence for virus evolution	There is concern about a new coronavirus, the 2019-nCoV, as a global public health threat. In this article, we provide a preliminary evolutionary and molecular epidemiological analysis of this new virus. A phylogenetic tree has been built using the 15 available whole genome sequence of 2019-nCoV and 12 whole genome sequences highly similar sequences available in gene bank (5 from SARS, 2 from MERS and 5 from Bat SARS-like Coronavirus). FUBAR analysis shows that the Nucleocapsid and the Spike Glycoprotein has some sites under positive pressure while homology modelling helped to explain some molecular and structural differences between the viruses. The phylogenetic tree showed that 2019.nCoV significantly clustered with Bat SARS-like Coronavirus sequence isolated in 2015, whereas structural analysis revealed mutation in S and nucleocapsid proteins. From these results, 2019nCoV could be considered a coronavirus distinct from SARS virus, probably transmitted from bats or another host where mutations conferred upon it the ability to infect humans.	TRUE	10.1002/jmv.25688	publication_notice	The 2019-new coronavirus epidemic: Evidence for virus evolution	########	Journal of Medical Virology	Wiley	5	There is a worldwide concern about the new coronavirus 2019‐nCoV as a global public health threat. In this article, we provide a preliminary evolutionary and molecular epidemiological analysis of this new virus. A phylogenetic tree has been built using the 15 available whole genome sequences of 2019‐nCoV, 12 whole genome sequences of 2019‐nCoV, and 12 highly similar whole genome sequences available in gene bank (five from the severe acute respiratory syndrome, two from Middle East respiratory syndrome, and five from bat SARS‐like coronavirus). Fast unconstrained Bayesian approximation analysis shows that the nucleocapsid and the spike glycoprotein have some sites under positive pressure, whereas homology modeling revealed some molecular and structural differences between the viruses. The phylogenetic tree showed that 2019‐nCoV significantly clustered with bat SARS‐like coronavirus sequence isolated in 2015, whereas structural analysis revealed mutation in Spike Glycoprotein and nucleocapsid protein. From these results, the new 2019‐nCoV is distinct from SARS virus, probably trasmitted from bats after mutation conferring ability to infect humans.	Copied	NA	0	0	0.3714542999	0.3794098781	0.325208467	keep	??????	
