comment_id	abstract_id	annotator	score	comment
[480]	49	Jessica  Polka	Context_nounchange_1  	
[481]	49	Jessica  Polka	Context_removed_1  	
[482]	49	Mate  Palfy	Context_removed  	detail  removed
[483]	49	Jessica  Polka	Context_removed_1  	
[484]	49	Mate  Palfy	Context_removed  	
[485]	49	Mate  Palfy	Conclusions_nounchange_1+  	gives  a  specific  example  of  a  radiation  induced  complication
[486]	49	Jessica  Polka	Results_nounchange_1  	
[487]	49	Jessica  Polka	Conclusion_nounchange_1  	
[488]	50	Dey,  Gautam		no  significant  changes
[489]	51	Dey,  Gautam		no  significant  changes
[490]	53	Dey,  Gautam		weird  formatting  changes
[491]	54	Dey,  Gautam		no  significant  changes
[492]	55	Dey,  Gautam		no  significant  changes
[493]	56	Jessica  Polka	Context_added_1  	
[494]	56	Jessica  Polka	Context_added_1  	
[495]	56	Jessica  Polka	Context_added_1  	
[496]	56	Jessica  Polka	Context_added_1  	
[497]	56	jonathon coates	Context_added_1+  	
[498]	56	Mate  Palfy	Context_statinfo  	
[499]	56	Dey,  Gautam	context_added_1  	
[500]	56	Dey,  Gautam	context_removed_1  	
[501]	56	Jessica  Polka	Context_nounchange_1  	
[502]	56	Jessica  Polka	Context_nounchange_1  	
[503]	56	jonathon coates	Context_added_1+  	
[504]	56	Dey,  Gautam	context_added_1+  	
[505]	56	Mate  Palfy	Context_statinfo  	
[506]	56	Jessica  Polka	Results_statinfo_1+  	
[507]	56	Jessica  Polka	Results_added_1  	reconciled  –  does  not  change  main  conclusion
[508]	56	Mate  Palfy	Results_added_1+  	
[509]	56	Mate  Palfy	Results_added_statinfo_1+  	
[510]	56	Jessica  Polka	Results_nounchange_1  	
[511]	56	jonathon coates	Conclusion_added_1  	reconciled  –  does  not  change  main  conclusion
[512]	56	Dey,  Gautam	results_statinfo_1+  	
[513]	56	Jessica  Polka	Conclusions_nounchange_1     	
[514]	56	Mate  Palfy	Conclusions_nounchange_1+  	
[515]	57	Dey,  Gautam		no  significant  change
[516]	58	Dey,  Gautam		no  significant  change
[517]	59	Jessica  Polka		rearrangement
[518]	59	Dey,  Gautam	context_added_1  	
[519]	59	Jessica  Polka	Context_removed_1  	
[520]	59	Jessica  Polka	Context_removed_1  	
[521]	59	jonathon coates	Context_removed_1-	makes  abstract  clearer  but  removes  some  context
[522]	59	Jessica  Polka	Context_removed_1  	
[523]	59	Jessica  Polka	Context_added_1  	
[524]	59	Mate  Palfy	Results_nounchange_1	
[525]	59	Dey,  Gautam	results_nounchange_1  	not  quite  a  softening,  more  a  rephrasing
[526]	59	jonathon coates	Results_added_1+  	
[527]	59	jonathon coates	Results_added_1+  	
[528]	59	Jessica  Polka	Conclusions_removed_1	
[529]	59	Mate  Palfy	Conclusion_removed_1	
[530]	60	Dey,  Gautam		no  significant  changes
[531]	60	Jessica  Polka	Context_nounchange_1  	
[532]	61	Dey,  Gautam		no  significant  changes
[533]	61	Jessica  Polka		html  encoding
[534]	62	Dey,  Gautam		many  changes,  to  make  the  abstract  more  quantitative  in  on  several  fronts
[535]	62	Mate  Palfy	Look  at  this  more  carefully    	
[536]	62	Jessica  Polka	Context_nounchange_1+  	
[537]	62	Jessica  Polka	Context_added_1  	
[538]	62	Jessica  Polka	Results_stat-_1   	
[539]	62	Dey,  Gautam	Results_nounchange_1  	
[540]	62	Jessica  Polka	Results_stat_1+  	
[541]	62	Dey,  Gautam	results_added_1  	
[542]	62	Jessica  Polka	Results_effect-_1+  	
[543]	62	Mate  Palfy	Results_effect-_1	
[544]	62	jonathon coates	Results_stat-_1	
[545]	62	Jessica  Polka	Results_statinfo_1  	
[546]	62	Jessica  Polka	Results_effect-_1+    	
[547]	62	Jessica  Polka	Results_statinfo_1+    	
[548]	62	Jessica  Polka	Results_nounchange_1  	lowest  coverage  vaccines  has  changed
[549]	62	Jessica  Polka	Results_statinfo_1+  	
[550]	62	Mate  Palfy	Results_effect-_1	
[551]	62	jonathon coates	Results_stat-_1	
[552]	62	Dey,  Gautam	results_added_1  	reconciled
[553]	62	Dey,  Gautam	results_added_1  	reconciled
[554]	62	Jessica  Polka	Result_added_1+  	
[555]	62	jonathon coates	Results_stat-_1	
[556]	62	Mate  Palfy	Results_statinfo_1+  	
[557]	62	Jessica  Polka		repeated  below
[558]	62	Jessica  Polka		repeated  below
[559]	62	Jessica  Polka		rephrased  as  female
[560]	62	jonathon coates	Results_ef  	
[561]	62	Dey,  Gautam	results_added_2  	
[562]	62	Jessica  Polka	Result_nounchange_1+  	urban->specific  areas
[563]	62	Mate  Palfy	Results_added_1+  	
[564]	62	Mate  Palfy	Context_removed_1  	
[565]	62	jonathon coates	Results_stat-_1	
[566]	62	Jessica  Polka	Result_added_1+  	effect  size  information  added
[567]	62	Mate  Palfy	Results_effectreverse_1  	reconciled
[568]	62	jonathon coates	Results_added_1+  	
[569]	62	Jessica  Polka	Conclusion_removed_1	
[570]	62	Jessica  Polka	Conclusion_nounchange_1  	
[571]	62	jonathon coates	Conclusion_statinfo_1+  	
[572]	62	Dey,  Gautam	conclusions_effect+_1  	
[573]	63	Dey,  Gautam		no  significant  changes
[574]	63	Jessica  Polka		no  change
[575]	64	Dey,  Gautam		no  signficant  changes
[576]	65	Jessica  Polka	Context_added_1  	
[577]	65	Dey,  Gautam	Context_removed_1  	
[578]	65	Jessica  Polka	Context_removed_1  	
[579]	65	Jessica  Polka	Context_added_1  	
[580]	65	Jessica  Polka		rearranged
[581]	65	Dey,  Gautam	Context_removed_1  	
[582]	65	Jessica  Polka	Results_nounchange_1  	
[583]	66	Dey,  Gautam	Results_effectreverse_2  	this  is  an  odd  one,  because  there  is  no  context  for  whether  44%  is  high  or  low.  How  could  the  authors  have  interpreted  it  one  way  and  then  another?
[584]	66	Jessica  Polka	Results_effectreverse_2    	
[585]	66	jonathon coates	Results_effect+_1+    	
[586]	66	Mate  Palfy	Conclusions_nounchange_1  	reconciled,  confusing  for  readers,  implies  reversal
[587]	67	Jessica  Polka	Context_added_1  	
[588]	67	Jessica  Polka	Context_added_1  	
[589]	67	Jessica  Polka	Context_removed_1    	
[590]	67	Jessica  Polka		where  else?
[591]	67	Dey,  Gautam	conclusions_removed_1  	
[592]	67	Mate  Palfy	Conclusions_nounchange_1  	
[593]	67	Jessica  Polka	Conclusions_removed_1    	
[594]	67	Mate  Palfy		didn’t  annotate  as  conclusion  removal,  as  ‘Key  points’  sounds  like  a  separate  section  in  the  abstract    
[595]	68	Dey,  Gautam	results_effect-_1  	
[596]	68	jonathon coates	Conclusion_effect+_1+  	
[597]	69	jonathon coates		this  doesn’t  impact  the  conclusions  but  is  most  likely  a  formatting  requirement  for  a  journal  so  I’ve  not  scored  this
[598]	69	Jessica  Polka	Conclusions_removed_1-	these  are  mostly  repeated  above,  but  removed  section  is  firmer  about  valinomycin  as  a  potential  therapeutic
[599]	69	Mate  Palfy	large  chunk  deleted  because  change  of  abstract  structure    	
[600]	70	Jessica  Polka	Context_added_1  	references  added
[601]	70	Jessica  Polka	Context_effect+_1  	
[602]	70	Jessica  Polka	Context_added_1  	references  added
[603]	70	jonathon coates	Context_effect+_1+  	
[604]	70	Jessica  Polka	Context_effect+_1  	
[605]	70	Jessica  Polka	Context_effect+_1  	
[606]	70	jonathon coates	Context_effect+_1+  	
[607]	70	Dey,  Gautam	context_effect+_1  	
[608]	70	Jessica  Polka	Results_effect+_1    	
[609]	70	jonathon coates	Results_effect+_1+  	
[610]	70	Mate  Palfy	results_effect+_1  	
[611]	70	Dey,  Gautam	results_effect+_1  	very  small  change
[612]	70	Jessica  Polka	Resuls_nounchange_1    	
[613]	70	Jessica  Polka	Conclusion_stat-_1	
[614]	71	Dey,  Gautam		no  significant  changes
[615]	72	Jessica  Polka	Context_removed_1  	
[616]	72	Jessica  Polka		rearrangement
[617]	72	Jessica  Polka	Context_removed_1  	
[618]	72	Jessica  Polka	Context_removed_1  	
[619]	72	Dey,  Gautam	context_removed_1  	
[620]	72	Jessica  Polka	Context_removed_1  	
[621]	72	Mate  Palfy	results_statinfo_1	
[622]	72	jonathon coates	Context_removed_1	
[623]	72	jonathon coates	Results_added_1+  	
[624]	72	jonathon coates	Results_stat+_1+  	
[625]	72	jonathon coates	Results_stat+_1+  	
[626]	72	Mate  Palfy	Results_added_1+  	
[627]	72	Dey,  Gautam	results_added_1  	
[628]	72	jonathon coates	Results_stat+_1+  	
[629]	72	jonathon coates	Results_stat+_1+  	
[630]	72	Mate  Palfy	Results_added_1+  	
[631]	72	Dey,  Gautam	results_added_1  	
[632]	72	Jessica  Polka	Conclusions_added_1+  	
[633]	72	Dey,  Gautam	conclusion_added_1  	reconciled,  clarifies  prognostic/predictive
[634]	72	Mate  Palfy	Conclusions_added_2  	reconciled,  clarifies  prognostic/predictive
[635]	73	jonathon coates		changes  are  significant  but  don’t  change  the  overall  conclusion,  just  soften  the  effect
[636]	73	Jessica  Polka	Context_effect+_1  	
[637]	73	Jessica  Polka	Conclusion_stat-_1	
[638]	73	Dey,  Gautam	results_effect-_1  	
[639]	73	Jessica  Polka	Context_nounchange_1  	
[640]	73	Mate  Palfy	Results_effect-_1  	
[641]	73	Mate  Palfy	Results_stat+_1+  	
[642]	73	jonathon coates	Results_stat-_1	
[643]	73	Mate  Palfy	Results_effect-_1  	
[644]	73	jonathon coates	Results_stat-_1	
[645]	73	Mate  Palfy	Results_stat+_1+  	
[646]	73	Dey,  Gautam	results_effect-_1  	
[647]	73	Dey,  Gautam	results_statinfo_1  	
[648]	73	Jessica  Polka	Results_stat+_1+  	
[649]	73	Dey,  Gautam	results_removed_1  	statement  replaces  quantatitive  range
[650]	73	Jessica  Polka	Results_added_1  	reconciled,  obvious  statement
[651]	73	Dey,  Gautam	results_effect-_1  	reconciled,  number  changes
[652]	73	Mate  Palfy	Results_effect-_1  	
[653]	73	Jessica  Polka	Conclusion_effect-_1  	
[654]	73	jonathon coates	Results_stat-_1	
[655]	74	Dey,  Gautam		no  significant  changes
[656]	74	Jessica  Polka	Conclusion_stat+_1  	
[657]	74	Jessica  Polka		sum  of  numbers  that  follow
[658]	75	Mate  Palfy	Context_effect_1+  	
[659]	75	Jessica  Polka	Context_effect+_1  	
[660]	75	jonathon coates	Context_effect+_1+  	
[661]	75	Jessica  Polka	Context_effect+_1  	
[662]	75	jonathon coates	Context_effect+_1+  	
[663]	75	Mate  Palfy	Context_effect_1+  	
[664]	75	Jessica  Polka	Context_nounchange_1  	
[665]	75	Mate  Palfy	Context_1  	
[666]	75	Dey,  Gautam	context_effect+_1  	standard  COVID  context  change
[667]	75	Jessica  Polka	Context_nounchange_1  	
[668]	75	Jessica  Polka	Context_added_1  	
[669]	75	Mate  Palfy	Context_nounchange_1  	
[670]	75	Mate  Palfy	Context_added_1    	
[671]	75	Jessica  Polka	Context_nounchange_1  	
[672]	75	Jessica  Polka	Results_effect+_  	
[673]	75	Dey,  Gautam	results_effect+_1  	
[674]	75	Mate  Palfy	Results_effect_1+  	
[675]	75	jonathon coates	Results_stat+_1+  	
[676]	75	Jessica  Polka	Results_statinfo_1+  	
[677]	75	Mate  Palfy	Results_statinfo_1  	
[678]	75	Mate  Palfy	results_statinfo_1  	
[679]	75	Jessica  Polka	Results_effect-_1-	marking  this  as  a  decrease  in  effect  since  the  authors  argue  that  surveillance  reduces  transmission  rate,  and  in  revised  abstract  it  isn’t  reduced  as  much
[680]	75	Mate  Palfy	Results_effect_1   	
[681]	75	Dey,  Gautam	results_statinfo_1  	
[682]	75	Dey,  Gautam	Results_statinfo_1+  	
[683]	75	Mate  Palfy	Results_statinfo  	
[684]	75	jonathon coates	Results_stat+_1+  	
[685]	75	Dey,  Gautam	results_effect+_1  	
[686]	76	Mate  Palfy	Context_nounchange_1  	
[687]	76	Jessica  Polka	Context_added_1  	
[688]	76	Jessica  Polka	Context_removed_1  	
[689]	76	Jessica  Polka	Context_removed_1+  	original  text  suggests  coverage  is  not  complete
[690]	76	Jessica  Polka	Context_stat-_1	
[691]	76	Mate  Palfy	Results_effect+_2  	
[692]	76	Jessica  Polka	Results_effect+_1  	
[693]	76	jonathon coates	Results_effect+_1+  	
[694]	76	Dey,  Gautam	results_added_1  	
[695]	76	Jessica  Polka	Result_nounchange_1  	median  ->  mean
[696]	76	Dey,  Gautam	results_statinfo_1  	
[697]	76	Jessica  Polka	Result_nounchange_1  	
[698]	76	jonathon coates	Commented  [699]  Dey,  Gautam  results_effect+_1  	
[699]	76	Dey,  Gautam	Commented  [700]  Jessica  Polka  Result_stat-_1	
[700]	76	Jessica  Polka	jonathon  coates  Dey,  Gautam  Jessica  Polka  publishedabstracts  7/28/2020  1:03:00  PM  8/5/2020  7:44:00  PM  7/27/2020  4:03:00  PM  7/27/2020  12:08:00  PM  	
[701]	76	Jessica  Polka	Result_statinfo_1+  	
[702]	76	jonathon coates	Results_added_1+  	
[703]	76	Dey,  Gautam	results_added_2  	
[704]	76	Mate  Palfy	Results_added_1  	
[705]	76	Dey,  Gautam	conclusions_effect+_2  	
[706]	76	Jessica  Polka	Conclusion_effect+_2  	recommendation  length  changed  substantially
[707]	76	Jessica  Polka	Result_effect-_1  	
[708]	76	Mate  Palfy	Results_effect-_1  	
[709]	76	jonathon coates	Results_added_1+  	
[710]	76	Mate  Palfy	Resuts_added_1  	
[711]	76	Jessica  Polka	Result_statinfo_1+  	
[712]	76	Dey,  Gautam	results_added_2    	
[713]	77	Dey,  Gautam		no  significant  changes
[714]	79	Jessica  Polka	Context_nounchange_1  	
[715]	79	Jessica  Polka	Context_removed_1  	it  seems  that  COVID  abstracts  are  often  edited  to  reflect  rapidly  changing  knowledge  and  conditions
[716]	79	Mate  Palfy	Context_removed_1    	
[717]	79	Mate  Palfy	Results_effect+_1  	
[718]	79	Dey,  Gautam	context_effect+_1  	
[719]	79	Jessica  Polka	Context_added_1  	
[720]	79	Jessica  Polka	Result_effect+_1  	
[721]	79	Mate  Palfy	Results_effect+_1  	
[722]	79	jonathon coates	Results_stat-_1	
[723]	79	Mate  Palfy	Results_statinfo_1  	
[724]	79	Dey,  Gautam	results_effect+_1  	
[725]	79	Jessica  Polka	Result_statinfo_1+  	
[726]	79	Mate  Palfy	Results_statinfo_1  	
[727]	79	Dey,  Gautam	results_statinfo_1  	
[728]	79	Jessica  Polka	Result_effect+_1  	
[729]	79	Dey,  Gautam	results_effect-_1  	
[730]	79	Mate  Palfy	Conclusions_nounchange_1  	
[731]	79	Jessica  Polka	Conclusions_stat-_1	
[732]	80	Jessica  Polka	Context_effect+_1  	
[733]	80	Jessica  Polka	Context_effect+_1  	
[734]	80	Dey,  Gautam	context_effect+_1  	
[735]	80	Jessica  Polka	Concusions_stat-_1	
[736]	80	Mate  Palfy	Conclusions_stat-_1	
[737]	80	Jessica  Polka	Concusions_stat-_1	
[738]	80	Mate  Palfy	Conclusions_stat-_1   	
[739]	80	Dey,  Gautam	conclusion_effect-_1	
[740]	80	Dey,  Gautam	conclusion_effect-_1	
[741]	80	Jessica  Polka	Concusions_stat-_1	
[742]	80	Mate  Palfy	Conclusions_stat-_1	
[743]	81	Jessica  Polka	Context_effect+_1  	
[744]	81	jonathon coates	Context_effect+_1+  	
[745]	81	Dey,  Gautam	context_effect+_1  	
[746]	81	Jessica  Polka	Context_nounchange_1  	
[747]	81	Jessica  Polka	Context_stat+_1  	
[748]	81	Mate  Palfy	Context_added_1  	
[749]	81	Jessica  Polka	Context_added_1  	
[750]	81	jonathon coates	Context_added_1+  	
[751]	81	Dey,  Gautam	context_added_1+  	
[752]	81	Jessica  Polka	Context_added_1  	
[753]	81	Jessica  Polka	Context_nounchange_1  	
[754]	81	jonathon coates	Results_nounchange_1	
[755]	81	Jessica  Polka	Context_added_1  	
[756]	81	Mate  Palfy	Context_added_1  	
[757]	81	Jessica  Polka	Context_added_1  	
[758]	81	Dey,  Gautam	context_added_1+  	
[759]	81	jonathon coates	Context_added_1+  	
[760]	81	Jessica  Polka	Context_added_1  	
[761]	81	Dey,  Gautam	context_added_1+  	
[762]	81	Jessica  Polka	Results_nounchange_1  	
[763]	81	Jessica  Polka	Results_nounchange_2  	fluctuated  ->  declined
[764]	81	Jessica  Polka	Results_removed_1	
[765]	81	jonathon coates	Results_removed_1	
[766]	81	jonathon coates	Results_stat+_1+  	
[767]	81	jonathon coates	Results_stat+_1+    	
[768]	81	Dey,  Gautam	results_added_2  	before  range  provided  with  no  directionality
[769]	81	jonathon coates	Results_added_1+    	
[770]	81	Mate  Palfy	Results_effect-_1    	
[771]	81	Jessica  Polka	Context_added_1  	
[772]	81	Mate  Palfy	results_nounchange_2  	
[773]	81	Dey,  Gautam	context_added_2  	
[774]	81	Dey,  Gautam	results_effect-_1  	3  cases  was  enough  before
[775]	81	Mate  Palfy	Results_effect-_1  	
[776]	81	Jessica  Polka	Results_nounchange_1  	
[777]	81	Jessica  Polka	Results_removed_1  	
[778]	81	Jessica  Polka	Results_added_1  	
[779]	81	Jessica  Polka	Results_removed_1  	increase  before  travel  restriction
[780]	81	Jessica  Polka	Conclusion_added_1+     	
[781]	81	Mate  Palfy	Conclusions_nounchange_2  	from  concluding  cases  increased  until  travel  restrictions  to  concluding  that  they  decreased  after  travel  restrictions
[782]	81	jonathon coates		just  re-wording  of  the  conclusion,  no  change  in  substance
[783]	81	Jessica  Polka	Conclusion_nounchange_1  	
[784]	81	Mate  Palfy	Conclusions_added_1  	
[785]	81	Mate  Palfy	Conclusions_nounchange_1  	
[786]	82	Dey,  Gautam		no  significant  changes
[787]	82	Jessica  Polka	Context_removed_1  	tool  availability
[788]	82	Jessica  Polka	Conclusions_added_1+  	though  this  is  likely  implied  already
[789]	83	Jessica  Polka	Result_stat+_1+  	
[790]	83	Jessica  Polka	Result_added_1+  	
[791]	83	Mate  Palfy	Results_added_1  	
[792]	83	jonathon coates	Results_added_1+  	
[793]	83	Jessica  Polka	Results_stat+_1+  	
[794]	83	Jessica  Polka	Result_added_1+  	
[795]	83	Mate  Palfy	Results_effect+_1  	
[796]	83	Dey,  Gautam	results_effect+_1  	reconciled
[797]	83	Jessica  Polka	Result_effect+_1+  	
[798]	83	Jessica  Polka	Results_stat+_1+  	
[799]	83	Jessica  Polka	Result_added_1+  	how  many  hypervariable  regions
[800]	83	Jessica  Polka	Result_added_1+  	
[801]	83	Dey,  Gautam	results_added_1  	
[802]	83	Mate  Palfy	Results_added_1  	
[803]	83	Jessica  Polka	Conclusions_stat-_1-	to  be  considered  sounds  less  certain  than  previous  text
[804]	83	Dey,  Gautam	conclusion_added_1	
[805]	83	Jessica  Polka	context_added_1+	
[806]	84	Dey,  Gautam	context_added_1+  	
[807]	84	Jessica  Polka	Results_statinfo_1  	
[808]	84	Jessica  Polka	Results_nounchange_1  	
[809]	85	Jessica  Polka		no  change
[810]	86	Jessica  Polka	Context_stat+_1  	implying  that  there  is  a  need  for  this  work
[811]	86	Jessica  Polka	Context_nounchange_1  	the  hospitals  are  in  a  smaller  number  of  provinces
[812]	86	jonathon coates	Context_effect-_1   	
[813]	86	Mate  Palfy	Context_effect-_1    	
[814]	86	Dey,  Gautam	context_removed_1  	
[815]	86	Jessica  Polka	Context_added_1  	
[816]	86	Jessica  Polka	Context_added_1  	
[817]	86	Jessica  Polka	Context_added_1  	
[818]	86	jonathon coates	Context_added_1+  	
[819]	86	jonathon coates	Results_added_1+  	
[820]	86	Mate  Palfy	Results_added_1  	
[821]	86	Jessica  Polka	Result_added_1+  	Other  than  ventilation,  rearrangement  from  deleted  text  below
[822]	86	Dey,  Gautam	context_added_1+  	
[823]	86	Jessica  Polka	Result_effect-_1-	since  authors  claim  this  is  a  low  number,  I’m  scoring  the  increase  as  a  decrease  in  the  reported  effect
[824]	86	Mate  Palfy	Results_effect-_1    	
[825]	86	Jessica  Polka	Context_added_1  	
[826]	86	Jessica  Polka	Result_effect+_1  	from  71.8  to  72.3
[827]	86	Mate  Palfy	Results_effect+_1  	
[828]	86	Mate  Palfy	Results_added_1  	
[829]	86	Jessica  Polka	Result_added_1+  	
[830]	86	Jessica  Polka	Result_effect+_1+  	
[831]	86	Mate  Palfy	Results_effect+_1  	
[832]	86	Dey,  Gautam	results_added_1+     	
[833]	86	jonathon coates		numbers  have  been  rounded  but  content  is  the  same
[834]	86	Mate  Palfy	Results_effect+_1  	
[835]	86	Jessica  Polka	Result_effect+_1+  	
[836]	86	Mate  Palfy	Results_added_1  	
[837]	86	jonathon coates	Results_effect+_1+  	
[838]	86	Jessica  Polka	Result_added_1+  	
[839]	86	Jessica  Polka	Result_effect+_1  	I’m  not  sure  this  changes  the  main  message  of  the  paper  in  one  way  or  another
[840]	86	Mate  Palfy	Results_effect+_1    	
[841]	86	jonathon coates	Results_effect-_1	
[842]	86	Dey,  Gautam	results_statinfo_1+  	
[843]	86	Mate  Palfy	Results_stat+_1  	
[844]	86	Jessica  Polka	Result_statinfo_1+  	
[845]	86	Mate  Palfy	Results_nounchange_1  	
[846]	86	jonathon coates	Results_stat-_1	
[847]	86	Mate  Palfy	Results_effect+_1  	
[848]	86	Jessica  Polka	Result_effect+_1+  	
[849]	86	jonathon coates	Results_added_1+  	
[850]	86	Mate  Palfy	Results_added_1  	
[851]	86	Jessica  Polka	Results_added_1+  	this  is  a  more  precise  statement  of  text  removed  below
[852]	86	Mate  Palfy	Results_effect+_1  	
[853]	86	jonathon coates	Results_effect+_1+  	
[854]	86	Jessica  Polka	Result_effect+_1+  	
[855]	86	Mate  Palfy	Conclusions_added_1  	
[856]	86	Jessica  Polka	Conclusions_added_2    	
[857]	86	Mate  Palfy	Conclusions_added_1  	
[858]	86	Jessica  Polka	Conclusions_added_1+  	
[859]	86	jonathon coates	Conclusion_added_2  	
[860]	86	Mate  Palfy	Results_removed_2    	
[861]	86	Mate  Palfy	Conclusions_removed_2    	
[862]	86	Jessica  Polka	Conclusions_removed_2  	revised  abstract  does  not  talk  about  predicting  outcomes
[863]	86	jonathon coates	Conclusion_removed_2  	reconciled
[864]	86	Jessica  Polka	Context_added_1  	funding  disclosure
[865]	87	Dey,  Gautam		no  significant  changes
[866]	87	Jessica  Polka	Context_added_1  	
[867]	88	Jessica  Polka		Not  sure  whether  to  mark  these  results_removed  as  1-,  as  the  paper  has  been  updated  for  timeliness.
[868]	88	Jessica  Polka	Context_added_1  	
[869]	88	Jessica  Polka	Context_added_1  	
[870]	88	Mate  Palfy	Contex_added  	
[871]	88	Mate  Palfy	Context_added_2  	
[872]	88	Dey,  Gautam	Context_added_1  	
[873]	88	Mate  Palfy	Context_added_2  	
[874]	88	Jessica  Polka	Context_added_1  	
[875]	88	Jessica  Polka	Results_removed_1  	
[876]	88	jonathon coates	Results_removed_1	
[877]	88	Jessica  Polka	Results_removed_1  	
[878]	88	Jessica  Polka	Results_removed_1  	
[879]	88	Jessica  Polka	Results_removed_1  	
[880]	88	Jessica  Polka	Conclusions_removed_1  	
[881]	88	Jessica  Polka	Context_added_1+    	
[882]	88	Jessica  Polka	Context_added_1+  	methods
[883]	88	Mate  Palfy	Results/Context_added  _2  	change  from  scenario  where  outbreak  occurred  in  specific  areas  to  scenario  where  mask  wearing  policies  enforced  in  specific  areas
[884]	88	Jessica  Polka	Results_added_1+    	
[885]	88	Mate  Palfy	Results_effectreverse_3  	preprint  abstract  makes  no  mention  of  end  of  mask  shortage
[886]	88	Mate  Palfy	Results  added  	previously  looked  at  location  of  the  outbreak
[887]	88	Jessica  Polka	Results_added_1+    	
[888]	88	Dey,  Gautam	results_added_2    	
[889]	88	Mate  Palfy	Results_added_2    	
[890]	88	Jessica  Polka	Results_added_1+    	
[891]	88	jonathon coates	Results_effect-_1   	
[892]	88	Mate  Palfy	Context_added_2    	
[893]	88	Jessica  Polka	Results_added_1+    	
[894]	88	Dey,  Gautam	results_added_2  	reconciled
[895]	88	Mate  Palfy	Conclusions_added_2     	
[896]	88	Mate  Palfy	Conclusions_added_2    	
[897]	88	Jessica  Polka	Conclusion_added_2  	argues  against  universal  masking  policy
[898]	88	Mate  Palfy	Conclusions_added_2    	
[899]	88	Jessica  Polka	Conclusions_added_1+    	
[900]	88	Mate  Palfy	Conclusions_added_2    	
[901]	88	Jessica  Polka	Conclusions_added_1+    	
[902]	88	jonathon coates	Conclusion_added_2  	not  sure  if  this  should  be  scored  2  or  1  as  I  feel  the  authors  are  kind  of  saying  the  same  thing  but  less  directly
[903]	88	Mate  Palfy	Conclusions_added_2    	
[904]	88	Jessica  Polka	Conclusion_added_1+    	
[905]	88	Dey,  Gautam	conclusions_added_2    	
[906]	89	Jessica  Polka	Context_removed_1	
[907]	89	Jessica  Polka		reorganization
[908]	89	Jessica  Polka	Context_added_1+  	
[909]	89	Jessica  Polka		see  reorganization  above
[910]	89	Dey,  Gautam	context_added_1+  	
[911]	89	Jessica  Polka		rearranged  from  below
[912]	89	Dey,  Gautam	context_added_1+  	
[913]	89	Mate  Palfy	Context_added  	
[914]	89	Mate  Palfy	Context_nounchange_1+  	
[915]	89	Jessica  Polka	Context_nounchange_1     	
[916]	89	jonathon coates	Context_effect+_1+  	
[917]	89	Mate  Palfy	Context_nounchange_1+  	
[918]	89	jonathon coates	Context_effect+_1+  	
[919]	89	jonathon coates	Context_nounchange_1  	
[920]	89	Mate  Palfy	Context_added  	
[921]	89	Dey,  Gautam	results_effect+_1  	
[922]	89	Mate  Palfy	Context_removed  	
[923]	89	Mate  Palfy	Results_added_1+  	
[924]	89	Mate  Palfy	Results_added_1+  	
[925]	89	Dey,  Gautam	results_effect+_1  	
[926]	89	Mate  Palfy	Results_effect+_1	
[927]	89	Jessica  Polka	Results_effect+_1+  	
[928]	89	Mate  Palfy	Results_effect+_1	
[929]	89	Jessica  Polka	Resutls_effect-_1+  	
[930]	89	Jessica  Polka	Results_stat-_1	
[931]	89	Mate  Palfy	Results_effect+_1+  	
[932]	89	Jessica  Polka	Results_effect+_1	
[933]	89	Mate  Palfy	Results_effect-_1	
[934]	89	Jessica  Polka	Results_effect-_1	
[935]	89	Dey,  Gautam	results_effect+_1  	
[936]	89	jonathon coates	Results_effect-_1	
[937]	89	Jessica  Polka	Results_effect-_1	
[938]	89	Mate  Palfy	Results_nounchange_1	
[939]	89	Mate  Palfy	Conclusion_added_1  	
[940]	89	Jessica  Polka	Conclusions_added_2  	
[941]	89	Mate  Palfy	Conclusion_added_2  	reconciled,  new  last  sentence  added
[942]	89	jonathon coates	Conclusion_added_2  	
[943]	89	Dey,  Gautam	conclusions_added_1  	
[944]	89	Jessica  Polka	Conclusions_added_2  	
[945]	90	Dey,  Gautam		no  significant  changes
[946R945]	90	Jessica  Polka		
[947]	90	Jessica  Polka	Context_stat-_1     	
[948]	90	Jessica  Polka	Results_stat-_1	
[949]	90	Mate  Palfy	Results_stat-_1	
[950]	91	jonathon coates	Context_effect+_1+    	
[951]	91	Mate  Palfy		context  updated
[952]	91	Jessica  Polka	Context_effect+_1  	
[953]	91	Jessica  Polka	Context_effect+_1  	
[954]	91	jonathon coates	Context_effect+_1+  	
[955]	91	Mate  Palfy		context  updated
[956]	91	Dey,  Gautam	context_effect+_1  	
[957]	91	Mate  Palfy	Context_removed_1  	
[958]	91	Mate  Palfy	Context_added_1+  	
[959]	91	Mate  Palfy	Context_added_1  	
[960]	91	Dey,  Gautam	results_removed_1  	
[961]	91	jonathon coates	Results_effect-_1	
[962]	91	jonathon coates	Results_effect+_1+  	
[963]	91	Mate  Palfy	Results_added_1+  	
[964]	91	Jessica  Polka	Results_effect+_1  	
[965]	91	Dey,  Gautam	results_effect-_1  	
[966]	91	jonathon coates	Results_removed_1	
[967]	92	Jessica  Polka	Context_added_1  	
[968]	92	Jessica  Polka	Context_stat-_1  	
[969]	92	Mate  Palfy	Context_stat-_1	
[970]	92	Dey,  Gautam	context_nounchange_1  	
[971]	92	Mate  Palfy	Results_stat-_1	
