doi,abstract
10.1101/019109,"The uses of the Genome Reference Consortiums human reference sequence can be roughly categorized into three related but distinct categories: as a representative species genome, as a coordinate system for identifying variants, and as an alignment reference for variation detection algorithms. However, the use of this reference sequence as simultaneously a representative species genome and as an alignment reference leads to unnecessary artifacts for structural variation detection algorithms and limits their accuracy. We show how decoupling these two references and developing a separate alignment reference can significantly improve the accuracy of structural variation detection, lead to improved genotyping of disease related genes, and decrease the cost of studying polymorphism in a population."
10.1101/019141,"Single cell RNA-seq data allows insight into normal cellular function and diseases including cancer through the molecular characterisation of cellular state at the single-cell level. Dimensionality reduction of such high-dimensional datasets is essential for visualization and analysis, but single-cell RNA-seq data is challenging for classical dimensionality reduction methods because of the prevalence of dropout events leading to zero-inflated data. Here we develop a dimensionality reduction method, (Z)ero (I)nflated (F)actor (A)nalysis (ZIFA), which explicitly models the dropout characteristics, and show that it improves modelling accuracy on simulated and biological datasets."
10.1101/019125,"The evolution of sex in eukaryotes represents a paradox, given the \""two-fold\"" fitness cost it incurs. We hypothesize that the mutational dynamics of the mitochondrial genome would have favoured the evolution of sexual reproduction. Mitochondrial DNA (mtDNA) exhibits a high mutation rate across most eukaryote taxa, and several lines of evidence suggest this high rate is an ancestral character. This seems inexplicable given mtDNA-encoded genes underlie the expression of lifes most salient functions, including energy conversion. We propose that negative metabolic effects linked to mitochondrial mutation accumulation would have invoked selection for sexual recombination between divergent host nuclear genomes in early eukaryote lineages. This would provide a mechanism by which recombinant host genotypes could be rapidly shuffled and screened for the presence of compensatory modifiers that offset mtDNA-induced harm. Under this hypothesis, recombination provides the genetic variation necessary for compensatory nuclear coadaptation to keep pace with mitochondrial mutation accumulation."
10.1101/019083,"AbstractSeedling establishment and seed nutritional quality require the sequestration of sufficient element nutrients. Identification of genes and alleles that modify element content in the grains of cereals, including Sorghum bicolor, is fundamental to developing breeding and selection methods aimed at increasing bioavailable element content and improving crop growth. We have developed a high throughput workflow for the simultaneous measurement of multiple elements in sorghum seeds. We measured seed element levels in the genotyped Sorghum Association Panel (SAP), representing all major cultivated sorghum races from diverse geographic and climatic regions, and mapped alleles contributing to seed element variation across three environments by genome-wide association. We observed significant phenotypic and genetic correlation between several elements across multiple years and diverse environments. The power of combining high-precision measurements with genome wide association was demonstrated by implementing rank transformation and a multilocus mixed model (MLMM) to map alleles controlling 20 element traits, identifying 255 loci affecting the sorghum seed ionome. Sequence similarity to genes characterized in previous studies identified likely causative genes for the accumulation of zinc (Zn) manganese (Mn), nickel (Ni), calcium (Ca) and cadmium (Cd) in sorghum seed. In addition to strong candidates for these four elements, we provide a list of candidate loci for several other elements. Our approach enabled identification of SNPs in strong LD with causative polymorphisms that can be evaluated in targeted selection strategies for plant breeding and improvement.\n\nOne sentence summaryHigh-throughput measurements of element accumulation and genome-wide association analysis across multiple environments identified novel alleles controlling seed element accumulation in Sorghum bicolor.\n\nThis project was partially funded by the iHUB Visiting Scientist Program (http://www.ionomicshub.org), Chromatin, Inc., NSF EAGER (1450341) to I.B. and BPD, NSF IOS 1126950 to IB, NSF IOS-0919739 to EC, and BMGF (OPP 1052924) to B.P.D."
10.1101/019117,"The Tara Oceans expedition (2009-2013) sampled contrasting ecosystems of the world oceans, collecting environmental data and plankton, from viruses to metazoans, for later analysis using modern sequencing and state-of-the-art imaging technologies. It surveyed 210 ecosystems in 20 biogeographic provinces, collecting over 35000 samples of seawater and plankton. The interpretation of such an extensive collection of samples in their ecological context requires means to explore, assess and access raw and validated data sets. To address this challenge, the Tara Oceans Consortium offers open science resources, including the use of open access archives for nucleotides (ENA) and for environmental, biogeochemical, taxonomic and morphological data (PANGAEA), and the development of on line discovery tools and collaborative annotation tools for sequences and images. Here, we present an overview of Tara Oceans Data, and we provide detailed registries (data sets) of all campaigns (from port-to-port), stations and sampling events."
10.1101/019158,"Many diploid organisms undergo facultative sexual reproduction. However, little is currently known concerning the distribution of neutral genetic variation amongst facultative sexuals except in very simple cases. Under-standing this distribution is important when making inferences about rates of sexual reproduction, effective population size and demographic history. Here, we extend coalescent theory in diploids with facultative sex to consider gene conversion, selfing, population subdivision, and temporal and spatial heterogeneity in rates of sex. In addition to analytical results for two-sample coalescent times, we outline a coalescent algorithm that accommodates the complexities arising from partial sex; this algorithm can be used to generate multi-sample coalescent distributions. A key result is that when sex is rare, gene conversion becomes a significant force in reducing diversity within individuals, which can remove genomic signatures of infrequent sex (the  Meselson Effect) or entirely reverse the predictions. Our models offer improved methods for assessing the null model (I.e. neutrality) of patterns of molecular variation in facultative sexuals."
10.1101/019166,"Gene duplication is a fundamental process in genome evolution. However, most young duplicates are degraded into pseudogenes by loss-of-function mutations, and the factors that allow some duplicate pairs to survive long-term remain controversial. One class of models to explain duplicate retention invokes sub- or neofunctionalization, especially through evolution of gene expression, while other models focus on sharing of gene dosage. While studies of whole genome duplications tend to support dosage sharing, the primary mechanisms in mammals-where duplications are small-scale and thus disrupt dosage balance- are unclear. Using RNA-seq data from 46 human and 26 mouse tissues we find that sub-functionalization of expression evolves slowly, and is rare among duplicates that arose within the placental mammals. A major impediment to subfunctionalization is that tandem duplicates tend to be co-regulated by shared genomic elements, in contrast to the standard assumption of modularity of gene expression. Instead, consistent with the dosage-sharing hypothesis, most young duplicates are down-regulated to match expression of outgroup singleton genes. Our data suggest that dosage sharing of expression is a key factor in the initial survival of mammalian duplicates, followed by slower functional adaptation enabling long-term preservation."
10.1101/019216,"Sophisticated inferential tools coupled with the coalescent model have recently emerged for estimating past population sizes from genomic data. Accurate methods are available for data from a single locus or from independent loci. Recent methods that model recombination require small sample sizes, make constraining assumptions about population size changes, and do not report measures of uncertainty for estimates. Here, we develop a Gaussian process-based Bayesian nonparametric method coupled with a sequentially Markov coalescent model which allows accurate inference of population sizes over time from a set of genealogies. In contrast to current methods, our approach considers a broad class of recombination events, including those that do not change local genealogies. We show that our method outperforms recent likelihood-based methods that rely on discretization of the parameter space. We illustrate the application of our method to multiple demographic histories, including population bottlenecks and exponential growth. In simulation, our Bayesian approach produces point estimates four times more accurate than maximum likelihood estimation (based on the sum of absolute differences between the truth and the estimated values). Further, our methods credible intervals for population size as a function of time cover 90 percent of true values across multiple demographic scenarios, enabling formal hypothesis testing about population size differences over time. Using genealogies estimated with ARGweaver, we apply our method to European and Yoruban samples from the 1000 Genomes Project and confirm key known aspects of population size history over the past 150,000 years."
10.1101/019208,"Autism spectrum disorders (ASD) are a group of developmental disabilities that affect social interaction, communication and are characterized by repetitive behaviors. There is now a large body of evidence that suggests a complex role of genetics in ASD, in which many different loci are involved. Although many current population scale genomic studies have been demonstrably fruitful, these studies generally focus on analyzing a limited part of the genome or use a limited set of bioinformatics tools. These limitations preclude the analysis of genome-wide perturbations that may contribute to the development and severity of ASD-related phenotypes. To overcome these limitations, we have developed and utilized an integrative clinical and bioinformatics pipeline for generating a more complete and reliable set of genomic variants for downstream analyses. Our study focuses on the analysis of three simplex autism families consisting of one affected child, unaffected parents, and one unaffected sibling. All members were clinically evaluated and widely phenotyped. Genotyping arrays and whole genome sequencing were performed on each member, and the resulting sequencing data were analyzed using a variety of available bioinformatics tools. We searched for rare variants of putative functional impact that were found to be segregating according to de-novo, autosomal recessive, x-linked, mitochondrial and compound heterozygote transmission models. The resulting candidate variants included three small heterozygous CNVs, a rare heterozygous de novo nonsense mutation in MYBBP1A located within exon 1, and a novel de novo missense variant in LAMB3. Our work demonstrates how more comprehensive analyses that include rich clinical data and whole genome sequencing data can generate reliable results for use in downstream investigations. We are moving to implement our framework for the analysis and study of larger cohorts of families, where statistical rigor can accompany genetic findings."
10.1101/019182,"This report includes the discovery and analysis of a pedigree with Prader-Willi Syndrome (PWS), hereditary hemochromatosis (HH), and dysautonomia-like symptoms. Nine members of the family participated in whole genome sequencing (WGS), which enabled a wide scope of variant calling from single-nucleotide polymorphisms to copy number variations. First, a 5.5 Mb de novo deletion is identified in the chromosome region 15q11.2 to 15q13.1 in the boy with PWS. Second, a female invididual with HH is homozygous for the p.C282Y variant in HFE, a mutation known to be associated with HH. Her brother is homozygous for the same variant, although he has yet to be clinically diagnosed with HH. Third, none of the people with dysautonomia-like symptoms carry any reported or novel rare variants in IKBKAP that are implicated in familial dysautonomia (FD - HSAN III). Although two people with dysautonomia-like symptoms carry two heterozygous variants in NTRK1, a gene that has been shown to contribute to HSAN IV (congenital insensitivity to pain with anhidrosis, a disease that closely resembles FD), this variant is not present in the third proband. Fourth, WGS revealed pharmacogenetic variants influencing the metabolism of warfarin and simvastatin, which are being routinely prescribed to the proband. Finally, reports of the phenotypes were standardized with the Human Phenotype Ontology annotation, which may facilitate the search for other families with similar phenotypes. Due to the extreme heterogeneity and insufficient knowledge of human diseases, it is of crucial importance that both phenotypic data and genomic data are standardized and shared."
10.1101/019174,"This review is devoted to a consideration of the way in which the NADPH oxidase of neutrophils, NOX2, functions to enable the efficient killing of bacteria and fungi. It includes a critical examination of the current dogma that its primary purpose is the generation of hydrogen peroxide as substrate for myeloperoxide catalysed generation of hypochlorite. Instead it is demonstrated that NADPH oxidase functions to optimise the ionic and pH conditions within the vacuole for the solubilisation and optimal activity of the proteins released into this compartment from the cytoplasmic granules, which kill and digest the microbes. The general role of other NOX systems as electrochemical generators to alter the pH and ionic composition in compartments on either side of a membrane in plants and animals will also be examined."
10.1101/019232,"The gut microbiome provides access to otherwise unavailable metabolic and immune functions, likely affecting mammalian fitness and evolution. To investigate how this microbial ecosystem impacts evolutionary adaptation of humans to particular habitats, we explore the gut microbiome and metabolome of the BaAka rainforest hunter-gatherers from Central Africa. The data demonstrate that the BaAka harbor a colonic ecosystem dominated by Prevotellaceae and other taxa likely related to an increased capacity to metabolize plant structural polysaccharides, phenolics, and lipids. A comparative analysis shows that the BaAka gut microbiome shares similar patterns with that of the Hadza, another hunter-gatherer population from Tanzania. Nevertheless, the BaAka harbor significantly higher bacterial diversity and pathogen load compared to the Hadza, as well as other Western populations. We show that the traits unique to the BaAka microbiome and metabolome likely reflect adaptations to hunter-gatherer lifestyles and particular subsistence patterns. We hypothesize that the observed increase in microbial diversity and potential pathogenicity in the BaAka microbiome has been facilitated by evolutionary adaptations in immunity genes, resulting in a more tolerant immune system.\n\nSignificanceHuman ecological adaptation requires changes at the genomic level. However, the gut microbiome, the collection of microbes inhabiting the gastrointestinal tract and their functions, also responds significantly to ecological challenge. To determine how the gut microbiome responds to evolutionary adaptations in the host, we profiled gut bacterial communities of the BaAka, rainforest hunter-gatherers from Central Africa. The gut microbiome of the BaAka shows adaptations to metabolize foods rich in fiber, tannins and fats. Similarly, higher bacterial diversity and abundance of pathogenic bacteria, compared to other hunter-gatherers and western populations, suggest that the BaAka immune system evolved to coexist with increased pathogen threats. Accordingly, these results show how the gut microbiome contributes to human ecological plasticity, impacting host adaptation and evolution."
10.1101/019224,"Under modern interrogation, famously well-studied neural circuits such as that for orientation tuning in V1 are steadily giving up their secrets, but quite basic questions about connectivity and dynamics, including whether most computation is done by lateral processing or by selective feedforward summation, remain unresolved. We show here that grid cells offer a particularly rich opportunity for dissecting the mechanistic underpinnings of a cortical circuit, through a strategy based on global circuit perturbation combined with sparse neural recordings. The strategy is based on the theoretical insight that small perturbations of circuit activity will result in characteristic quantal shifts in the spatial tuning relationships between grid cells, which should be observable from multisingle unit recordings of a small subsample of the population. The predicted shifts differ qualitatively across candidate recurrent network mechanisms, and also distinguish between recurrent versus feedforward mechanisms. More generally, the proposed strategy demonstrates how sparse neural recordings coupled with global perturbation in the grid cell system can reveal much more about circuit mechanism as it relates to function than can full knowledge of network activity or of the synaptic connectivity matrix."
10.1101/019190,"Memory and learning are thought to result from changes in synaptic strength. Previous studies on synaptic physiology in brain slices have traditionally been focused on biochemical processes. Here, we demonstrate with experiments on mouse brain slices that central nervous system plasticity is also sensitive to mechanical stretch. This is important, given the host of clinical conditions involving changes in mechanical tension on the brain, and the normal role that mechanical tension plays in brain development. A novel platform is developed to investigate neural responses to mechanical stretching. Flavoprotein autofluoresence (FA) imaging was employed for measuring neural activity. We observed that synaptic excitability substantially increases after a small (2.5%) stretch was held for 10 minutes and released. The increase is accumulative, i.e. multiple stretch cycles further increase the excitability. We also developed analytical tools to quantify the spatial spread and response strength. Results show that the spatial spread is less stable in slices undergoing the stretch-unstretch cycle. FA amplitude and activation rate decrease as excitability increases in stretch cases but not in electrically enhanced cases. These results collectively demonstrate that a small stretch in physiological range can modulate neural activities significantly, suggesting that mechanical events can be employed as a novel tool for the modulation of neural plasticity."
10.1101/019257,"Gene regulation in biological systems is impacted by the cellular and genetic context-dependent effects of the biological parts which comprise the circuit. Here, we have sought to elucidate the limitations of engineering biology from an architectural point of view, with the aim of compiling a set of engineering solutions for overcoming failure modes during the development of complex, synthetic genetic circuits. Using a synthetic biology approach that is supported by computational modelling and rigorous characterisation, AND, OR and NOT biological logic gates were layered in both parallel and serial arrangements to generate a repertoire of Boolean operations that include NIMPLY, XOR, half adder and half subtractor logics in single cell. Subsequent evaluation of these near-digital biological systems revealed critical design pitfalls that triggered genetic context dependent effects, including 5 UTR interference and uncontrolled switch-on behaviour of {sigma}54 promoter. Importantly, this work provides a representative case study to the debugging of genetic context dependent effects through principles elucidated herein, thereby providing a rational design framework to program single prokaryotic cell with diversified digital operations."
10.1101/019265,"BackgroundHigh throughput sequencing (HTS) has become one of the primary experimental tools used to extract genomic information from biological samples. Bioinformatics tools are continuously being developed for the analysis of HTS data. Beyond some well-defined core analyses, such as quality control or genomic alignment, the consistent development of custom tools and the representation of sequencing data in organized computational structures and entities remains a challenging effort for bioinformaticians.\n\nResultsIn this work, we present GenOO [jee-noo], an open-source; object-oriented (OO) Perl framework specifically developed for the design and implementation of HTS analysis tools. GenOO models biological entities such as genes and transcripts as Perl objects, and includes relevant modules, attributes and methods that allow for the manipulation of high throughput sequencing data. GenOO integrates these elements in a simple and transparent way which allows for the creation of complex analysis pipelines minimizing the overhead for the researcher. GenOO has been designed with flexibility in mind, and has an easily extendable modular structure with minimal requirements for external tools and libraries. As an example of the frameworks capabilities and usability, we present a short and simple walkthrough of a custom use case in HTS analysis.\n\nConclusionsGenOO is a tool of high software quality which can be efficiently used for advanced HTS analyses. It has been used to develop several custom analysis tools, leading to a number of published works. Using GenOO as a core development module can greatly benefit users, by reducing the overhead and complexity of managing HTS data and biological entities at hand."
10.1101/019315,"SummaryA typical prokaryote population sequencing study can now consist of hundreds or thousands of isolates. Interrogating these datasets can provide detailed insights into the genetic structure of of prokaryotic genomes. We introduce Roary, a tool that rapidly builds large-scale pan genomes, identifying the core and dispensable accessory genes. Roary makes construction of the pan genome of thousands of prokaryote samples possible on a standard desktop without compromising on the accuracy of results. Using a single CPU Roary can produce a pan genome consisting of 1000 isolates in 4.5 hours using 13 GB of RAM, with further speedups possible using multiple processors.\n\nAvailability and implementationRoary is implemented in Perl and is freely available under an open source GPLv3 license from http://sanger-pathogens.github.io/Roary\n\nContactroary@sanger.ac.uk\n\nSupplementary informationSupplementary data are available at Bioinformatics online."
10.1101/019307,"We propose that NADH will exert a specific kill action against some cancers. NADH is a natural metabolite. We envisage a low side effect profile and that NADH therapy will, additionally, combat the wastage and weakness of cancer patients, which can be the cause of death in some cases. Significantly, NADH can be administered orally and has already cleared clinical trials, all be it for other pathologies.\n\nBackgroundAerobic respiration consists of glycolysis in the cytoplasm and in the mitochondria: the Krebs cycle and oxidative phosphorylation (OXPHOS) [1, 2]. It requires O2 and net yields 30 ATPs from one glucose molecule. Anaerobic respiration, consisting of glycolysis only, does not require O2 but produces merely 2 ATPs from one glucose molecule. When O2 is available, normal animal cells tend to favour aerobic respiration because of its higher ATP yield."
10.1101/019240,"The study of microbial evolution is hindered by the fact that microbial populations leave few fossils. We hypothesized that bacterial cells preserved in ancient ice could be used as a molecular fossil record if their DNA could be extracted and sequenced. Channels formed along triple junctions of ice crystals contain liquid \""veins\"" in which microbial cells may be preserved intact. Since vertical motion through the ice matrix is impossible, microbes found in ice cores are representative of microbes present at the time the ice was formed. We detected chlorophyll fluorescence in intact ice cores taken from Greenland and Antarctica. Flow cytometric analysis localized at least some of this fluorescence to particles < 1 m in diameter. Metagenomic analysis of meltwater indeed revealed sequences similar to modern strains of the picocyanobacterial genera Synechococcus and Prochlorococcus, and some of these sequences were distinct from any sequences known from modern oceans or glacial environments. Our study is a first proof-of-concept of the use of ice cores as records of microbial evolution, and we suggest that future genetic studies with higher vertical resolution in the cores might shed light on the pace and character of evolution of these ecologically important cells."
10.1101/019323,"Most biological traits are regulated by both genetic and environmental factors. Individual loci contributing to the phenotypic diversity in a population are generally identified by their contributions to the trait mean. Genome-wide association (GWA) analyses can also detect loci based on variance differences between genotypes and several hypotheses have been proposed regarding the possible genetic mechanisms leading to such signals. Little is, however, known about what causes them and whether this genetic variance-heterogeneity reflects mechanisms of importance in natural populations. Previously, we identified a variance-heterogeneity GWA (vGWA) signal for leaf molybdenum concentrations in Arabidopsis thaliana. Here, fine-mapping of this association to a [~]78 kb Linkage Disequilibrium (LD)-block reveals that it emerges from the independent effects of three genetic polymorphisms on the high-variance associated version of this LD-block. By revealing the genetic architecture underlying this vGWA signal, we uncovered the molecular source of a significant amount of hidden additive genetic variation (\""missing heritability\""). Two of the three polymorphisms on the high-variance LD-block are promoter variants for Molybdate transporter 1 (MOT1), and the third a variant located [~]25 kb downstream of this gene. A fourth independent association was also detected [~]600 kb upstream of the LD-block. Testing of T-DNA knockout alleles for genes in the associated regions suggest AT2G25660 (unknown function) and AT2G26975 (Copper Transporter 6; COPT6) as the strongest candidates for the associations outside MOT1. Our results show that multi-allelic genetic architectures within a single LD-block can lead to a variance-heterogeneity between genotypes in natural populations. Further they provide novel insights into the genetic regulation of ion homeostasis in A. thaliana, and empirically confirm that variance-heterogeneity based GWA methods are a valuable tool to detect novel associations of biological importance in natural populations."
10.1101/019299,"Genome scans, including both genome-wide association studies and deep sequencing, continue to discover a growing number of significant association signals for various traits. However, often variants meeting genome-wide significance criteria explain far less of the overall trait variance than \""sub-threshold\"" association signals. To extract these sub-threshold signals, there is a need for methods which accurately estimate the mean of all (normally-distributed) test-statistics from a genome scan (i.e., Z-scores). This is currently achieved by the difficult procedures of adjusting all Z-score [Formula] statistics for \""winners curse\"" (multiple testing). Given that multiple testing adjustments are much simpler for p-values, we propose a method for estimating Z-scores means by i) first adjusting their p-values for multiple testing and then ii) transforming the adjusted p-values to upper tail Z-scores with the sign of the original statistics. Because a False Discovery Rate (FDR) procedure is used for multiple testing adjustment, we denote this method FDR Inverse Quantile Transformation (FIQT). When compared to competitors, e.g. Empirical Bayes (including proposed improvements), FIQT is more i) accurate and ii) computationally efficient by orders of magnitude. Its accuracy advantage is substantial at larger sample sizes and/or moderate numbers of association signals. Practical application of FIQT to Z-scores from the first Psychiatric Genetic Consortium (PGC) schizophrenia predicts a non-trivial fraction of the significant signal regions from the subsequent published PGC schizophrenia studies. Finally, we suggest that FIQT might be i) used to improve subject level risk prediction and ii) further improved by modelling the noncentrality of [Formula] statistics."
10.1101/019281,"Oxford Nanopore Technologies nanopore sequencing device, the MinION, holds the promise of sequencing ultra-long DNA fragments >100kb. An obstacle to realizing this promise is delivering ultra-long DNA molecules to the nanopores. We present our progress in developing cost-effective ways to overcome this obstacle and our resulting MinION data, including multiple reads >100kb."
10.1101/019273,"1. Introduction 1. Introduction 2. Theoretical approaches for... 3. Biologically realistic models... 4. Ligand recognition by... 5. Wrapping up References Cells within the body are constantly bombarded with a large repertoire of molecules that must be dealt with as potential stimuli. Most of the time, these molecular inputs are measured by receptors at the surface of the cells. State of these receptors are thus informative on the outside world, and experimental and theoretical biophysicists [50] have extensively used information theory to estimate how much information (in the Shannon sense [45]) can be encoded at this stage. This information can be used and processed by the cells, and again transmission of information between Inputs and Outputs have been well studied (see e ..."
10.1101/019356,"The recently introduced Oxford Nanopore MinION platform generates DNA sequence data in real-time. This opens immense potential to shorten the sample-to-results time and is likely to lead to enormous benefits in rapid diagnosis of bacterial infection and identification of drug resistance. However, there are very few tools available for streaming analysis of real-time sequencing data. Here, we present a framework for streaming analysis of MinION real-time sequence data, together with probabilistic streaming algorithms for species typing, multi-locus strain typing, gene presence strain-typing and antibiotic resistance profile identification. Using three culture isolate samples as well as a mixed-species sample, we demonstrate that bacterial species and strain information can be obtained within 30 minutes of sequencing and using about 500 reads, initial drug-resistance profiles within two hours, and complete resistance profiles within 10 hours. Multi-locus strain typing required more than 15x coverage to generate confident assignments, whereas gene-presence typing could detect the presence of a known strain with 0.5x coverage. We also show that our pipeline can process over 100 times more data than the current throughput of the MinION on a desktop computer."
10.1101/019349,"The reproducibility of experiments is key to the scientific process, and particularly necessary for accurate reporting of analyses in data-rich fields such as phylogenomics. We present ReproPhylo, a phylogenomic analysis environment developed to ensure experimental reproducibility, to facilitate the handling of large-scale data, and to assist methodological experimentation. Reproducibility, and instantaneous repeatability, is built in to the ReproPhylo system, and does not require user intervention or configuration because it stores the experimental workflow as a single, serialized Python object containing explicit provenance and environment information. This  single file approach ensures the persistence of provenance across iterations of the analysis, with changes automatically managed by the version control program Git. ReproPhylo produces an extensive human-readable report, and generates a comprehensive experimental archive file, both of which are suitable for submission with publications. The system facilitates thorough experimental exploration of both parameters and data. ReproPhylo is a platform independent CC0 python module, and is easily installed as a Docker image, with an Jupyter GUI, or as a slimmer version in a Galaxy distribution."
10.1101/019406,"Distant metastasis (DM) and local-regional recurrence (LR) after radiation and chemo therapy are major cause of treatment failure for patients with head and neck squamous cell carcinoma. However, detailed underlying mechanisms leading to DM and LR in patients are not fully understood yet. MiRNA have been proposed as biomarkers in a variety of biological and medical conditions such as cancer and stress response. The advantages of miRNA as a biomarker lies in its stability in tissues as well as body fluids, hence the potential for non-invasive diagnosis and prognosis. In this study, towards understanding the molecular mechanism causing DM and LR in HN cancer patients we performed miRNA expression profiling using tumor samples from 118 head and neck cancer patients treated by post-operative radiotherapy (PORT) at M.D. Anderson Cancer Center from 1992 to 1999. All patients were considered to be at high-risk for recurrence having histologically proven advanced squamous cell carcinoma. Amongst these samples, 41 found to have distant metastasis (DM), 53 responded without relapse (no evidence of disease (NED)) to PORT. Comparison of miRNA expression between DM and NED specimens using two-way ANOVA identified 28 miRNAs that were differentially expressed with statistical significance (FDR < 0.2 and fold change > 1.5). Amongst these 28 miRNAs seen in the DM and NED outcome groups, miRNAs 551a and 551b are significantly associated with the DM group. Interestingly these two miRNAs share same seed sequence. Moreover Kaplan-Meir survival analysis in our data set and two other data sets suggested that miR-551a and miR-551b expressions are associated with poor survival in patients. We further performed cell proliferation, migration and invasion assays using the HN5 and UMSCC-17B head and neck cancer cell lines by transfection of either mimic or an inhibitor of miR-551a and miR-551b. The results suggested that miR-551a and miR-551b mimics promote proliferation, migration and invasion whereas the inhibitor decreased. Further studies indicated that these miRNAs target GLIPR2 expression and miR-551a, miR-551b and GLIPR2 axis at least in part plays an important role in tumor progression. Hence we need to further explore miR-551a and miR-551b-3p role in HN cancer progression in detail in in-vivo models to use them as therapeutic targets in future."
10.1101/019430,"Helicobacter pylori is an important human pathogen associated with serious gastric diseases. Owing to its medical importance and close relationship with its human host, understanding genomic patterns of global and local adaptation in H. pylori may be of particular significance for both clinical and evolutionary studies. Here we present the first such whole-genome analysis of 60 globally distributed strains, from which we inferred worldwide population structure and demographic history and shed light on interesting global and local events of positive selection, with particular emphasis on the evolution of San-associated lineages. Our results indicate a more ancient origin for the association of humans and H. pylori than previously thought. We identify several important perspectives for future clinical research on candidate selected regions that include both previously characterized genes (e.g. transcription elongation factor NusA and tumor Necrosis Factor Alpha-Inducing Protein Tip) and hitherto unknown functional genes."
10.1101/019372,"Background: The human genome contains variants ranging in size from small single nucleotide polymorphisms (SNPs) to large structural variants (SVs). High-quality benchmark small variant calls for the pilot National Institute of Standards and Technology (NIST) Reference Material (NA12878) have been developed by the Genome in a Bottle Consortium, but no similar high-quality benchmark SV calls exist for this genome. Since SV callers output highly discordant results, we developed methods to combine multiple forms of evidence from multiple sequencing technologies to classify candidate SVs into likely true or false positives. Our method (svclassify) calculates annotations from one or more aligned bam files from many high-throughput sequencing technologies, and then builds a one-class model using these annotations to classify candidate SVs as likely true or false positives.\n\nResults: We first used pedigree analysis to develop a set of high-confidence breakpoint-resolved large deletions. We then used svclassify to cluster and classify these deletions as well as a set of high-confidence deletions from the 1000 Genomes Project and a set of breakpoint-resolved complex insertions from Spiral Genetics. We find that likely SVs cluster separately from likely non-SVs based on our annotations, and that the SVs cluster into different types of deletions. We then developed a supervised one-class classification method that uses a training set of random non-SV regions to determine whether candidate SVs have abnormal annotations different from most of the genome. To test this classification method, we use our pedigree-based breakpoint-resolved SVs, SVs validated by the 1000 Genomes Project, and assembly-based breakpoint-resolved insertions, along with semi-automated visualization using svviz.\n\nConclusions: We find that candidate SVs with high scores from multiple technologies have high concordance with PCR validation and an orthogonal consensus method MetaSV (99.7% concordant), and candidate SVs with low scores are questionable. We distribute a set of 2676 high-confidence deletions and 68 high-confidence insertions with high svclassify scores from these call sets for benchmarking SV callers. We expect these methods to be particularly useful for establishing high-confidence SV calls for benchmark samples that have been characterized by multiple technologies."
10.1101/019380,"We elaborate a framework for investigating the evolutionary history of morphological characters. We argue that morphological character trees generated by phylogenetic analysis of transcriptomes provide a useful tool for identifying causal gene expression differences underlying the development and evolution of morphological characters. They also enable rigorous testing of different models of morphological character evolution and origination, including the hypothesis that characters originate via divergence of repeated ancestral characters. Finally, morphological character trees provide evidence that character transcriptomes undergo concerted evolution. We argue that concerted evolution of transcriptomes can explain the so-called \""species-specific clustering\"" found in several recent comparative transcriptome studies. The species signal is the phenomenon that transcriptomes cluster by species rather than character type, even though the characters are older than the respective species. We suggest that concerted gene expression evolution results from mutations that alter gene regulatory network interactions shared by the characters under comparison. Thus, character trees generated from transcriptomes allow us to investigate the variational independence, or individuation, of morphological characters at the level of genetic programs."
10.1101/019398,"Organisms and ecological groups accumulate evidence to make decisions. Classic experiments and theoretical studies have explored this process when the correct choice is fixed during each trial. However, the natural world constantly changes. Using sequential analysis we derive a tractable model of evidence accumulation when the correct option changes in time. Our analysis shows that ideal observers discount prior evidence at a rate determined by the volatility of the environment, and that the dynamics of evidence accumulation is governed by the information gained over an average environmental epoch. A plausible neural implementation of an optimal observer in a changing environment shows that, in contrast to previous models, neural populations representing alternate choices are coupled through excitation."
10.1101/019414,"Molecular clocks give \""Time to most recent common ancestor\"" TMRCA of genetic trees. By Watson-Galton17 most lineages terminate, with a few overrepresented singular lineages generated by W. Hamiltons \""kin selection\""13. Applying current methods to this non-uniform branching produces greatly exaggerated TMRCA. We introduce an inhomogenous stochastic process which detects singular lineages by asymmetries, whose reduction gives true TMRCA. This implies a new method for computing mutation rates. Despite low rates similar to mitosis data, reduction implies younger TMRCA, with smaller errors. We establish accuracy by a comparison across a wide range of time, indeed this is only clock giving consistent results for both short and long term times. In particular we show that the dominant European y-haplotypes R1a1a & R1b1a2, expand from c3700BC, not reaching Anatolia before c3300BC. While this contradicts current clocks which date R1b1a2 to either the Neolithic Near East4 or Paleo-Europe20, our dates support recent genetic analysis of ancient skeletons by Reich23."
