doi,created,title,journal,publisher,times_cited,article_is_oa,journal_is_oa,best_oa_location,best_oa_license
10.1002/jmv.25733,2020-02-28,Clinical trial analysis of 2019‐nCoV therapy registered in China,Journal of Medical Virology,Wiley,15,TRUE,FALSE,publisher,NA
10.1002/jmv.25755,2020-03-12,A report of clinical diagnosis and treatment of nine cases of coronavirus disease 2019,Journal of Medical Virology,Wiley,4,TRUE,FALSE,publisher,NA
10.1016/j.jqsrt.2020.107005,2020-04-13,Photopolarimetrical properties of coronavirus model particles: spike proteins number influence,Journal of Quantitative Spectroscopy and Radiative Transfer,Elsevier,0,TRUE,FALSE,publisher,NA
10.1016/j.jcv.2020.104363,2020-04-11,"Clinical Characteristics of 225 Patients with COVID-19 in a Tertiary Hospital near Wuhan, China",Journal of Clinical Virology,Elsevier,0,TRUE,FALSE,publisher,cc-by-nc-nd
10.1016/j.ajp.2020.102104,2020-04-16,Self-harm and COVID-19 Pandemic: An emerging concern – A report of 2 cases from India,Asian Journal of Psychiatry,Elsevier,0,TRUE,FALSE,publisher,NA
10.1016/j.ejrad.2020.109010,2020-04-18,Serial CT Features in Discharged COVID-19 Patients with Positive RT-PCR Re-test,European Journal of Radiology,Elsevier,0,TRUE,FALSE,publisher,NA
10.1002/jmv.25749,2020-03-06,The transmission and diagnosis of 2019 novel coronavirus infection disease (COVID‐19): A Chinese perspective,Journal of Medical Virology,Wiley,10,TRUE,FALSE,publisher,NA
10.1016/j.msard.2020.102097,2020-04-05,Immunosuppression during the COVID-19 pandemic in neuromyelitis optica spectrum disorders patients: a new challenge,Multiple Sclerosis and Related Disorders,Elsevier,0,TRUE,FALSE,publisher,NA
10.1016/j.cca.2020.03.004,2020-03-04,Procalcitonin in patients with severe coronavirus disease 2019 (COVID-19): a meta-analysis,Clinica Chimica Acta,Elsevier,11,TRUE,FALSE,publisher,NA
10.1016/j.ejca.2020.03.024,2020-04-06,Reorganization of Medical Oncology Departments during COVID-19 Pandemic: a Nationwide Italian Survey,European Journal of Cancer,Elsevier,0,TRUE,FALSE,repository,NA
10.1016/j.jcv.2020.104354,2020-04-10,Diabetic patients with COVID-19 infection are at higher risk of ICU admission and poor short-term outcome,Journal of Clinical Virology,Elsevier,0,FALSE,FALSE,NA,NA
10.1016/j.antiviral.2020.104791,2020-04-07,Type 1 interferons as a potential treatment against COVID-19,Antiviral Research,Elsevier,0,TRUE,FALSE,publisher,NA
10.1016/j.psychres.2020.112958,2020-04-04,"Unprecedented disruption of lives and work: Health, distress and life satisfaction of working adults in China one month into the COVID-19 outbreak",Psychiatry Research,Elsevier,1,TRUE,FALSE,publisher,NA
10.1016/j.phrs.2020.104761,2020-03-20,Lianhuaqingwen exerts anti-viral and anti-inflammatory activity against novel coronavirus (SARS-CoV-2),Pharmacological Research,Elsevier,7,TRUE,FALSE,publisher,NA
10.1016/j.thromres.2020.04.021,2020-04-21,Age-adjusted D-dimer cut-off levels to rule out venous thromboembolism in COVID-19 patients,Thrombosis Research,Elsevier,0,TRUE,FALSE,publisher,NA
10.1016/j.psychres.2020.112936,2020-04-04,Psychological status of medical workforce during the COVID-19 pandemic: a cross-sectional study,Psychiatry Research,Elsevier,0,FALSE,FALSE,NA,NA
10.1016/j.clim.2020.108410,2020-04-08,Epigenetic dysregulation of ACE2 and interferon-regulated genes might suggest increased COVID-19 susceptibility and severity in lupus patients,Clinical Immunology,Elsevier,1,TRUE,FALSE,publisher,NA
10.1016/j.psychres.2020.112953,2020-04-13,Psychological status of parents of hospitalized children during the COVID-19 epidemic in China,Psychiatry Research,Elsevier,0,TRUE,FALSE,publisher,NA
10.1016/j.phrs.2020.104776,2020-04-03,The use of Traditional Chinese Medicines to treat SARS-CoV-2 may cause more harm than good,Pharmacological Research,Elsevier,0,TRUE,FALSE,publisher,NA
10.1016/j.ejca.2020.03.023,2020-04-06,Conducting phase 1 cancer clinical trials during COVID-19 pandemic,European Journal of Cancer,Elsevier,0,TRUE,FALSE,publisher,NA
10.1016/j.ajp.2020.102083,2020-04-08,"Study of knowledge, attitude, anxiety & perceived mental healthcare need in Indian population during COVID-19 pandemic",Asian Journal of Psychiatry,Elsevier,0,TRUE,FALSE,publisher,NA
10.1016/j.ajp.2020.102089,2020-04-12,Sentiment Analysis of Nationwide Lockdown due to COVID 19 Outbreak: Evidence from India,Asian Journal of Psychiatry,Elsevier,1,TRUE,FALSE,publisher,NA
10.1002/jmv.25728,2020-02-27,The neuroinvasive potential of SARS‐CoV2 may play a role in the respiratory failure of COVID‐19 patients,Journal of Medical Virology,Wiley,61,TRUE,FALSE,publisher,NA
10.1002/jmv.25736,2020-02-28,Development of epitope‐based peptide vaccine against novel coronavirus 2019 (SARS‐COV‐2): Immunoinformatics approach,Journal of Medical Virology,Wiley,8,TRUE,FALSE,publisher,NA
10.1002/jmv.25743,2020-03-03,Analyzing the epidemiological outbreak of COVID‐19: A visual exploratory data analysis approach,Journal of Medical Virology,Wiley,5,TRUE,FALSE,publisher,NA
10.3201/eid2606.200412,2020-03-12,"Early Release - Indirect Virus Transmission in Cluster of COVID-19 Cases, Wenzhou, China, 2020 - Volume 26, Number 6—June 2020 - Emerging Infectious Diseases journal - CDC",Emerging Infectious Diseases,Centers for Disease Control and Prevention (CDC),17,TRUE,TRUE,publisher,cc-by
10.1016/j.ijsu.2020.03.082,2020-04-15,The impact of despecialisation and redeployment on surgical training in the midst of the COVID-19 pandemic,International Journal of Surgery,Elsevier,0,TRUE,FALSE,publisher,NA
10.1002/jmv.25758,2020-03-13,An exclusive 42 amino acid signature in pp1ab protein provides insights into the evolutive history of the 2019 novel human‐pathogenic coronavirus (SARS‐CoV‐2),Journal of Medical Virology,Wiley,1,TRUE,FALSE,publisher,NA
10.1016/j.ijsu.2020.04.030,2020-04-21,"Developing Guidelines for COVID-19 Management: A Moving Target. An invited commentary on ""Evidence Based Management Guideline for the COVID-19 Pandemic - Review article""",International Journal of Surgery,Elsevier,0,TRUE,FALSE,repository,NA
10.1016/j.ijheh.2020.113520,2020-04-06,Investigating hypothiocyanite against SARS-CoV-2,International Journal of Hygiene and Environmental Health,Elsevier,0,TRUE,FALSE,repository,NA
10.1016/j.antiviral.2020.104787,2020-04-03,The FDA-approved Drug Ivermectin inhibits the replication of SARS-CoV-2 in vitro,Antiviral Research,Elsevier,12,TRUE,FALSE,publisher,cc-by-nc-nd
10.1016/j.ajp.2020.102106,2020-04-18,Awareness of mental health problems in patients with coronavirus disease 19 (COVID-19): a lesson from an adult man attempting suicide,Asian Journal of Psychiatry,Elsevier,0,TRUE,FALSE,repository,NA
10.1016/j.jpsychores.2020.110102,2020-03-21,Screening for Chinese medical staff mental health by SDS and SAS during the outbreak of COVID-19,Journal of Psychosomatic Research,Elsevier,1,TRUE,FALSE,publisher,NA
10.1016/j.ajp.2020.102064,2020-04-10,COVID-19 Pandemic and addiction: Current problems and future concerns,Asian Journal of Psychiatry,Elsevier,0,TRUE,FALSE,publisher,NA
10.1016/j.jcv.2020.104360,2020-04-12,Epidemiological and initial clinical characteristics of patients with family aggregation of COVID-19,Journal of Clinical Virology,Elsevier,0,TRUE,FALSE,repository,NA
10.1016/j.ajp.2020.102051,2020-04-08,Covid-19 in People with Mental Illness: Challenges and Vulnerabilities,Asian Journal of Psychiatry,Elsevier,2,TRUE,FALSE,publisher,NA
10.1016/j.jcv.2020.104359,2020-04-10,Consistency analysis of COVID-19 nucleic acid tests and the changes of lung CT,Journal of Clinical Virology,Elsevier,0,TRUE,FALSE,publisher,cc-by-nc-nd
10.1016/j.lfs.2020.117583,2020-03-23,COVID-19: Melatonin as a potential adjuvant treatment,Life Sciences,Elsevier,5,TRUE,FALSE,publisher,NA
10.3201/eid2606.200495,2020-03-18,"Early Release - Identifying and Interrupting Superspreading Events—Implications for Control of Severe Acute Respiratory Syndrome Coronavirus 2 - Volume 26, Number 6—June 2020 - Emerging Infectious Diseases journal - CDC",Emerging Infectious Diseases,Centers for Disease Control and Prevention (CDC),2,TRUE,TRUE,publisher,cc-by
10.3201/eid2606.200239,2020-03-03,"Early Release - Community Transmission of Severe Acute Respiratory Syndrome Coronavirus 2, Shenzhen, China, 2020 - Volume 26, Number 6—June 2020 - Emerging Infectious Diseases journal - CDC",Emerging Infectious Diseases,Centers for Disease Control and Prevention (CDC),17,TRUE,TRUE,publisher,cc-by
10.3201/eid2606.20.0301,2020-03-09,"Detection of Novel Coronavirus by RT-PCR in Stool Specimen from Asymptomatic Child, China",Emerging Infectious Diseases,Centers for Disease Control and Prevention (CDC),0,TRUE,TRUE,publisher,cc-by
10.1016/j.dib.2020.105551,2020-04-17,Coronaviruses: A patent dataset report for research and development (R&D) analysis,Data in Brief,Elsevier,0,TRUE,TRUE,publisher,cc-by-nc-nd
10.1002/jmv.25750,2020-03-06,Transmission dynamics of the COVID‐19 outbreak and effectiveness of government interventions: A data‐driven analysis,Journal of Medical Virology,Wiley,10,TRUE,FALSE,publisher,NA
10.1016/j.radonc.2020.03.016,2020-03-28,How should we implement radiotherapy for cancer patients in China during the endemic period of COVID-19?,Radiotherapy and Oncology,Elsevier,1,TRUE,FALSE,repository,NA
10.1016/j.ijsu.2020.04.005,2020-04-14,Surgical operations during the COVID-19 outbreak: should elective surgeries be suspended?,International Journal of Surgery,Elsevier,0,TRUE,FALSE,publisher,NA
10.1016/j.jns.2020.116832,2020-04-11,Central nervous system manifestations of COVID-19: A systematic review,Journal of the Neurological Sciences,Elsevier,0,TRUE,FALSE,publisher,NA
10.1016/j.cca.2020.03.031,2020-03-24,The host’s angiotensin-converting enzyme polymorphism may explain epidemiological findings in COVID-19 infections,Clinica Chimica Acta,Elsevier,0,TRUE,FALSE,repository,NA
10.1016/j.onehlt.2020.100128,2020-03-28,Current knowledge about the antivirals remdesivir (GS-5734) and GS-441524 as therapeutic options for coronaviruses,One Health,Elsevier,1,TRUE,TRUE,publisher,cc-by-nc-nd
10.1016/j.ejca.2020.03.021,2020-04-07,Flash Survey on SARS-CoV-2 Infections in Pediatric Patients on anti-Cancer Treatment,European Journal of Cancer,Elsevier,1,TRUE,FALSE,repository,NA
10.1016/j.chaos.2020.109829,2020-04-20,"Predicting turning point, duration and attack rate of COVID-19 outbreaks in major Western countries",Chaos Solitons & Fractals,Elsevier,0,TRUE,FALSE,publisher,NA
10.1016/j.metabol.2020.154216,2020-03-24,Diabetes patients with COVID-19 need better care,Metabolism,Elsevier,5,TRUE,FALSE,repository,NA
10.1016/j.synbio.2020.03.002,2020-04-02,Prudently conduct the engineering and synthesis of the SARS-CoV-2 virus,Synthetic and Systems Biotechnology,Elsevier,0,TRUE,TRUE,publisher,cc-by-nc-nd
10.1016/j.antiviral.2020.104786,2020-04-03,"Remdesivir, lopinavir, emetine, and homoharringtonine inhibit SARS-CoV-2 replication in vitro",Antiviral Research,Elsevier,6,TRUE,FALSE,publisher,NA
10.1016/j.ajp.2020.102082,2020-04-07,Psychiatrist in post-COVID-19 era – are we prepared?,Asian Journal of Psychiatry,Elsevier,0,TRUE,FALSE,publisher,NA
10.1016/j.psychres.2020.112999,2020-04-14,"Psychological preparedness for the COVID-19 pandemic, perspectives from India",Psychiatry Research,Elsevier,0,TRUE,FALSE,publisher,NA
10.1002/jmv.25719,2020-02-21,COVID‐2019: The role of the nsp2 and nsp3 in its pathogenesis,Journal of Medical Virology,Wiley,13,TRUE,FALSE,publisher,NA
10.3201/eid2606.200357,2020-03-19,"Early Release - Serial Interval of COVID-19 among Publicly Reported Confirmed Cases - Volume 26, Number 6—June 2020 - Emerging Infectious Diseases journal - CDC",Emerging Infectious Diseases,Centers for Disease Control and Prevention (CDC),11,TRUE,TRUE,publisher,cc-by
10.32598/bcn.11.covid19.1,2020-04-11,COVID-19 and Substance Use Disorders as Brain Diseases: Recommendations to a Comprehensive Healthcare Response. An International Society of Addiction Medicine (ISAM) Practice and Policy Interest Group Position Paper,Basic and Clinical Neuroscience Journal,Negah Scientific Publisher,0,TRUE,TRUE,publisher,cc-by-nc
10.1002/mma.6345,2020-03-25,Dynamic models for Coronavirus Disease 2019 and data analysis,Mathematical Methods in the Applied Sciences,Wiley,1,TRUE,FALSE,publisher,NA
10.19043/ipdj.101.001,2020-04-17,The place of person-centred care in an international response to the Covid-19 pandemic,International Practice Development Journal,Foundation of Nursing Studies,0,TRUE,TRUE,publisher,cc-by-nc
10.25040/ntsh2020.01.01,2020-04-16,ВІД РЕДАКТОРА,Proceedings of the Shevchenko Scientific Society Medical sciences,Danylo Halytskyi Lviv National Medical University,0,TRUE,TRUE,publisher,cc-by
10.25040/ntsh2020.01.08,2020-04-16,ДОСЛІДЖЕННЯ ПРОТИМІКРОБНОЇ ТА ПРОТИГРИБКОВОЇ ДІЇ АНТИСЕПТИКІВ ДЛЯ РУК ТА АНТИБАКТЕРІАЛЬНИХ ВОЛОГИХ СЕРВЕТОК ДОСТУПНИХ НА РИНКУ УКРАЇНИ,Proceedings of the Shevchenko Scientific Society Medical sciences,Danylo Halytskyi Lviv National Medical University,0,TRUE,TRUE,publisher,cc-by
10.25040/ntsh2020.01.06,2020-04-16,МІЖ СЦИЛЛОЮ І ХАРИБДОЮ: COVID-19 І РАК (огляд літератури),Proceedings of the Shevchenko Scientific Society Medical sciences,Danylo Halytskyi Lviv National Medical University,0,TRUE,TRUE,publisher,cc-by
10.25040/ntsh2020.01.04,2020-04-16,ПАНДЕМІЯ COVID-2019: ЕПІДЕМІОЛОГІЧНІ АСПЕКТИ,Proceedings of the Shevchenko Scientific Society Medical sciences,Danylo Halytskyi Lviv National Medical University,0,TRUE,TRUE,publisher,cc-by
10.25040/ntsh2020.01.05,2020-04-16,ПАНДЕМІЯ COVID-2019: ІМУНОЛОГІЧНІ АСПЕКТИ,Proceedings of the Shevchenko Scientific Society Medical sciences,Danylo Halytskyi Lviv National Medical University,0,TRUE,TRUE,publisher,cc-by
10.1084/jem.20200567,2020-03-31,We are here for you and ready to hear from you,Journal of Experimental Medicine,NA,0,TRUE,FALSE,publisher,NA
10.1084/jem.20200653,2020-04-14,COVID-19 and emerging viral infections: The case for interferon lambda,Journal of Experimental Medicine,Rockefeller University Press,0,TRUE,FALSE,publisher,NA
10.1084/jem.20200537,2020-03-30,Forty years with coronaviruses,Journal of Experimental Medicine,Rockefeller University Press,0,TRUE,FALSE,publisher,NA
10.1080/19448953.2020.1755154,2020-04-22,Special Issue: Crisis in the Eastern Mediterranean and COVID-19,Journal of Balkan and Near Eastern Studies,Taylor & Francis,0,TRUE,FALSE,publisher,NA
10.22606/jaer.2020.52005,2020-04-20,Research on Online Education in the Midst of the COVID-19 Pandemic,Journal of Advances in Education Research,Isaac Scientific Publishing,0,TRUE,TRUE,publisher,NA
10.12968/eyed.2020.22.1.14,2020-04-15,Our ‘new normal’,Early Years Educator,Mark Allen Group,0,FALSE,FALSE,NA,NA
10.12968/nrec.2020.22.5.5,2020-04-09,How to … develop recordkeeping skills,Nursing and Residential Care,Mark Allen Group,0,FALSE,FALSE,NA,NA
10.12968/nrec.2020.22.5.4,2020-04-09,Nurturing care home mental health amid COVID-19 outbreak,Nursing and Residential Care,Mark Allen Group,0,FALSE,FALSE,NA,NA
10.1188/20.onf.253-254,2020-04-17,"COVID-19, Cancer, and Financial Toxicity.",Oncology Nursing Forum,Oncology Nursing Society (ONS),0,FALSE,FALSE,NA,NA
10.1063/pt.3.4470,2020-04-22,World’s physics instruments turn their focus to COVID-19,Physics Today,AIP Publishing,0,TRUE,FALSE,publisher,NA
10.1093/cvr/cvaa078,2020-03-25,The ACE2 expression in human heart indicates new potential mechanism of heart injury among patients infected with SARS-CoV-2,Cardiovascular Research,Oxford University Press (OUP),11,TRUE,FALSE,publisher,NA
10.1093/cvr/cvaa086,2020-04-06,Inside the heart of COVID-19,Cardiovascular Research,Oxford University Press (OUP),0,TRUE,FALSE,publisher,NA
10.1152/ajpendo.00136.2020,2020-04-16,Can spironolactone be used to prevent COVID-19-induced acute respiratory distress syndrome in patients with hypertension?,AJP Endocrinology and Metabolism,American Physiological Society,0,TRUE,FALSE,publisher,NA
10.1152/ajpendo.00138.2020,2020-04-16,COVID-19 and vitamin D—Is there a link and an opportunity for intervention?,AJP Endocrinology and Metabolism,American Physiological Society,0,TRUE,FALSE,publisher,NA
10.3928/00989134-20200403-01,2020-04-08,Public Health and Ethics Intersect at New Levels With Gerontological Nursing in COVID-19 Pandemic.,Journal of Gerontological Nursing,SLACK,0,TRUE,FALSE,publisher,NA
10.1152/ajpheart.00215.2020,2020-03-30,Angiotensin converting enzyme 2 - An ally or a Trojan horse? Implications to SARS-CoV-2 -related cardiovascular complications,AJP Heart and Circulatory Physiology,American Physiological Society,2,TRUE,FALSE,publisher,NA
10.1210/clinem/dgaa148,2020-03-31,Our Response to COVID-19 as Endocrinologists and Diabetologists,The Journal of Clinical Endocrinology & Metabolism,NA,1,TRUE,FALSE,publisher,cc-by
10.2319/0003-3219-90.3.467,2020-04-23,COVID-19 affecting our world.,The Angle Orthodontist,The Angle Orthodontist (EH Angle Education & Research Foundation),0,TRUE,TRUE,publisher,NA
10.1107/s2052252520004571,2020-04-06,Visualizing an unseen enemy; mobilizing structural biology to counter COVID-19,IUCrJ,International Union of Crystallography (IUCr),0,TRUE,TRUE,publisher,cc-by
10.1148/rycan.2020204013,2020-04-23,Management of Lung Nodules and Lung Cancer Screening During the COVID-19 Pandemic: CHEST Expert Panel Report,Radiology Imaging Cancer,Radiological Society of North America (RSNA),0,TRUE,TRUE,publisher,NA
10.1148/rycan.2020204011,2020-04-15,Transitioning to a New Normal after COVID-19: Preparing to Get Back on Track for Cancer Imaging,Radiology Imaging Cancer,Radiological Society of North America (RSNA),0,TRUE,TRUE,publisher,NA
10.3238/arztebl.2020.0328,2020-04-17,Parosmia as an early symptom of acute SARS-CoV-2 infection,Deutsches Aerzteblatt Online,Deutscher Arzte-Verlag GmbH,0,FALSE,FALSE,NA,NA
10.1152/ajprenal.00085.2020,2020-03-30,The potential risk of kidney vulnerable to novel coronavirus 2019 infection,American Journal of Physiology. Renal physiology,American Physiological Society,1,TRUE,FALSE,publisher,NA
10.5935/1518-0557.20200030,2020-04-29,A review of initial data on pregnancy during the COVID-19 outbreak: implications for assisted reproductive treatments.,JBRA Assisted Reproduction,NA,0,TRUE,FALSE,publisher,NA
10.1007/s00296-020-04561-0,2020-03-28,Arthralgia as an initial presentation of COVID-19: observation,Rheumatology International,Springer Nature,0,TRUE,FALSE,publisher,NA
10.1002/whe.20840,2020-04-21,Resources to Assist Your Campus With COVID‐19,Women in Higher Education,Wiley,0,FALSE,FALSE,NA,NA
10.1016/j.autrev.2020.102524,2020-03-24,Could Sars-coronavirus-2 trigger autoimmune and/or autoinflammatory mechanisms in genetically predisposed subjects?,Autoimmunity Reviews,Elsevier,2,TRUE,FALSE,publisher,NA
10.1016/s2468-1253(20)30076-5,2020-03-12,Implications of COVID-19 for patients with pre-existing digestive diseases,The Lancet Gastroenterology & Hepatology,Elsevier,34,TRUE,FALSE,publisher,NA
10.1016/j.jaut.2020.102433,2020-02-26,The epidemiology and pathogenesis of coronavirus disease (COVID-19) outbreak,Journal of Autoimmunity,Elsevier,62,TRUE,FALSE,publisher,NA
10.1124/molpharm.120.000014,2020-04-02,"Does COVID19 infect the brain? If so, smokers might be at a higher risk",Molecular Pharmacology,American Society for Pharmacology & Experimental Therapeutics (ASPET),2,FALSE,FALSE,NA,NA
10.1016/j.jns.2020.116803,2020-03-25,Guidance for the management of myasthenia gravis (MG) and Lambert-Eaton myasthenic syndrome (LEMS) during the COVID-19 pandemic,Journal of the Neurological Sciences,Elsevier,0,TRUE,FALSE,repository,NA
10.1002/ppul.24737,2020-03-20,Clinical features in pediatric COVID‐19,Pediatric Pulmonology,Wiley,0,TRUE,FALSE,publisher,NA
10.1016/j.jaut.2020.102434,2020-03-03,The deadly coronaviruses: The 2003 SARS pandemic and the 2020 novel coronavirus epidemic in China,Journal of Autoimmunity,Elsevier,25,TRUE,FALSE,publisher,NA
10.1016/j.acra.2020.03.028,2020-04-07,CT Manifestation of COVID-19 Pneumonia; Role of Multiplanar Imaging,Academic Radiology,Elsevier,0,TRUE,FALSE,publisher,NA
10.1007/s00058-020-1495-9,2020-04-22,"Erhöhtes Risiko bei COVID-19: Alter, Vorerkrankung, Demenz",Heilberufe,Springer Nature,0,TRUE,FALSE,repository,NA
10.1016/j.ijid.2020.03.047,2020-03-28,Risk-adapted Treatment Strategy For COVID-19 Patients,International Journal of Infectious Diseases,Elsevier,1,TRUE,TRUE,publisher,cc-by-nc-nd
10.1002/ejoc.202000458,2020-04-24,The Bristol Synthesis Meeting – Fostering Creativity and Inspiration since 2001,European Journal of Organic Chemistry,NA,0,TRUE,FALSE,publisher,NA
10.1038/s41569-020-0360-5,2020-03-05,COVID-19 and the cardiovascular system,Nature Reviews Cardiology,Springer Nature,71,TRUE,FALSE,publisher,NA
10.1097/j.pain.0000000000001885,2020-04-06,Managing patients with chronic pain during the COVID-19 outbreak: considerations for the rapid introduction of remotely supported (eHealth) pain management services.,Pain,Wolters Kluwer,1,TRUE,FALSE,publisher,NA
10.1055/a-1142-4094,2020-03-26,CT morphology of COVID-19: Case report and review of literature,RöFo,Thieme,0,TRUE,FALSE,publisher,NA
10.1002/jmv.25700,2020-02-06,Genomic variance of the 2019‐nCoV coronavirus,Journal of Medical Virology,Wiley,31,TRUE,FALSE,publisher,NA
10.1213/ane.0000000000004803,2020-03-26,Recommendations for Endotracheal Intubation of COVID-19 Patients.,Anesthesia & Analgesia,Wolters Kluwer,2,TRUE,FALSE,publisher,NA
10.1016/j.autrev.2020.102523,2020-03-20,"COVID-19 infection and rheumatoid arthritis: Faraway, so close!",Autoimmunity Reviews,Elsevier,17,TRUE,FALSE,publisher,NA
10.1016/j.ijlp.2020.101560,2020-04-11,Capacity in the time of Coronavirus,International Journal of Law and Psychiatry,Elsevier,0,TRUE,FALSE,publisher,NA
10.1007/s12630-020-01591-x,2020-02-12,Practical recommendations for critical care and anesthesiology teams caring for novel coronavirus (2019-nCoV) patients,Journal canadien d'anesthésie,Springer Nature,86,TRUE,FALSE,publisher,NA
10.1016/j.jaad.2020.03.031,2020-03-19,Should biologics for psoriasis be interrupted in the era of COVID-19?,Journal of the American Academy of Dermatology,Elsevier,8,TRUE,FALSE,publisher,NA
10.1007/s11886-020-01292-3,2020-04-21,Cardiovascular Complications in Patients with COVID-19: Consequences of Viral Toxicities and Host Immune Response,Current Cardiology Reports,Springer Nature,0,TRUE,FALSE,publisher,NA
10.1016/j.phrs.2020.104743,2020-03-04,Traditional Chinese Medicine for COVID-19 Treatment,Pharmacological Research,Elsevier,10,TRUE,FALSE,publisher,NA
10.1016/j.dsx.2020.03.006,2020-03-22,"Doctors and Healthcare Workers at Frontline of Covid 19 Epidemic: Admiration, A Pat on the Back, and Need for Extreme Caution",Diabetes & Metabolic Syndrome Clinical Research & Reviews,Elsevier,0,TRUE,FALSE,publisher,NA
10.1055/a-1138-8783,2020-03-20,"CT appearance of severe, laboratory-proven coronavirus disease 2019 (COVID-19) in a Caucasian patient in Berlin, Germany",RöFo,Thieme,1,TRUE,FALSE,publisher,NA
10.1016/j.jbspin.2020.03.010,2020-04-19,Implications of COVID-19 for the management of patients with inflammatory rheumatic diseases,Joint Bone Spine,Elsevier,0,TRUE,FALSE,repository,NA
10.1016/j.ijid.2020.03.080,2020-04-07,The serostatus approach to fighting COVID-19,International Journal of Infectious Diseases,Elsevier,0,TRUE,TRUE,publisher,cc-by-nc-nd
10.1136/ebmental-2020-300155,2020-04-21,Covid-19 and mental health: a transformational opportunity to apply an evidence-based approach to clinical practice and research,Evidence-Based Mental Health,BMJ,0,TRUE,FALSE,publisher,NA
10.1007/s00058-020-1496-8,2020-04-22,"Corona, COVID-19, SARS-CoV-2",Heilberufe,Springer Nature,0,TRUE,FALSE,repository,NA
10.1136/annrheumdis-2020-217424,2020-04-03,Clinical course of COVID-19 in a series of patients with chronic arthritis treated with immunosuppressive targeted therapies,Annals of the Rheumatic Diseases,BMJ,14,TRUE,FALSE,publisher,cc-by-nc
10.1016/s2352-4642(20)30097-3,2020-03-31,Protecting the psychological health of children through effective communication about COVID-19,The Lancet Child & Adolescent Health,Elsevier,0,TRUE,FALSE,publisher,NA
10.1007/s11427-020-1688-9,2020-04-08,Detection of serum IgM and IgG for COVID-19 diagnosis,Science China Life Sciences,Springer Nature,1,TRUE,FALSE,publisher,NA
10.1007/s11886-020-01291-4,2020-04-14,Outcomes in Patients with COVID-19 Infection Taking ACEI/ARB,Current Cardiology Reports,Springer Nature,0,TRUE,FALSE,publisher,NA
10.1037/hea0000875,2020-03-23,The novel coronavirus (COVID-2019) outbreak: Amplification of public health consequences by media exposure.,Health Psychology,American Psychological Association (APA),5,FALSE,FALSE,NA,NA
10.1002/oby.22808,2020-04-01,COVID 19 and the Patient with Obesity – The Editors Speak Out,Obesity,Wiley,0,TRUE,FALSE,publisher,NA
10.1002/jmv.25715,2020-02-19,Antibodies to coronaviruses are higher in older compared with younger adults and binding antibodies are more sensitive than neutralizing antibodies in identifying coronavirus‐associated illnesses,Journal of Medical Virology,Wiley,4,TRUE,FALSE,publisher,NA
10.1016/j.crad.2020.03.008,2020-04-04,A British Society of Thoracic Imaging statement: considerations in designing local imaging diagnostic algorithms for the COVID-19 pandemic,Clinical Radiology,Elsevier,3,TRUE,FALSE,repository,NA
10.1007/s00417-020-04653-4,2020-03-28,Reply to “Does hand hygiene reduce SARS-CoV-2 transmission?”,Graefe's Archive for Clinical and Experimental Ophthalmology,Springer Nature,0,TRUE,FALSE,publisher,NA
10.1016/s1474-4422(20)30109-5,2020-04-01,Guillain-Barré syndrome associated with SARS-CoV-2 infection: causality or coincidence?,The Lancet Neurology,Elsevier,5,TRUE,FALSE,publisher,NA
10.1016/j.bja.2020.02.016,2020-03-17,Emergency Caesarean delivery in a patient with confirmed coronavirus disease 2019 under spinal anaesthesia,British Journal of Anaesthesia,Elsevier,2,TRUE,FALSE,publisher,NA
10.2214/ajr.20.22976,2020-03-03,Relation Between Chest CT Findings and Clinical Conditions of Coronavirus Disease (COVID-19) Pneumonia: A Multicenter Study.,American Journal of Roentgenology,American Roentgen Ray Society,31,FALSE,FALSE,NA,NA
10.1136/jclinpath-2020-206522,2020-03-20,Autopsy in suspected COVID-19 cases,Journal of Clinical Pathology,BMJ,2,TRUE,FALSE,publisher,NA
10.1007/s00705-020-04566-x,2020-03-06,Development of a rapid and sensitive europium (III) chelate microparticle-based lateral flow test strip for the detection and epidemiological surveillance of porcine epidemic diarrhea virus,Archives of Virology,Springer Nature,0,TRUE,FALSE,publisher,NA
10.1007/s11427-020-1660-2,2020-03-03,Clinical trials for the treatment of Coronavirus disease 2019 (COVID-19): A rapid response to urgent need,Science China Life Sciences,Springer Nature,0,TRUE,FALSE,publisher,NA
10.1016/j.ejrad.2020.108956,2020-03-12,Asymptomatic SARS-CoV-2 infected patients with persistent negative CT findings,European Journal of Radiology,Elsevier,7,TRUE,FALSE,publisher,NA
10.1016/s2352-4642(20)30103-6,2020-04-01,US NICUs and donor milk banks brace for COVID-19,The Lancet Child & Adolescent Health,Elsevier,1,TRUE,FALSE,publisher,NA
10.1016/j.knosys.2020.105812,2020-03-31,NetNCSP: Nonoverlapping closed sequential pattern mining,Knowledge-Based Systems,Elsevier,0,TRUE,FALSE,publisher,NA
10.1002/ijgo.13146,2020-03-20,Expert consensus for managing pregnant women and neonates born to mothers with suspected or confirmed novel coronavirus (COVID‐19) infection,International Journal of Gynecology & Obstetrics,Wiley,4,TRUE,FALSE,publisher,NA
10.1016/j.antiviral.2020.104759,2020-03-01,A potential role for integrins in host cell entry by SARS-CoV-2,Antiviral Research,Elsevier,4,TRUE,FALSE,publisher,cc-by
