doi,abstract
10.1101/000778,"HIV-1-infected cells in peripheral blood can be grouped into different transcriptional subclasses. Quantifying the turnover of these cellular subclasses can provide important insights into the viral life cycle and the generation and maintenance of latently infected cells. We used previously published data from five patients chronically infected with HIV-1 that initiated combination antiretroviral therapy (cART). Patient-matched PCR for unspliced and multiply spliced viral RNAs combined with limiting dilution analysis provided measurements of transcriptional profiles at the single cell level. Furthermore, measurement of intracellular transcripts and extracellular virion-enclosed HIV-1 RNA allowed us to distinguish productive from non-productive cells. We developed a mathematical model describing the dynamics of plasma virus and the transcriptional subclasses of HIV-1-infected cells. Fitting the model to the data allowed us to better understand the phenotype of different transcriptional subclasses and their contribution to the overall turnover of HIV-1 before and during cART. The average number of virus-producing cells in peripheral blood is small during chronic infection (25.7 cells ml-1). We find that 14.0%, 0.3% and 21.2% of infected cells become defectively, latently and persistently infected cells, respectively. Assuming that the infection is homogenous throughout the body, we estimate an average in vivo viral burst size of 2.1 x 104 virions per cell. Our study provides novel quantitative insights into the turnover and development of different subclasses of HIV-1-infected cells. The model predicts that the pool of latently infected cells becomes rapidly established during the first months of acute infection and continues to increase slowly during the first years of chronic infection. Having a detailed understanding of this process will be useful for the evaluation of viral eradication strategies that aim to deplete the latent reservoir of HIV-1.\n\nAuthor SummaryGaining a quantitative understanding of the development and turnover of different HIV-1-infected subpopulations of cells is crucial to improve the outcome of patients on combination antiretroviral therapy (cART). The population of latently infected cells is of particular interest as they represent the major barrier to a cure of HIV-1 infection. We developed a mathematical model that describes the dynamics of different transcriptionally active subclasses of HIV-1-infected cells and the viral load in peripheral blood. The model was fitted to previously published data from five chronically HIV-1-infected patients starting cART. This allowed us to estimate critical parameters of the within-host dynamics of HIV-1, such as the the number of virions produced by a single infected cell. The model further allowed investigation of HIV-1 dynamics during the acute phase. Computer simulations predict that latently infected cells become rapidly established during the first months of acute infection and continue to increase slowly during the first years of chronic infection. This illustrates the opportunity for strategies that aim to eradicate the virus during early cART as the pool of HIV-1 infected cells is substantially smaller during acute infection than during chronic infection."
10.1101/000927,"Colorectal tumors originate and develop within intestinal crypts. Even though some of the essential phenomena that characterize crypt structure and dynamics have been effectively described in the past, the relation between the differentiation process and the overall crypt homeostasis is still partially understood. We here investigate this relation and other important biological phenomena by introducing a novel multiscale model that combines a morphological description of the crypt with a gene regulation model: the emergent dynamical behavior of the underlying gene regulatory network drives cell growth and differentiation processes, linking the two distinct spatio-temporal levels. The model relies on a few a priori assumptions, yet accounting for several key processes related to crypt functioning, such as: dynamic gene activation patterns, stochastic differentiation, signaling pathways ruling cell adhesion properties, cell displacement, cell growth, mitosis, apoptosis and the presence of biological noise.\n\nWe show that this modeling approach captures the major dynamical phenomena that characterize the regular physiology of crypts, such as cell sorting, coordinate migration, dynamic turnover, stem cell niche maintenance and clonal expansion. All in all, the model suggests that the process of stochastic differentiation might be sufficient to drive the crypt to homeostasis, under certain crypt configurations. Besides, our approach allows to make precise quantitative inferences that, when possible, were matched to the current biological knowledge and it permits to investigate the role of gene-level perturbations, with reference to cancer development. We also remark the theoretical framework is general and may applied to different tissues, organs or organisms."
10.1101/000745,"Cotton (Gossypium hirsutum) fiber, an extremely elongated and thickened single cell of the seed epidermis, is the worlds most important natural and economical textile fiber. Unlike Arabidopsis leaf trichomes, fiber initials are randomly developed and frequently form in adjacent seed epidermal cells and follow no apparent pattern. Numerous publications suggested cotton fiber development shares a similar mechanism with Arabidopsis leaf trichome development. Here we show that H2O2 accumulation in cotton ovule epidermal cells by NBT staining ovules at different development stages between TM1 and N1n2, a lintless-fuzzless doubled mutant originated from TM1. In contrast, Arabidopsis and cotton leaf trichomes do not show H2O2 content. By adding DPI (H2O2 inhibitor) and SHAM (H2O2 activator) in vitro ovule cultures, we show fiber initiation directly involves with H2O2 accumulation. We propose that the directional accumulation of H2O2 in cotton ovule epidermal cell is the drive for fiber initiation, elongation."
10.1101/000638,"The effects and potential recovery of aquatic plant Lemna gibba exposed to a sulfonyl urea herbicide metsulfuron-methyl (MSM) for 120 days under rice cropping condition was investigated. The frond number was decreased by day 15 at the concentration 11 {micro}g/L and 100% inhibition on growth rate of Lemna was observed. Continuous decrease of frond number by day 50 at below the detectable level of residues exhibited symptoms (chlorosis) of MSM toxicity. Toxicity was assessed on the basis of toxicity index (TI) value, growth rate, yield and pigment contents (chlorophyll, carotene, total carotenoid and xanthophyll) of treated samples compared with untreated control. The observed value of 0.698 {micro}g/g chlorophyll a, 0.263 {micro}g/g chlorophyll b, 0.147 {micro}g/g carotene, 1.620 {micro}g/g total carotenoid and 1.473 {micro}g/g xanthophyll contents in treated samples was statistically significantly different from control value of 4.366 {micro}g/g chlorophyll a, 3.132 {micro}g/g chlorophyll b, 0.796 {micro}g/g carotene, 17.755 {micro}g/g total carotenoid and 16.937 {micro}g/g xanthophyll contents by day 50 samples. After prolonged exposure, growth rate, yield and pigment content for the treated samples recovered to control levels on day 120. The obtained data indicate the application of aquatic plant Lemna gibba as sensitive biomarker of water quality as well as the significance of selected biological parameters in the reliable assessment of toxic potential of MSM under rice cropping condition."
10.1101/001248,"Phytophthora spp. secrete vast arrays of effector molecules upon infection. A main class of intracellular effectors are the CRNs. They are translocated into the host cell and specifically localise to the nucleus where they are thought to perturb many different cellular processes. Although CRN proteins have been implicated as effectors, direct evidence of CRN mediated perturbation of host processes has been lacking. Here we show that a conserved CRN effector from P. capsici directly binds to tomato transcription factor SlTCP14-2. Previous studies in Arabidopsis thaliana have revealed that transcription factor TCP14 may be key immune signalling protein, targeted by effectors from divergent species. We extend on our understanding of TCP targeting by pathogen effectors by showing that the P. capsici effector CRN12_997 binds to SlTCP14-2 in plants. SlTCP14-2 over-expression enhances immunity to P. capsici, a phenotypic outcome that can be abolished by co-expression of CRN12_997.\n\nWe show that in the presence of CRN12_997, SlTCP14-2 association with nuclear chromatin is diminished, resulting in altered SlTCP14 subnuclear localisation. These results suggest that CRN12_997 prevents SlTCP14 from positively regulating defence against P. capsici. Our work demonstrates a direct interaction between an oomycete CRN and a host target required for suppression of immunity. Collectively, our results hint at a virulence strategy that is conserved within the oomycetes and may allow engineering of resistance to a wide range of crop pathogens."
10.1101/001438,"Abstract Abstract Introduction Results Discussion Materials and Methods Authors' contributions Funding References The ubiquity and importance of short duplex RNAs, termed microRNA (miRNA), for normal development in higher eukaryotes are becoming increasingly clear. We had previously shown that reduction-of-function mutations in Arabidopsis thaliana DCL1 (DICER-LIKE1) gene, affecting the nucleus-localized protein that produces 19-25 nucleotides long miRNA species from longer double stranded RNA precursors, cause a delay in flowering by prolonging the period of juvenile organ development. Here we show that DCL1 transcription is increased at the critical phase of juvenile to reproductive developmental transition, and that DCL1 protein is localized in meri ..."
10.1101/000950,"The rice XA21 immune receptor kinase and the structurally related XA3 receptor, confer immunity to Xanthomonas oryzae pv. oryzae (Xoo), the causal agent of bacterial leaf blight. Here we report the isolation of OsSERK2 (rice somatic embryogenesis receptor kinase 2) and demonstrate that OsSERK2 positively regulates immunity mediated by XA21 and XA3 as well as the rice immune receptor FLS2 (OsFLS2). Rice plants silenced for OsSerk2 display altered morphology and reduced sensitivity to the hormone brassinolide. OsSERK2 interacts with the intracellular domains of each immune receptor in the yeast-two-hybrid system in a kinase activity dependent manner. OsSERK2 undergoes bidirectional trans-phosphorylation with XA21 in vitro and forms a constitutive complex with XA21 in vivo. These results demonstrate an essential role for OsSERK2 in the function of three rice immune receptors and suggest that direct interaction with the rice immune receptors is critical for their function. Taken together, our findings suggest that the mechanism of OsSERK2-meditated regulation of rice XA21, XA3 and FLS2 differs from that of AtSERK3/BAK1-mediated regulation of Arabidopsis FLS2 and EFR."
10.1101/000943,"Editor:\n\nA fundamental goal of systems neuroscience is to probe the dynamics of neural activity that generate behavior. Here we present an instrument to simultaneously manipulate and monitor neural activity and behavior in the freely moving nematode Caenorhabditis elegans. We use the instrument to directly observe the relationship between sensory neuron activation, interneuron dynamics and locomotion in the mechanosensory circuit.\n\nPreviously in this journal, we presented an optogenetic illumination system capable of real-time light delivery with high spatial resolution to stimulate or inhibit specified targets in freely moving C. elegans [1]. This \""Colbert\"" system and others like it [2] have been instrumental in defining neural coding of several behaviors in C. elegans including chemotaxis [3], nociception [4] and the escape response [5]. Here we integrate the Colbert s ..."
10.1101/001123,"The axon initial segment of each cerebellar Purkinje cell is ensheathed by basket cell axons in a structure called the pinceau, which is largely devoid of chemical synapses and gap junctions. These facts and ultrastructural similarities with the axon cap of the teleost Mauthner cell led to the conjecture that the pinceau mediates ephaptic (via the extracellular field) inhibition. Korn and Axelrad published a study in 1980 in which they reported confirmation of this conjecture. We have analysed their results and show that most are likely to be explained by an artefactual signal arising from the massive stimulation of parallel fibres they employed. We reproduce their experiments and confirm that all of their results are consistent with this artefact. Their data therefore provide no evidence regarding the operation of the pinceau."
10.1101/001156,"The aim of the present study was to determine whether or not walking speed affects temporal perception. It was hypothesized that fast walking would reduce the perceived length of time while slow walking increase production estimates. 16 healthy subjects were included. After a first << calibration >> phase allowing the determination of different walking speeds, the subjects were instructed to demonstrate periods of time or << target times >> of 3s and 7s, by a walking movement. Then, subjects were asked to simulate walking by raising one foot after the other without advancing. Finally, a third condition, Motionless, involved producing the target times while standing without movement. The results of this study suggest that movement does influence the perception of time, causing an overestimation of time. In agreement with the results of Denner et al. (1963) the subjects produced times which were longer than the target times."
10.1101/001198,"Human brain anatomy is strikingly diverse and highly inheritable: genetic factors may explain up to 80% of its variability. Prior studies have tried to detect genetic variants with a large effect on neuroanatomical diversity, but those currently identified account for <5% of the variance. Here we show, based on our analyses of neuroimaging and whole-genome genotyping data from 1,765 subjects, that up to 54% of this heritability is captured by large numbers of single nucleotide polymorphisms of small effect spread throughout the genome, especially within genes and close regulatory regions. The genetic bases of neuroanatomical diversity appear to be relatively independent of those of body size (height), but shared with those of verbal intelligence scores. The study of this genomic architecture should help us better understand brain evolution and disease."
10.1101/001214,"We analyze the scaling and cost-performance characteristics of current and projected connectomics approaches, with reference to the potential implications of recent advances in diverse contributing fields. Three generalized strategies for dense connectivity mapping at the scale of whole mammalian brains are considered: electron microscopic axon tracing, optical imaging of combinatorial molecular markers at synapses, and bulk DNA sequencing of trans-synaptically exchanged nucleic acid barcode pairs. Due to advances in parallel-beam instrumentation, whole mouse brain electron microscopic image acquisition could cost less than $100 million, with total costs presently limited by image analysis to trace axons through large image stacks. Optical microscopy at 50-100 nm isotropic resolution could potentially read combinatorially multiplexed molecular information from individual synapses, which could indicate the identifies of the pre-synaptic and post-synaptic cells without relying on axon tracing. An optical approach to whole mouse brain connectomics may be achievable for less than $10 million and could be enabled by emerging technologies to sequence nucleic acids in-situ in fixed tissue via fluorescent microscopy. Novel strategies relying on bulk DNA sequencing, which would extract the connectome without direct imaging of the tissue, could produce a whole mouse brain connectome for $100k-$1 million or a mouse cortical connectome for $10k-$100k. Anticipated further reductions in the cost of DNA sequencing could lead to a $1000 mouse cortical connectome."
10.1101/000968,"In functional connectivity analyses in BOLD (blood oxygenation level dependent) fMRI data, there is an ongoing debate on whether to correct global signals in fMRI time series data. Although the discussion has been ongoing in the fMRI community since the early days of fMRI data analyses, this subject has gained renewed attention in recent years due to the surging popularity of functional connectivity analyses, in particular graph theory-based network analyses. However, the impact of correcting (or not correcting) for global signals has not been systematically characterized in the context of network analyses. Thus, in this work, I examined the effect of global signal correction on an fMRI network analysis. In particular, voxel-based resting-state fMRI networks were constructed with and without global signal correction. The resulting functional connectivity networks were compared. Without global signal correction, the distributions of the correlation coefficients were positively biased. I also found that, without global signal correction, nodes along the interhemisphic fissure were highly connected whereas some nodes and subgraphs around white-matter tracts became disconnected from the rest of the network. These results from this study show differences between the networks with or without global signal correction."
10.1101/001586,"The Data Rate Theorem carries deep implications for theories of embodied cognition, extensions providing a spectrum of necessary conditions dynamic statistical models useful in empirical studies. A large deviations argument, however, implies that the regulation and stabilization of such systems is itself an interpenetrating phenomenon necessarily convoluted with embodied cognition. For humans, the central regulatory role of culture has long been known. Although a ground-state collapse analogous to generalized anxiety appears ubiquitous to such systems, lack of cultural modulation in real-time automatons or distributed cognition man-machine  cockpits makes them subject to a pathology under which  all possible targets are enemies."
10.1101/001636,"Dorsal Hippocampal neurons provide an allocentric map of space1, characterized by three key properties. First, their firing is spatially selective1-3, termed a rate code. Second, as animals traverse through place fields, neurons sustain elevated firing rates for long periods, however this has received little attention. Third the theta-phase of spikes within this sustained activity varies with animals location, termed phase-precession or a temporal code4-10. The precise relationship between these properties and the mechanisms governing them are not understood, although distal visual cues (DVC) are thought to be sufficient to reliably elicit them2,3. Hence, we measured rat CA1 neurons activity during random foraging in two-dimensional VR--where only DVC provide consistent allocentric location information-- and compared it with their activity in real world (RW). Surprisingly, we found little spatial selectivity in VR. This is in sharp contrast to robust spatial selectivity commonly seen in one-dimensional RW and VR7-11, or two-dimensional RW1-3. Despite this, neurons in VR generated approximately two-second long phase precessing spike sequences, termed \""hippocampal motifs\"". Motifs, and \""Motif-fields\"", an aggregation of all motifs of a neuron, had qualitatively similar properties including theta-scale temporal coding in RW and VR, but the motifs were far less spatially localized in VR. These results suggest that intrinsic, network mechanisms generate temporally coded hippocampal motifs, which can be dissociated from their spatial selectivity. Further, DVC alone are insufficient to localize motifs spatially to generate a robust rate code."
10.1101/000224,"This is an attempt to account for the insolubility and/or aggregation of prions and plaques in terms of a model of water consisting of an equilibrium between high density and low density microdomains. Hydrophobic molecules, including proteins, accumulate selectively into stable populations, enriched in high density water, at charged sites on biopolymers. In enriched high density water, proteins are probably partially unfolded and may precipitate out when released. All extracellular matrices contain such charged polymers. Prions, which have been shown to accumulate in soils and clays containing silicates and aluminates also probably accumulate in extracellular matrices.\n\nRelease of proteins follows hydrolysis of the charged groups by highly reactive high density water. This is normally a slow process but is greatly accelerated by urea. Plaques may form with age and disease because of accumulation of urea and, perhaps, glucose in the blood. This favours precipitation of proteins emerging from matrices, rather than refolding and solution. Dialysis should, therefore, interfere with plaque formation and impede the development of some age-related diseases."
10.1101/000679,"Telomeres comprise the distal ends of eukaryotic chromosomes, serve to maintain genomic integrity and are extended by the ribonucleoprotein telomerase. Recent evidence indicates that telomeres are transcribed to generate long non-coding RNAs (lncRNAs) and that these transcripts (TERRA) may inhibit telomerase activity. In this study we assessed telomerase activity and telomeric lncRNA expression in a mouse model of skeletal myogenesis. Using the C2C12 cell line we demonstrated decreased telomerase activity during differentiation into terminally-differentiated skeletal myotubes. Despite existing in a post-mitotic state, residual telomerase activity remained in C2C12 myotubes, indicating a role independent of telomere extension. Telomeric transcripts were detected in both myoblasts and myotubes, with reduced expression during differentiation correlating with reduced telomerase expression. Our data indicate that in a mouse model of skeletal myogenesis TERRA expression does not reduce telomerase activity, suggesting that their relationship is more complex than originally perceived; the role of telomeric derived lncRNAs in relation to telomerase activity may be cell-type specific. These findings raise the possibility for novel non-telomerase regulatory function for TERRA-lncRNAs during skeletal myogenesis."
10.1101/000869,"Both type III effector proteins and non-ribosomal peptide toxins play important roles for Pseudomonas syringae pathogenicity in host plants, but whether and how these virulence pathways interact to promote infection remains unclear. Genomic evidence from one clade of P. syringae suggests a tradeoff between the total number of type III effector proteins and presence of syringomycin, syringopeptin, and syringolin A toxins. Here we report the complete genome sequence from P. syringae CC1557, which contains the lowest number of known type III effectors to date and has also acquired genes similar to sequences encoding syringomycin pathways from other strains. We demonstrate that this strain is pathogenic on Nicotiana benthamiana and that both the type III secretion system and a new type III effector family, hopBJ1, contribute to virulence. We further demonstrate that virulence activity of HopBJ1 is dependent on similar catalytic sites as the E. coli CNF1 toxin. Taken together, our results provide additional support for a negative correlation between type III effector repertoires and the potential to produce syringomycin-like toxins while also highlighting how genomic synteny and bioinformatics can be used to identify and characterize novel virulence proteins."
10.1101/001040,"Key biological properties such as high genetic diversity and high evolutionary rate enhance the potential of certain RNA viruses to adapt and emerge. Identifying viruses with these properties in their natural hosts could dramatically improve disease forecasting and surveillance. Recently, we discovered two novel members of the viral family Arteriviridae: simian hemorrhagic fever virus (SHFV)-krc1 and SHFV-krc2, infecting a single wild red colobus (Procolobus rufomitratus tephrosceles) in Kibale National Park, Uganda. Nearly nothing is known about the biological properties of SHFVs in nature, although the SHFV type strain, SHFV-LVR, has caused devastating outbreaks of viral hemorrhagic fever in captive macaques. Here we detected SHFV-krc1 and SHFV-krc2 in 40% and 47% of 60 wild red colobus tested, respectively. We found viral loads in excess of 106 - 107 RNA copies per milliliter of blood plasma for each of these viruses. SHFV-krc1 and SHFV-krc2 also showed high genetic diversity at both the inter- and intra-host levels. Analyses of synonymous and non-synonymous nucleotide diversity across viral genomes revealed patterns suggestive of positive selection in SHFV open reading frames (ORF) 5 (SHFV-krc2 only) and 7 (SHFV-krc1 and SHFV-krc2). Thus, these viruses share several important properties with some of the most rapidly evolving, emergent RNA viruses."
10.1101/001362,"Horizontal gene transfer often leads to phenotypic changes within recipient organisms independent of any immediate evolutionary benefits. While secondary phenotypic effects of horizontal transfer (i.e. changes in growth rates) have been demonstrated and studied across a variety of systems using relatively small plasmid and phage, little is known about how size of the acquired region affects the magnitude or number of such costs. Here we describe an amazing breadth of phenotypic changes which occur after a large-scale horizontal transfer event (~1Mb megaplasmid) within Pseudomonas stutzeri including sensitization to various stresses as well as changes in bacterial behavior. These results highlight the power of horizontal transfer to shift pleiotropic relationships and cellular networks within bacterial genomes. They also provide an important context for how secondary effects of transfer can bias evolutionary trajectories and interactions between species. Lastly, these results and system provide a foundation to investigate evolutionary consequences in real time as newly acquired regions are ameliorated and integrated into new genomic contexts."
10.1101/000513,"In vertebrates, the interferon (IFN) response is the primary form of innate antiviral defense. Previously (2005), a partial cDNA which could encode an interferon-like protein (IntlP) is reported in shrimp, later Rosa et al. (2008) argue that this partial cDNA should encode a portion of insect mitochondrial ATP synthase (MAS) B-chain. Recently (2009), it is demonstrated IntlP also possess antibacterial activity beside antiviral activity reported before. Lacking of a consensus opinion to the question of whether this gene encodes IntlP or MAS, we try to provide more evidences to identify this gene exactly. Here we obtain the full length cDNAs of IntlP/ MAS in Litopenaeus vannamei, and perform the tissue distribution and induced expression analysis. Our results confirm that IntlP is coded by a mistaken ORF and the actual protein indeed is a L. vannamei mitochondrial ATP synthase (LvMAS) whose function is unknown in antiviral responses."
10.1101/000604,"Despite decades of research, thousands of studies and numerous advances, the etiologies of Alzheimers Disease (AD), Parkinsons Disease (PD), Huntingtons Disease (HD), Amyotrophic Lateral Sclerosis (ALS), Frontotemporal Lobar Degeneration (FTLD-U), Creutzfeldt-Jakob Disease (CJD), Reactive Systemic Amyloidosis (RSA) and many other neurodegenerative and systemic amyloid diseases have not been defined, nor have the pathogenic mechanisms leading to cellular death and disease. Moreover, the biological functions of APP/amyloid-{beta} (A{beta}), tau, -synuclein, huntingtin, TAR DNA-binding protein 43 (TDP-43), prion protein (PrP), amyloid A (AA) and some of the other primary proteins implicated in amyloid diseases are not known. And, there are no successful preventive or therapeutic approaches. Based on a comprehensive analysis and new interpretation of the existing data in context of an evolutionary framework, it is proposed that: (i) A{beta}, tau, -synuclein, huntingtin, TDP-43, PrP and AA are members of the innate immune system, (ii) the isomeric conformational changes of these proteins and their assembly into various oligomers, plaques, and tangles are not protein misfolding events as defined for decades, nor are they prion-replication activities, but part of their normal, evolutionarily selected innate immune repertoire, and (iii) the immune reactions and activities associated with the function of these proteins in innate immunity lead to AD, PD, HD, ALS, CJD, RSA and other related diseases, which are innate immunity disorders."
10.1101/000844,"The genomic data that can be collected from a single DNA molecule by the best chemical and optical methods (e.g., using technologies from OpGen, BioNanoGenomics, NABSys, PacBio, etc.) are badly corrupted by many poorly understood noise processes. Thus, single molecule technology derives its utility through powerful probabilistic modeling, which can provide precise lower and upper bounds on various experimental parameters to create the correct map or validate sequence assembly. As an example, this analysis shows how as the number of \""imaged\"" single molecules (i.e., coverage) is increased in the optical mapping data, the probability of successful computation of the map jumps from 0 to 1 for fairly small number of molecules."
10.1101/000935,"Lebers Hereditary Optic Neuropathy (LHON) appears as an enigmatic condition; affecting only certain families and often causing a severe loss of vision seemingly at random amongst family members. The first breakthrough came in 1988 with the linking of the condition to a mutation in the mitochondrial DNA (mtDNA). Now it is known that about 90% of cases are linked to 3 mutations. In this paper the hypothesis is suggested that a LHON mutation decreases the function of the mitochondrial enzyme, Complex I, by 50% and this alone critically endangers the survival of cells - especially the fragile cells of the optic nerves. A computer model has been written to illustrate how the hypothesis can produce a natural history for the condition of LHON that has features similar to those observed in practice; thereby successfully explaining the behaviour of this enigmatic condition."
10.1101/000042,"We are entering the era of ubiquitous genetic information for research, clinical care, and personal curiosity. Sharing these datasets is vital for rapid progress in understanding the genetic basis of human diseases. However, one growing concern is the ability to protect the genetic privacy of the data originators. Here, we technically map threats to genetic privacy and discuss potential mitigation strategies for privacy-preserving dissemination of genetic data.\n\nAbout the AuthorsYaniv Erlich is a Fellow at the Whitehead Institute for Biomedical Research. Erlich received his Ph.D. from Cold Spring Harbor Laboratory in 2010 and B.Sc. from Tel-Aviv University in 2006. Prior to that, Erlich worked in computer security and was responsible for conducting penetration tests on financial institutes and commercial companies. Dr. Erlichs research involves developing new algorithms for computational human genetics.\n\nArvind Narayanan is an Assistant Professor in the Department of Computer Science and the Center for Information Technology and Policy at Princeton. He studies information privacy and security. His research has shown that data anonymization is broken in fundamental ways, for which he jointly received the 2008 Privacy Enhancing Technologies Award. His current research interests include building a platform for privacy-preserving data sharing.\n\nSummaryO_LIBroad data dissemination is essential for advancements in genetics, but also brings to light concerns regarding privacy.\nC_LIO_LIPrivacy breaching techniques work by cross-referencing two or more pieces of information to gain new, potentially undesirable knowledge on individuals or their families.\nC_LIO_LIBroadly speaking, the main routes to breach privacy are identity tracing, attribute disclosure, and completion of sensitive DNA information.\nC_LIO_LIIdentity tracing exploits quasi-identifiers in the DNA data or metadata to uncover the identity of an unknown genetic dataset.\nC_LIO_LIAttribute disclosure techniques work on known DNA datasets. They use the DNA information to link the identity of a person with a sensitive phenotype.\nC_LIO_LICompletion techniques also work on known DNA data. They try to uncover sensitive genomic areas that were masked to protect the participant.\nC_LIO_LIIn the last few years, we have witnessed a rapid growth in the range of techniques and tools to conduct these privacy-breaching attacks. Currently, most of the techniques are beyond the reach of the general public, but can be executed by trained persons with varying degrees of effort.\nC_LIO_LIThere is considerable debate regarding risk management. One camp supports a pragmatic, ad-hoc approach of privacy by obscurity and the other supports a systematic, mathematically-backed approach of privacy by design.\nC_LIO_LIPrivacy by design algorithms include access control, differential privacy, and cryptographic techniques. So far, data custodians of genetic databases mainly adopted access control as a mitigation strategy.\nC_LIO_LINew developments in cryptographic techniques may usher in an additional arsenal of security by design techniques.\nC_LI"
10.1101/000802,"An approach for generating high-resolution a priori maximum parsimony Y-chromosome (chrY) phylogenies based on SNP and small INDEL variant data from massively-parallel short-read (next-generation) sequencing data is described; the tree-generation methodology produces annotations localizing mutations to individual branches of the tree, along with indications of mutation placement uncertainty in cases for which \""no-calls\"" (through lack of mapped reads or otherwise) at particular site precludes a precise placement of the mutation. The approach leverages careful variant site filtering and a novel iterative reweighting procedure to generate high-accuracy trees while considering variants in regions of chrY that had previously been excluded from analyses based on short-read sequencing data. It is argued that the proposed approach is also superior to previous region-based filtering approaches in that it adapts to the quality of the underlying data and will automatically allow the scope of sites considered to expand as the underlying data quality improves (e.g. through longer read lengths). Key related issues, including calling of genotypes for the hemizygous chrY, reliability of variant results, read mismappings and \""heterozygous\"" genotype calls, and the mutational stability of different variants are discussed and taken into account. The methodology is demonstrated through application to a dataset consisting of 1292 male samples from diverse populations and haplogroups, with the majority coming from low-coverage sequencing by the 1000 Genomes Project. Application of the tree-generation approach to these data produces a tree involving over 120,000 chrY variant sites (about 45,000 sites if singletons are excluded). The utility of this approach in refining the Y-chromosome phylogenetic tree is demonstrated by examining results for several haplogroups. The results indicate a number of new branches on the Y-chromosome phylogenetic tree, many of them subdividing known branches, but also including some that inform the presence of additional levels along the trunk of the tree. Finally, opportunities for extensions of this phylogenetic analysis approach to other types of genetic data are examined."
10.1101/001388,"Genomics is increasingly being used to investigate disease outbreaks, but an important question remains unanswered - how well do genomic data capture known transmission events, particularly for pathogens with long carriage periods or large within-host population sizes? Here we present a novel Bayesian approach to reconstruct densely-sampled outbreaks from genomic data whilst considering within-host diversity. We infer a time-labelled phylogeny using BEAST, then infer a transmission network via a Monte-Carlo Markov Chain. We find that under a realistic model of within-host evolution, reconstructions of simulated outbreaks contain substantial uncertainty even when genomic data reflect a high substitution rate. Reconstruction of a real-world tuberculosis outbreak displayed similar uncertainty, although the correct source case and several clusters of epidemiologically linked cases were identified. We conclude that genomics cannot wholly replace traditional epidemiology, but that Bayesian reconstructions derived from sequence data may form a useful starting point for a genomic epidemiology investigation."
10.1101/001479,"Recent advances in sequencing technology have helped unveil the unexpected complexity and diversity of small RNAs. A critical step in small RNA library preparation for sequencing is the ligation of adapter sequences to both the 5 and 3 ends of small RNAs. Two widely used protocols for small RNA library preparation, Illumina v1.5 and Illumina TruSeq, use different pairs of adapter sequences. In this study, we compare the results of small RNA-sequencing between v1.5 and TruSeq and observe a striking differential bias. Nearly 100 highly expressed microRNAs (miRNAs) are >5-fold differentially detected and 48 miRNAs are >10-fold differentially detected between the two methods of library preparation. In fact, some miRNAs, such as miR-24-3p, are over 30-fold differentially detected. The results are reproducible across different sequencing centers (NIH and UNC) and both major Illumina sequencing platforms, GAIIx and HiSeq. While some level of bias in library preparation is not surprising, the apparent massive differential bias between these two widely used adapter sets is not well appreciated. As increasingly more laboratories transition to the newer TruSeq-based library preparation for small RNAs, researchers should be aware of the extent to which the results may differ from previously published results using v1.5."
10.1101/001511,"The additive genetic effect is arguably the most important quantity inferred in animal and plant breeding analyses. The term effect indicates that it represents causal information, which is different from standard statistical concepts as regression coefficient and association. The process of inferring causal information is also different from standard statistical learning, as the former requires causal (i.e. non-statistical) assumptions and involves extra complexities. Remarkably, the task of inferring genetic effects is largely seen as a standard regression/prediction problem, contradicting its label. This widely accepted analysis approach is by itself insufficient for causal learning, suggesting that causality is not the point for selection. Given this incongruence, it is important to verify if genomic predictors need to represent causal effects to be relevant for selection decisions, especially because applying regression studies to answer causal questions may lead to wrong conclusions. The answer to this question defines if genomic selection models should be constructed aiming maximum genomic predictive ability or aiming identifiability of genetic causal effects. Here, we demonstrate that selection relies on a causal effect from genotype to phenotype, and that genomic predictors are only useful for selection if they distinguish such effect from other sources of association. Conversely, genomic predictors capturing non-causal signals provide information that is less relevant for selection regardless of the resulting predictive ability. Focusing on covariate choice decision, simulated examples are used to show that predictive ability, which is the criterion normally used to compare models, may not indicate the quality of genomic predictors for selection. Additionally, we propose using alternative criteria to construct models aiming for the identification of the genetic causal effects."
10.1101/000026,"Adaptation in response to selection on polygenic phenotypes occurs via subtle allele frequencies shifts at many loci. Current population genomic techniques are not well posed to identify such signals. In the past decade, detailed knowledge about the specific loci underlying polygenic traits has begun to emerge from genome-wide association studies (GWAS). Here we combine this knowledge from GWAS with robust population genetic modeling to identify traits that have undergone local adaptation. Using GWAS data, we estimate the mean additive genetic value for a give phenotype across many populations as simple weighted sums of allele frequencies. We model the expected differentiation of GWAS loci among populations under neutrality to develop simple tests of selection across an arbitrary number of populations with arbitrary population structure. To find support for the role of specific environmental variables in local adaptation we test for correlations with the estimated genetic values. We also develop a general test of local adaptation to identify overdispersion of the estimated genetic values values among populations. This test is a natural generalization of QST /FST comparisons based on GWAS predictions. Finally we lay out a framework to identify the individual populations or groups of populations that contribute to the signal of overdispersion. These tests have considerably greater power than their single locus equivalents due to the fact that they look for positive covariance between like effect alleles. We apply our tests to the human genome diversity panel dataset using GWAS data for six different traits. This analysis uncovers a number of putative signals of local adaptation, and we discuss the biological interpretation and caveats of these results."
