source,doi,posted_date,covid_preprint,score,tweets,blogs,news,wikipedia
bioRxiv,10.1101/2020.01.13.903807,2020-01-14,FALSE,0.25,1,0,0,0
bioRxiv,10.1101/2020.01.12.901694,2020-01-14,FALSE,26.75,53,0,0,0
bioRxiv,10.1101/2020.01.13.905174,2020-01-14,FALSE,18.15,32,0,0,0
bioRxiv,10.1101/2020.01.13.904185,2020-01-15,FALSE,33.05,50,0,0,0
bioRxiv,10.1101/2020.01.13.905216,2020-01-14,FALSE,0.75,3,0,0,0
bioRxiv,10.1101/2020.01.14.906420,2020-01-15,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.01.13.903880,2020-01-15,FALSE,1.5,5,0,0,0
bioRxiv,10.1101/2020.01.15.907360,2020-01-15,FALSE,10.75,2,0,1,0
bioRxiv,10.1101/2020.01.15.906248,2020-01-15,FALSE,4.45,9,0,0,0
bioRxiv,10.1101/2020.01.13.905406,2020-01-14,FALSE,1.25,4,0,0,0
bioRxiv,10.1101/2020.01.13.903070,2020-01-14,FALSE,4.2,8,0,0,0
bioRxiv,10.1101/2020.01.12.903104,2020-01-14,FALSE,13.1,18,0,0,0
bioRxiv,10.1101/2020.01.12.903054,2020-01-14,FALSE,0.25,1,0,0,0
bioRxiv,10.1101/2020.01.12.903260,2020-01-14,FALSE,7.4,12,0,0,0
bioRxiv,10.1101/2020.01.12.903302,2020-01-14,FALSE,16.2,28,0,0,0
bioRxiv,10.1101/2020.01.12.903609,2020-01-14,FALSE,1.25,3,0,0,0
bioRxiv,10.1101/2020.01.14.904748,2020-01-14,FALSE,1,3,0,0,0
bioRxiv,10.1101/2020.01.14.905232,2020-01-15,FALSE,17.25,36,0,0,0
bioRxiv,10.1101/2020.01.13.905596,2020-01-14,FALSE,0.75,3,0,0,0
bioRxiv,10.1101/2020.01.14.906693,2020-01-15,FALSE,23.15,38,0,0,0
bioRxiv,10.1101/2020.01.13.905240,2020-01-14,FALSE,5.7,10,0,0,0
bioRxiv,10.1101/2020.01.08.898270,2020-01-08,FALSE,1,4,0,0,0
bioRxiv,10.1101/2020.01.01.892505,2020-01-02,FALSE,2.85,7,0,0,0
bioRxiv,10.1101/2020.01.08.883009,2020-01-08,FALSE,1.25,5,0,0,0
bioRxiv,10.1101/2020.01.08.898205,2020-01-09,FALSE,3.6,9,0,0,0
bioRxiv,10.1101/2020.01.09.900142,2020-01-09,FALSE,0.75,3,0,0,0
bioRxiv,10.1101/2020.01.13.904219,2020-01-14,FALSE,1.5,3,0,0,0
bioRxiv,10.1101/2020.01.11.899658,2020-01-14,FALSE,0.75,2,0,0,0
bioRxiv,10.1101/2020.01.13.905315,2020-01-14,FALSE,8.05,12,0,0,0
bioRxiv,10.1101/2020.01.08.898254,2020-01-09,FALSE,1,3,0,0,0
bioRxiv,10.1101/2020.01.14.905497,2020-01-15,FALSE,13.1,21,0,0,0
bioRxiv,10.1101/2020.01.13.904664,2020-01-14,FALSE,0.75,2,0,0,0
bioRxiv,10.1101/2020.01.14.905729,2020-01-14,FALSE,52.6,75,0,1,0
bioRxiv,10.1101/2020.01.15.907279,2020-01-15,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.01.13.905034,2020-01-14,FALSE,11.85,29,0,0,0
bioRxiv,10.1101/2020.01.13.904524,2020-01-14,FALSE,5,10,0,0,0
bioRxiv,10.1101/2020.01.14.905810,2020-01-15,FALSE,3.45,7,0,0,0
bioRxiv,10.1101/2020.01.14.904383,2020-01-15,FALSE,12.55,25,0,0,0
bioRxiv,10.1101/2020.01.13.904649,2020-01-14,FALSE,10.08,8,1,0,0
bioRxiv,10.1101/2020.01.14.906198,2020-01-14,FALSE,3.25,8,0,0,0
bioRxiv,10.1101/2020.01.15.906032,2020-01-15,FALSE,4.45,8,0,0,0
bioRxiv,10.1101/2020.01.15.906685,2020-01-15,FALSE,6.15,9,0,0,0
bioRxiv,10.1101/2020.01.13.904342,2020-01-14,FALSE,1.25,4,0,0,0
bioRxiv,10.1101/2020.01.14.906255,2020-01-15,FALSE,3.5,7,0,0,0
bioRxiv,10.1101/2020.01.13.904318,2020-01-14,FALSE,0.75,3,0,0,0
bioRxiv,10.1101/2020.01.14.905547,2020-01-15,FALSE,2.5,7,0,0,0
bioRxiv,10.1101/2020.01.15.907287,2020-01-15,FALSE,1.5,5,0,0,0
bioRxiv,10.1101/2020.01.13.902775,2020-01-14,FALSE,0.75,2,0,0,0
bioRxiv,10.1101/2020.01.14.905844,2020-01-14,FALSE,15.15,23,0,0,0
bioRxiv,10.1101/2020.01.12.903724,2020-01-14,FALSE,2,4,0,0,0
bioRxiv,10.1101/2020.01.14.900688,2020-01-14,FALSE,40.08,44,1,0,0
bioRxiv,10.1101/2020.01.14.906750,2020-01-14,FALSE,1.75,4,0,0,0
bioRxiv,10.1101/2020.01.15.907311,2020-01-15,FALSE,7.934,3,1,0,0
bioRxiv,10.1101/2020.01.13.904698,2020-01-14,FALSE,1.25,4,0,0,0
bioRxiv,10.1101/2020.01.14.906263,2020-01-14,FALSE,0.75,2,0,0,0
bioRxiv,10.1101/2020.01.13.905612,2020-01-14,FALSE,0.25,1,0,0,0
bioRxiv,10.1101/2020.01.13.903906,2020-01-14,FALSE,7.95,10,0,0,0
bioRxiv,10.1101/2020.01.13.903757,2020-01-14,FALSE,9.55,19,0,0,0
bioRxiv,10.1101/2020.01.13.904490,2020-01-14,FALSE,9.35,17,0,0,0
bioRxiv,10.1101/2020.01.14.905968,2020-01-14,FALSE,2.5,5,0,0,0
bioRxiv,10.1101/2020.01.13.905562,2020-01-14,FALSE,1.75,5,0,0,0
bioRxiv,10.1101/2020.01.13.904540,2020-01-14,FALSE,15.8,27,0,0,0
bioRxiv,10.1101/2020.01.14.906768,2020-01-14,FALSE,3.1,6,0,0,0
bioRxiv,10.1101/2020.01.13.905067,2020-01-14,FALSE,0.25,1,0,0,0
bioRxiv,10.1101/2020.01.13.904201,2020-01-14,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.01.13.905380,2020-01-14,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.01.14.906438,2020-01-15,FALSE,1.85,5,0,0,0
bioRxiv,10.1101/2020.01.13.905166,2020-01-14,FALSE,4.95,12,0,0,0
bioRxiv,10.1101/2020.01.14.906347,2020-01-14,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.01.14.902510,2020-01-14,FALSE,7.684,2,1,0,0
bioRxiv,10.1101/2020.01.14.905661,2020-01-15,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.01.13.900647,2020-01-14,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.01.13.904896,2020-01-14,FALSE,2.1,3,0,0,0
bioRxiv,10.1101/2020.01.13.904656,2020-01-14,FALSE,0.25,1,0,0,0
bioRxiv,10.1101/2020.01.15.903237,2020-01-15,FALSE,5.1,8,0,0,0
bioRxiv,10.1101/2020.01.14.900381,2020-01-14,FALSE,28.65,42,0,0,0
bioRxiv,10.1101/2020.01.14.900506,2020-01-14,FALSE,0.25,1,0,0,0
bioRxiv,10.1101/2020.01.14.906446,2020-01-15,FALSE,0.25,1,0,0,0
bioRxiv,10.1101/2020.01.14.906396,2020-01-15,FALSE,1.75,3,0,0,0
bioRxiv,10.1101/2020.01.13.904565,2020-01-14,FALSE,9.25,16,0,0,0
bioRxiv,10.1101/2020.01.13.903872,2020-01-14,FALSE,2.75,7,0,0,0
bioRxiv,10.1101/2020.01.14.906214,2020-01-15,FALSE,0.25,1,0,0,0
bioRxiv,10.1101/2020.01.13.905588,2020-01-14,FALSE,0.75,3,0,0,0
bioRxiv,10.1101/2020.01.13.905125,2020-01-14,FALSE,7.2,16,0,0,0
bioRxiv,10.1101/2020.01.15.897066,2020-01-15,FALSE,106.05,190,0,0,0
bioRxiv,10.1101/2020.01.15.907253,2020-01-15,FALSE,0.75,3,0,0,0
bioRxiv,10.1101/2020.01.14.903849,2020-01-14,FALSE,32.45,55,0,0,0
bioRxiv,10.1101/2020.01.14.906321,2020-01-14,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.01.14.904409,2020-01-14,FALSE,17.434,17,1,0,0
bioRxiv,10.1101/2020.01.15.905224,2020-01-15,FALSE,3,5,0,0,0
medRxiv,10.1101/2020.01.14.20017384,2020-01-18,FALSE,16.1,22,0,0,0
medRxiv,10.1101/2020.01.15.20017715,2020-01-18,FALSE,0.25,1,0,0,0
medRxiv,10.1101/2020.01.14.20017467,2020-01-18,FALSE,0.5,2,0,0,0
medRxiv,10.1101/2020.01.15.20017699,2020-01-18,FALSE,9.3,16,0,0,0
medRxiv,10.1101/2020.01.14.20017434,2020-01-18,FALSE,0.25,1,0,0,0
medRxiv,10.1101/2020.01.15.20017558,2020-01-18,FALSE,0.25,1,0,0,0
medRxiv,10.1101/2020.01.14.20017509,2020-01-18,FALSE,3.85,8,0,0,0
medRxiv,10.1101/2020.01.16.20017780,2020-01-18,FALSE,0.75,2,0,0,0
medRxiv,10.1101/2020.01.17.20017939,2020-01-18,FALSE,14.55,27,0,0,0
medRxiv,10.1101/2020.01.17.20017913,2020-01-18,FALSE,0.25,1,0,0,0
medRxiv,10.1101/2020.01.16.20017772,2020-01-18,FALSE,9.4,15,0,0,0
medRxiv,10.1101/2020.01.17.20017863,2020-01-18,FALSE,0.25,1,0,0,0
medRxiv,10.1101/2020.01.16.20017707,2020-01-18,FALSE,10.75,16,0,0,0
bioRxiv,10.1101/2020.01.13.904979,2020-01-14,FALSE,19.48,23,1,0,0
bioRxiv,10.1101/2020.01.13.903542,2020-01-14,FALSE,43.9,77,0,0,0
bioRxiv,10.1101/2020.01.15.906891,2020-01-15,FALSE,0,0,0,0,0
bioRxiv,10.1101/2020.01.14.905075,2020-01-15,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.01.13.905356,2020-01-14,FALSE,5.5,7,0,0,0
bioRxiv,10.1101/2020.01.13.903781,2020-01-14,FALSE,0.75,3,0,0,0
bioRxiv,10.1101/2020.01.08.899617,2020-01-15,FALSE,1.75,4,0,0,0
bioRxiv,10.1101/2020.01.15.908160,2020-01-15,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.01.14.906370,2020-01-15,FALSE,15.9,23,0,0,0
bioRxiv,10.1101/2020.01.14.906297,2020-01-14,FALSE,2.6,8,0,0,0
bioRxiv,10.1101/2020.01.15.907873,2020-01-15,FALSE,9.5,17,0,0,0
bioRxiv,10.1101/2020.01.15.907097,2020-01-15,FALSE,11.75,23,0,0,0
bioRxiv,10.1101/2020.01.13.904607,2020-01-14,FALSE,1.5,3,0,0,0
bioRxiv,10.1101/2020.01.14.906990,2020-01-15,FALSE,0.75,2,0,0,0
bioRxiv,10.1101/2020.01.13.904854,2020-01-14,FALSE,9.2,12,0,0,0
bioRxiv,10.1101/2020.01.14.907105,2020-01-15,FALSE,0.75,3,0,0,0
bioRxiv,10.1101/2020.01.14.905919,2020-01-15,FALSE,8.784,3,1,0,0
bioRxiv,10.1101/2020.01.14.906537,2020-01-15,FALSE,1.5,5,0,0,0
bioRxiv,10.1101/2020.01.14.905992,2020-01-15,FALSE,14.634,13,1,0,0
bioRxiv,10.1101/2020.01.14.906560,2020-01-15,FALSE,0.25,1,0,0,0
bioRxiv,10.1101/2020.01.15.906412,2020-01-15,FALSE,8.05,17,0,0,0
bioRxiv,10.1101/2020.01.15.907006,2020-01-15,FALSE,4,8,0,0,0
bioRxiv,10.1101/2020.01.13.903898,2020-01-14,FALSE,4.9,7,0,0,0
bioRxiv,10.1101/2020.01.14.906404,2020-01-15,FALSE,16.35,25,0,0,0
bioRxiv,10.1101/2020.01.15.906677,2020-01-15,FALSE,4.45,7,0,0,0
bioRxiv,10.1101/2020.01.13.903963,2020-01-14,FALSE,2.5,4,0,0,0
bioRxiv,10.1101/2020.01.14.905950,2020-01-15,FALSE,16.9,32,0,0,0
bioRxiv,10.1101/2020.01.15.907501,2020-01-15,FALSE,1.25,4,0,0,0
bioRxiv,10.1101/2020.01.14.905786,2020-01-15,FALSE,3.95,6,0,0,0
bioRxiv,10.1101/2020.01.14.907196,2020-01-15,FALSE,10.8,22,0,0,0
bioRxiv,10.1101/2020.01.15.907386,2020-01-15,FALSE,2,4,0,0,0
bioRxiv,10.1101/2020.01.14.906917,2020-01-15,FALSE,7.3,15,0,0,0
bioRxiv,10.1101/2020.01.14.904300,2020-01-15,FALSE,56.58,77,1,0,0
bioRxiv,10.1101/2020.01.15.907899,2020-01-15,FALSE,3.45,6,0,0,0
bioRxiv,10.1101/2020.01.14.906123,2020-01-14,FALSE,2.6,5,0,0,0
bioRxiv,10.1101/2020.01.14.906933,2020-01-15,FALSE,12.284,10,1,0,0
bioRxiv,10.1101/2020.01.13.904995,2020-01-14,FALSE,1,4,0,0,0
bioRxiv,10.1101/2020.01.12.903658,2020-01-14,FALSE,1.5,3,0,0,0
bioRxiv,10.1101/2020.01.12.903583,2020-01-14,FALSE,0.75,2,0,0,0
bioRxiv,10.1101/2020.01.15.907220,2020-01-15,FALSE,0.75,3,0,0,0
bioRxiv,10.1101/2020.01.14.906289,2020-01-14,FALSE,8.9,17,0,0,0
bioRxiv,10.1101/2020.01.14.905505,2020-01-15,FALSE,1.75,5,0,0,0
bioRxiv,10.1101/2020.01.13.905091,2020-01-14,FALSE,38.6,68,0,0,0
bioRxiv,10.1101/2020.01.13.905059,2020-01-14,FALSE,13.1,22,0,0,0
bioRxiv,10.1101/2020.01.14.905901,2020-01-15,FALSE,1.75,5,0,0,0
bioRxiv,10.1101/2020.01.14.906362,2020-01-15,FALSE,9.5,15,0,0,0
bioRxiv,10.1101/2020.01.15.908087,2020-01-15,FALSE,24.934,31,1,0,0
bioRxiv,10.1101/2020.01.14.906958,2020-01-15,FALSE,1.75,4,0,0,0
bioRxiv,10.1101/2020.01.14.905935,2020-01-15,FALSE,6.05,12,0,0,0
bioRxiv,10.1101/2020.01.12.903567,2020-01-14,FALSE,9.684,5,1,0,0
bioRxiv,10.1101/2020.01.13.900290,2020-01-14,FALSE,0.75,3,0,0,0
bioRxiv,10.1101/2020.01.13.905364,2020-01-14,FALSE,1.25,2,0,0,0
bioRxiv,10.1101/2020.01.14.906883,2020-01-15,FALSE,4.85,9,0,0,0
bioRxiv,10.1101/2020.01.13.901090,2020-01-14,FALSE,13.15,20,0,0,0
bioRxiv,10.1101/2020.01.14.907048,2020-01-15,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.01.14.905653,2020-01-15,FALSE,0,0,0,0,0
bioRxiv,10.1101/2020.01.15.908277,2020-01-15,FALSE,0.25,1,0,0,0
bioRxiv,10.1101/2020.01.15.907642,2020-01-15,FALSE,16.35,29,0,0,0
bioRxiv,10.1101/2020.01.15.907857,2020-01-15,FALSE,10.25,16,0,0,0
bioRxiv,10.1101/2020.01.14.906826,2020-01-14,FALSE,3.5,8,0,0,0
bioRxiv,10.1101/2020.01.14.901140,2020-01-15,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.01.15.907626,2020-01-15,FALSE,3.25,7,0,0,0
bioRxiv,10.1101/2020.01.15.905943,2020-01-15,FALSE,15.8,28,0,0,0
bioRxiv,10.1101/2020.01.14.906842,2020-01-15,FALSE,38.5,74,0,0,0
bioRxiv,10.1101/2020.01.14.905885,2020-01-15,FALSE,10.2,22,0,0,0
bioRxiv,10.1101/2020.01.14.906966,2020-01-15,FALSE,1.5,4,0,0,0
bioRxiv,10.1101/2020.01.14.904615,2020-01-15,FALSE,9.6,14,0,0,0
bioRxiv,10.1101/2020.01.14.905000,2020-01-15,FALSE,1,4,0,0,0
bioRxiv,10.1101/2020.01.14.905927,2020-01-15,FALSE,45.15,85,0,0,0
bioRxiv,10.1101/2020.01.14.905265,2020-01-15,FALSE,0.25,1,0,0,0
bioRxiv,10.1101/2020.01.14.905281,2020-01-15,FALSE,2.25,6,0,0,0
bioRxiv,10.1101/2020.01.14.905620,2020-01-15,FALSE,0.25,1,0,0,0
bioRxiv,10.1101/2020.01.14.906024,2020-01-15,FALSE,32.03,43,1,0,0
bioRxiv,10.1101/2020.01.14.906107,2020-01-15,FALSE,13.65,28,0,0,0
bioRxiv,10.1101/2020.01.15.896373,2020-01-15,FALSE,2,4,0,0,0
bioRxiv,10.1101/2020.01.14.906230,2020-01-15,FALSE,56.1,97,0,0,0
bioRxiv,10.1101/2020.01.15.898858,2020-01-15,FALSE,5.85,13,0,0,0
bioRxiv,10.1101/2020.01.15.907212,2020-01-15,FALSE,0.75,3,0,0,0
bioRxiv,10.1101/2020.01.15.907519,2020-01-15,FALSE,8.934,4,1,0,0
bioRxiv,10.1101/2020.01.15.906388,2020-01-15,FALSE,16.2,25,0,0,0
bioRxiv,10.1101/2020.01.15.898700,2020-01-15,FALSE,5.3,10,0,0,0
bioRxiv,10.1101/2020.01.15.907543,2020-01-15,FALSE,1,4,0,0,0
bioRxiv,10.1101/2020.01.15.907592,2020-01-15,FALSE,1.35,3,0,0,0
bioRxiv,10.1101/2020.01.15.907584,2020-01-15,FALSE,1.5,3,0,0,0
bioRxiv,10.1101/2020.01.15.907683,2020-01-15,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.01.15.907766,2020-01-15,FALSE,17.734,19,1,0,0
bioRxiv,10.1101/2020.01.15.907568,2020-01-15,FALSE,0.25,1,0,0,0
bioRxiv,10.1101/2020.01.15.907725,2020-01-15,FALSE,4.95,10,0,0,0
bioRxiv,10.1101/2020.01.15.907709,2020-01-15,FALSE,0.75,3,0,0,0
bioRxiv,10.1101/2020.01.15.908350,2020-01-15,FALSE,18.784,22,1,0,0
bioRxiv,10.1101/2020.01.14.906487,2020-01-15,FALSE,18.13,24,1,0,0
bioRxiv,10.1101/2020.01.15.907808,2020-01-15,FALSE,12.7,23,0,0,0
bioRxiv,10.1101/2020.01.15.905802,2020-01-15,FALSE,29,42,0,0,0
bioRxiv,10.1101/2020.01.14.905208,2020-01-15,FALSE,8.5,11,0,0,0
bioRxiv,10.1101/2020.01.14.905877,2020-01-15,FALSE,14.4,22,0,0,0
bioRxiv,10.1101/2020.01.15.907790,2020-01-15,FALSE,12.85,24,0,0,0
bioRxiv,10.1101/2020.01.07.897801,2020-01-08,FALSE,0.25,1,0,0,0
bioRxiv,10.1101/2020.01.15.908095,2020-01-16,FALSE,28.2,50,0,0,0
bioRxiv,10.1101/2020.01.15.907022,2020-01-16,FALSE,15.9,28,0,0,0
bioRxiv,10.1101/2020.01.15.908301,2020-01-16,FALSE,0.75,3,0,0,0
bioRxiv,10.1101/2020.01.15.908384,2020-01-16,FALSE,1.75,4,0,0,0
bioRxiv,10.1101/2020.01.16.907394,2020-01-16,FALSE,1.5,3,0,0,0
bioRxiv,10.1101/2020.01.16.906081,2020-01-16,FALSE,1,3,0,0,0
bioRxiv,10.1101/2020.01.15.908020,2020-01-16,FALSE,4.1,9,0,0,0
bioRxiv,10.1101/2020.01.16.907816,2020-01-16,FALSE,8.9,18,0,0,0
bioRxiv,10.1101/2020.01.16.908947,2020-01-16,FALSE,1.25,5,0,0,0
bioRxiv,10.1101/2020.01.15.907758,2020-01-16,FALSE,0.25,1,0,0,0
bioRxiv,10.1101/2020.01.14.906875,2020-01-15,FALSE,0.75,3,0,0,0
bioRxiv,10.1101/2020.01.14.906206,2020-01-15,FALSE,15.3,26,0,0,0
bioRxiv,10.1101/2020.01.16.909044,2020-01-17,FALSE,3,5,0,0,0
bioRxiv,10.1101/2020.01.15.908483,2020-01-16,FALSE,1.25,2,0,0,0
bioRxiv,10.1101/2020.01.16.908780,2020-01-16,FALSE,0.75,3,0,0,0
bioRxiv,10.1101/2020.01.16.908582,2020-01-16,FALSE,8.434,4,1,0,0
bioRxiv,10.1101/2020.01.15.908400,2020-01-16,FALSE,45,70,0,0,0
bioRxiv,10.1101/2020.01.15.908517,2020-01-16,FALSE,14.15,29,0,0,0
bioRxiv,10.1101/2020.01.15.908459,2020-01-16,FALSE,29.75,57,0,0,0
bioRxiv,10.1101/2020.01.16.907410,2020-01-17,FALSE,35.15,61,0,0,0
bioRxiv,10.1101/2020.01.16.909630,2020-01-16,FALSE,2,6,0,0,0
bioRxiv,10.1101/2020.01.16.908509,2020-01-17,FALSE,7.65,17,0,0,0
bioRxiv,10.1101/2020.01.16.909267,2020-01-16,FALSE,15.334,15,1,0,0
bioRxiv,10.1101/2020.01.15.908236,2020-01-16,FALSE,15.7,29,0,0,0
bioRxiv,10.1101/2020.01.16.908798,2020-01-16,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.01.16.908772,2020-01-16,FALSE,0.25,1,0,0,0
bioRxiv,10.1101/2020.01.16.908954,2020-01-16,FALSE,1,4,0,0,0
bioRxiv,10.1101/2020.01.14.904755,2020-01-14,FALSE,18.55,31,0,0,0
bioRxiv,10.1101/2020.01.13.897637,2020-01-14,FALSE,51.85,81,0,0,0
bioRxiv,10.1101/2020.01.11.902882,2020-01-16,FALSE,6.7,11,0,0,0
bioRxiv,10.1101/2020.01.10.901629,2020-01-16,FALSE,0.75,3,0,0,0
bioRxiv,10.1101/2020.01.14.906016,2020-01-14,FALSE,1.85,4,0,0,0
bioRxiv,10.1101/2020.01.15.901249,2020-01-15,FALSE,7.2,11,0,0,0
bioRxiv,10.1101/2020.01.14.905794,2020-01-15,FALSE,115.75,197,0,0,0
bioRxiv,10.1101/2020.01.14.907147,2020-01-15,FALSE,1.5,6,0,0,0
bioRxiv,10.1101/2020.01.15.905687,2020-01-15,FALSE,1.1,2,0,0,0
bioRxiv,10.1101/2020.01.10.902049,2020-01-16,FALSE,1,4,0,0,0
bioRxiv,10.1101/2020.01.12.902452,2020-01-16,FALSE,7.4,11,0,0,0
bioRxiv,10.1101/2020.01.14.905851,2020-01-15,FALSE,2,4,0,0,0
bioRxiv,10.1101/2020.01.14.905752,2020-01-15,FALSE,0,0,0,0,0
bioRxiv,10.1101/2020.01.14.906115,2020-01-14,FALSE,8.434,5,1,0,0
bioRxiv,10.1101/2020.01.10.896415,2020-01-16,FALSE,1.6,3,0,0,0
bioRxiv,10.1101/2020.01.14.907204,2020-01-15,FALSE,9.9,16,0,0,0
bioRxiv,10.1101/2020.01.15.900258,2020-01-16,FALSE,3.5,9,0,0,0
bioRxiv,10.1101/2020.01.15.906867,2020-01-15,FALSE,2.1,5,0,0,0
bioRxiv,10.1101/2020.01.15.907444,2020-01-15,FALSE,91.15,153,0,0,0
bioRxiv,10.1101/2020.01.15.907782,2020-01-16,FALSE,0.25,1,0,0,0
bioRxiv,10.1101/2020.01.15.907881,2020-01-15,FALSE,0.25,1,0,0,0
bioRxiv,10.1101/2020.01.15.907840,2020-01-15,FALSE,1.25,4,0,0,0
bioRxiv,10.1101/2020.01.15.907923,2020-01-15,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.01.15.907352,2020-01-15,FALSE,1.75,4,0,0,0
bioRxiv,10.1101/2020.01.15.907931,2020-01-16,FALSE,13.3,20,0,0,0
bioRxiv,10.1101/2020.01.15.907956,2020-01-16,FALSE,0.75,2,0,0,0
bioRxiv,10.1101/2020.01.15.907964,2020-01-16,FALSE,37.58,55,1,0,0
bioRxiv,10.1101/2020.01.15.908137,2020-01-16,FALSE,14.4,24,0,0,0
bioRxiv,10.1101/2020.01.15.908178,2020-01-16,FALSE,1.5,4,0,0,0
bioRxiv,10.1101/2020.01.15.908228,2020-01-16,FALSE,7.65,16,0,0,0
bioRxiv,10.1101/2020.01.15.904938,2020-01-15,FALSE,2.1,5,0,0,0
bioRxiv,10.1101/2020.01.15.908293,2020-01-16,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.01.15.907972,2020-01-17,FALSE,0.75,3,0,0,0
bioRxiv,10.1101/2020.01.15.908145,2020-01-16,FALSE,20.45,36,0,0,0
bioRxiv,10.1101/2020.01.15.908343,2020-01-16,FALSE,23.95,47,0,0,0
bioRxiv,10.1101/2020.01.15.908491,2020-01-16,FALSE,18.3,29,0,0,0
bioRxiv,10.1101/2020.01.15.908244,2020-01-16,FALSE,13,24,0,0,0
bioRxiv,10.1101/2020.01.15.908566,2020-01-16,FALSE,1.75,4,0,0,0
bioRxiv,10.1101/2020.01.15.908574,2020-01-16,FALSE,10.78,9,1,0,0
bioRxiv,10.1101/2020.01.15.908608,2020-01-16,FALSE,3.85,8,0,0,0
bioRxiv,10.1101/2020.01.15.908616,2020-01-16,FALSE,0,0,0,0,0
bioRxiv,10.1101/2020.01.15.908590,2020-01-16,FALSE,28.8,56,0,0,0
bioRxiv,10.1101/2020.01.16.906180,2020-01-16,FALSE,2.75,6,0,0,0
bioRxiv,10.1101/2020.01.16.903476,2020-01-16,FALSE,12.6,25,0,0,0
bioRxiv,10.1101/2020.01.16.908558,2020-01-17,FALSE,1.5,5,0,0,0
bioRxiv,10.1101/2020.01.16.908715,2020-01-17,FALSE,21.534,25,1,0,0
bioRxiv,10.1101/2020.01.16.904458,2020-01-16,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.01.16.909036,2020-01-17,FALSE,1.85,5,0,0,0
bioRxiv,10.1101/2020.01.16.909408,2020-01-16,FALSE,13,22,0,0,0
bioRxiv,10.1101/2020.01.16.908830,2020-01-16,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.01.16.908863,2020-01-17,FALSE,2.5,7,0,0,0
bioRxiv,10.1101/2020.01.04.892695,2020-01-06,FALSE,6.65,12,0,0,0
bioRxiv,10.1101/2020.01.13.905471,2020-01-16,FALSE,2.5,6,0,0,0
bioRxiv,10.1101/2020.01.16.907071,2020-01-16,FALSE,2.5,5,0,0,0
bioRxiv,10.1101/2020.01.16.908186,2020-01-16,FALSE,18.65,25,0,0,0
bioRxiv,10.1101/2020.01.16.909127,2020-01-17,FALSE,3.35,8,0,0,0
bioRxiv,10.1101/2020.01.10.902072,2020-01-11,FALSE,7.9,14,0,0,0
bioRxiv,10.1101/2020.01.15.908046,2020-01-16,FALSE,1.5,3,0,0,0
bioRxiv,10.1101/2020.01.15.908103,2020-01-16,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.01.16.908756,2020-01-17,FALSE,1.75,4,0,0,0
bioRxiv,10.1101/2020.01.16.905182,2020-01-16,FALSE,35.2,68,0,0,0
bioRxiv,10.1101/2020.01.16.908129,2020-01-17,FALSE,8.85,18,0,0,0
bioRxiv,10.1101/2020.01.16.908640,2020-01-16,FALSE,20.234,21,1,0,0
bioRxiv,10.1101/2020.01.16.908814,2020-01-16,FALSE,9.4,14,0,0,0
bioRxiv,10.1101/2020.01.13.904805,2020-01-17,FALSE,0,0,0,0,0
bioRxiv,10.1101/2020.01.15.908434,2020-01-16,FALSE,8.684,3,1,0,0
bioRxiv,10.1101/2020.01.15.908194,2020-01-16,FALSE,0.5,2,0,0,0
bioRxiv,10.1101/2020.01.15.908475,2020-01-16,FALSE,2.5,4,0,0,0
bioRxiv,10.1101/2020.01.15.907295,2020-01-16,FALSE,2.45,4,0,0,0
bioRxiv,10.1101/2020.01.16.906719,2020-01-16,FALSE,8.3,14,0,0,0
bioRxiv,10.1101/2020.01.13.905430,2020-01-16,FALSE,7.45,13,0,0,0
bioRxiv,10.1101/2020.01.16.908806,2020-01-16,FALSE,7.9,14,0,0,0
bioRxiv,10.1101/2020.01.13.905349,2020-01-14,FALSE,5.6,12,0,0,0
bioRxiv,10.1101/2020.01.14.906149,2020-01-17,FALSE,0.25,1,0,0,0
bioRxiv,10.1101/2020.01.17.909960,2020-01-17,FALSE,29.2,45,0,0,0
bioRxiv,10.1101/2020.01.16.909788,2020-01-17,FALSE,11.8,17,0,0,0
bioRxiv,10.1101/2020.01.17.907477,2020-01-17,FALSE,1.25,4,0,0,0
