doi,abstract
10.1101/002352,"Monoallelic gene expression is typically initiated early in the development of an organism. Dysregulation of monoallelic gene expression has already been linked to several non-Mendelian inherited genetic disorders. In humans, DNA-methylation is deemed to be an important regulator of monoallelic gene expression, but only few examples are known. One important reason is that current, cost-affordable truly genome-wide methods to assess DNA-methylation are based on sequencing post enrichment. Here, we present a new methodology that combines methylomic data from MethylCap-seq with associated SNP profiles to identify monoallelically methylated loci. Using the Hardy-Weinberg theorem for each SNP locus, it could be established whether the observed frequency of samples featured by biallelic methylation was lower than randomly expected. Applied on 334 MethylCap-seq samples of very diverse origin, this resulted in the identification of 80 genomic regions featured by monoallelic DNA-methylation. Of these 80 loci, 49 are located in genic regions of which 25 have already been linked to imprinting. Further analysis revealed statistically significant enrichment of these loci in promoter regions, further establishing the relevance and usefulness of the method. Additional validation of the found loci was done using 14 whole-genome bisulfite sequencing data sets. Importantly, the developed approach can be easily applied to other enrichment-based sequencing technologies, such as the ChIP-seq-based identification of monoallelic histone modifications."
10.1101/002360,"Identifying a small subset of discriminate genes is important for predicting clinical outcomes and facilitating disease diagnosis. Based on the model population analysis framework, we present a method, called PHADIA, which is able to output a phase diagram displaying the predictive ability of each variable, which provides an intuitive way for selecting informative variables. Using two publicly available microarray datasets, its demonstrated that our method can selects a few informative genes and achieves significantly better or comparable classification accuracy compared to the reported results in the literature. The source codes are freely available at: www.libpls.net."
10.1101/002378,"Many species engage in niche construction that ultimately leads to an increase in the carrying capacity of the population. We have investigated how the specificity of this behaviour affects evolutionary dynamics using a set of coupled logistic equations, where the carrying capacity of each genotype consists of two components: an intrinsic part and a contribution from all genotypes present in the population. The relative contribution of the two components is controlled by a specificity parameter{gamma} , and we show that the ability of a mutant to invade a resident population depends strongly on this parameter. When the carrying capacity is intrinsic, selection is almost exclusively for mutants with higher carrying capacity, while a shared carrying capacity yields selection purely on growth rate. This result has important implications for our understanding of niche construction, in particular the evolutionary dynamics of tumor growth."
10.1101/002386,"Roughly one in three individuals is highly susceptible to motion sickness and yet the underlying causes of this condition are not well understood. Despite high heritability, no associated genetic factors have been discovered to date. Here, we conducted the first genome-wide association study on motion sickness in 80,494 individuals from the 23andMe database who were surveyed about car sickness. Thirty-five single-nucleotide polymorphisms (SNPs) were associated with motion sickness at a genome-wide-significant level (p< 5e-8). Many of these SNPs are near genes involved in balance, and eye, ear, and cranial development (e.g., PVRL3, TSHZ1, MUTED, HOXB3, HOXD3). Other SNPs may affect motion sickness through nearby genes with roles in the nervous system, glucose homeostasis, or hypoxia. We show that several of these SNPs display sex-specific effects, with as much as three times stronger effects in women. We searched for comorbid phenotypes with motion sickness, confirming associations with known comorbidities including migraines, postoperative nausea and vomiting (PONV), vertigo, and morning sickness, and observing new associations with altitude sickness and many gastrointestinal conditions. We also show that two of these related phenotypes (PONV and migraines) share underlying genetic factors with motion sickness. These results point to the importance of the nervous system in motion sickness and suggest a role for glucose levels in motion-induced nausea and vomiting, a finding that may provide insight into other nausea-related phenotypes such as PONV. They also highlight personal characteristics (e.g., being a poor sleeper) that correlate with motion sickness, findings that could help identify risk factors or treatments."
10.1101/002444,"We investigated whether the protease activity of separase, which is required for chromosome segregation, is also required for its other roles during anaphase in C. elegans given that non-proteolytic functions of separase have been identified in other organisms. We find that expression of protease-dead separase is dominant-negative in C. elegans embryos. The C. elegans embryo is an ideal system to study developmental processes in a genetically tractable system. However, a major limitation is the lack of an inducible gene expression system for the embryo. The most common method for embryonic expression involves generation of integrated transgenes under the control of the pie-1 promoter, using unc-119 as a selection marker. However expression of dominant-negative proteins kills the strain preventing analysis of mutants. We have developed two methods that allow for the propagation of lines carrying dominant-negative transgenes in order to study protease-dead separase in embryos. The first involves feeding gfp RNAi to eliminate transgene expression and allows propagation of transgenic lines indefinitely. Animals removed from gfp RNAi for several generations recover transgene expression and associated phenotypes. The second involves propagation of the transgene with the female specific pie-1 promoter via the male germline and analysis of phenotypes in embryos from F1 heterozygous hermaphrodites that express the protein. Using these methods, we show that protease-dead separase causes chromosome nondisjunction and cytokinesis failures. These methods are immediately applicable for studies of dominant-negative transgenes and should open new lines of investigation in the C. elegans embryo."
10.1101/002436,"Tlusty's topological analysis of the genetic code suggests ecosystem changes in available metabolic free energy that predated the aerobic transition enabled a punctuated sequence of increasingly complex genetic codes and protein translators. These coevolved via a `Cambrian explosion' until, very early on, the ancestor of the present narrow spectrum of protein machineries became evolutionarily locked in at a modest level of fitness reflecting a modest embedding metabolic free energy ecology. Similar biochemical `Cambrian singularities' must have occurred at different scales and levels of organization on Earth, with competition or chance-selected outcomes frozen at a far earlier period than the physical bauplan Cambrian explosion. Other examples might include explosive variations in mechanisms of photosynthesis and subsequent oxygen metabolisms. Intermediate between Cambrian bauplan and genetic code, variants of both remain today, even after evolutionary pruning, often protected in specialized ecological niches. This suggests that, under less energetic astrobiological ecologies, a spectrum of less complicated reproductive codes may also survive in specialized niches."
10.1101/002410,"Olfactory representations are shaped by both brain state and respiration; however, the interaction and circuit substrates of these influences are poorly understood. Granule cells (GCs) in the main olfactory bulb (MOB) are presumed to sculpt activity that reaches the olfactory cortex via inhibition of mitral/tufted cells (MTs). GCs may potentially sparsen ensemble activity by facilitating lateral inhibition among MTs, and/or they may enforce temporally-precise activity locked to breathing. Yet, the selectivity and temporal structure of GC activity during wakefulness are unknown. We recorded GCs in the MOB of anesthetized and awake mice and reveal pronounced state-dependent features of odor coding and temporal patterning. Under anesthesia, GCs exhibit sparse activity and are strongly and synchronously coupled to the respiratory cycle. Upon waking, GCs desynchronize, broaden their odor responses, and typically fire without regard for the respiratory rhythm. Thus during wakefulness, GCs exhibit stronger odor responses with less temporal structure. Based on these observations, we propose that during wakefulness GCs likely predominantly shape MT odor responses through broadened lateral interactions rather than respiratory synchronization."
10.1101/002469,"BackgroundThe continued democratization of DNA sequencing has sparked a new wave of development of genome assembly and assembly validation methods. As individual research labs, rather than centralized centers, begin to sequence the majority of new genomes, it is important to establish best practices for genome assembly. However, recent evaluations such as GAGE and the Assemblathon have concluded that there is no single best approach to genome assembly. Instead, it is preferable to generate multiple assemblies and validate them to determine which is most useful for the desired analysis; this is a labor-intensive process that is often impossible or unfeasible.\n\nResultsTo encourage best practices supported by the community, we present iMetAMOS, an automated ensemble assembly pipeline; iMetAMOS encapsulates the process of running, validating, and selecting a single assembly from multiple assemblies. iMetAMOS packages several leading open-source tools into a single binary that automates parameter selection and execution of multiple assemblers, scores the resulting assemblies based on multiple validation metrics, and annotates the assemblies for genes and contaminants. We demonstrate the utility of the ensemble process on 225 previously unassembled Mycobacterium tuberculosis genomes as well as a Rhodobacter sphaeroides benchmark dataset. On these real data, iMetAMOS reliably produces validated assemblies and identifies potential contamination without user intervention. In addition, intelligent parameter selection produces assemblies of R. sphaeroides that exceed the quality of those from the GAGE-B evaluation, affecting the relative ranking of some assemblers.\n\nConclusionsEnsemble assembly with iMetAMOS provides users with multiple, validated assemblies for each genome. Although computationally limited to small or mid-sized genomes, this approach is the most effective and reproducible means for generating high-quality assemblies and enables users to select an assembly best tailored to their specific needs."
10.1101/002501,"Every level of biological organization from cells to societies require that composing units come together to form parts of a bigger unit (1). Our knowledge of how behavioral manipulating parasites change social interactions between social hosts is limited. Here we use an endoparasite to observe changes in social interactions between infected and healthy ants, using trophallaxis (liquid food exchange) and spatial data as proxies for food sharing and social segregation. We found no change in trophallaxis (p-value = 0.5156). By using K-function and nearest neighbor analyses we did see a significant difference in spatial segregation on day 3 (less than 8 millimeters; p-value < 0.05). These results suggest healthy individuals are unable to detect the parasite within the host."
10.1101/002527,"Despite its importance in the diversification of many eucaryote clades, particularly plants, detailed genomic analysis of polyploid species is still in its infancy, with published analysis of only a handful of model species to date. Fundamental questions concerning the origin of polyploid lineages (e.g., auto- vs. allopolyploidy) and the extent to which polyploid genomes display disomic vs. polysomic vs. heterosomic inheritance are poorly resolved for most polyploids, not least because they have hitherto required detailed karyotypic analysis or the analysis of allele segregation at multiple loci in pedigrees or artificial crosses, which are often not practical for non-model species. However, the increasing availability of sequence data for non-model species now presents an opportunity to apply established approaches for the evolutionary analysis of genomic data to polyploid species complexes. Here, we ask whether approximate Bayesian computation (ABC), applied to sequence data produced by next-generation sequencing technologies from polyploid taxa, allows correct inference of the evolutionary and demographic history of polyploid lineages and their close relatives. We use simulations to investigate how the number of sampled individuals, the number of surveyed loci and their length affect the accuracy and precision of evolutionary and demographic inferences by ABC, including the mode of polyploidisation, mode of inheritance of polyploid taxa, the relative timing of genome duplication and speciation, and effective populations sizes of contributing lineages. We also apply the ABC framework we develop to sequence data from diploid and polyploidy species of the plant genus Capsella, for which we infer an allopolyploid origin for tetra C. bursa-pastoris {approx} 90,000 years ago. In general, our results indicate that ABC is a promising and powerful method for uncovering the origin and subsequent evolution of polyploid species."
10.1101/002493,"Standing genetic variation and the historical environment in which that variation arises (evolutionary history) are both potentially significant determinants of a populations capacity for evolutionary response to a changing environment. We evaluated the relative importance of these two factors in influencing the evolutionary trajectories in the face of sudden environmental change. We used the open-ended digital evolution software Avida to examine how historic exposure to predation pressures, different levels of genetic variation, and combinations of the two, impact anti-predator strategies and competitive abilities evolved in the face of threats from new, invasive, predator populations. We show that while standing genetic variation plays some role in determining evolutionary responses, evolutionary history has the greater influence on a populations capacity to evolve effective anti-predator traits. This adaptability likely reflects the relative ease of repurposing existing, relevant genes and traits, and the broader potential value of the generation and maintenance of adaptively flexible traits in evolving populations."
10.1101/002485,"Epistasis has long been thought to contribute to the genetic aetiology of complex diseases, yet few robust epistatic interactions in humans have been detected. We have conducted exhaustive genome-wide scans for pairwise epistasis in five independent celiac disease (CD) case-control studies, using a rapid model-free approach to examine over 500 billion SNP pairs in total. We found 20 significant epistatic signals within the HLA region which achieved stringent replication criteria across multiple studies and were independent of known CD risk HLA haplotypes. The strongest independent CD epistatic signal corresponded to genes in the HLA class III region, in particular PRRC2A and GPANK1/C6orf47, which are known to contain variants for non-Hodgkins lymphoma and early menopause, co-morbidities of celiac disease. Replicable evidence for epistatic variants outside the MHC was not observed. Both within and between European populations, we observed striking consistency of epistatic models and epistatic model distribution. Within the UK population, models of CD based on both epistatic and additive single-SNP effects increased explained CD variance by approximately 1% over those of single SNPs. Models of only epistatic pairs or additive single-SNPs showed similar levels of CD variance explained, indicating the existence of a substantial overlap of additive and epistatic components. Our findings have implications for the determination of genetic architecture and, by extension, the use of human genetics for validation of therapeutic targets."
10.1101/002337,"Microbial Fuel Cells (MFCs) are a promising technology for organic waste treatment and sustainable bioelectricity production. Inoculated with natural communities, they present a complex microbial ecosystem with syntrophic interactions between microbes with different metabolic capabilities. From this point of view, they are similar to anaerobic digesters, however with methanogenesis replaced by anaerobic respiration with the anode as terminal electron acceptor. Bio-electrochemically they are similar to classical fuel cells where however the electrogenic redox reaction is part of the microbial metabolism rather than mediated by an inorganic catalyst.\n\nIn this paper, we analyse how electric power production in MFCs depends on the composition of the anodic biofilm in terms of metabolic capabilities of identified sets of species. MFCs were started with a natural inoculum and continuously fed with sucrose, a fermentable carbohydrate. The composition of the community, power and other environmental data were sampled over a period of a few weeks during the maturation of the anodic biofilm, and the community composition was determined down to the species level including relevant metabolic capabilities.\n\nOur results support the hypothesis that an MFCs with natural inoculum and fermentable feedstock is essentially a two stage system with fermentation followed by anode-respiration. Our results also show that under identical starting and operating conditions, MFCs with comparable power output can develop different anodic communities with no particular species dominant across all replicas. It is only important for good power production that all cells contain a sufficient fraction of low-potential anaerobic respirators, that is respirators that can use terminal electron acceptors with a low redox potential. We conclude with a number of hypotheses and recommendations for the operation of MFCs to ensure good electric yield."
10.1101/002550,"Sensory responses are modulated throughout the nervous system by internal factors including attention, experience, and brain state. This is partly due to fluctuations in neuromodulatory input from regions such as the noradrenergic locus coeruleus (LC) in the brainstem. LC activity changes with arousal and modulates sensory processing, cognition and memory. The main olfactory bulb (MOB) is richly targeted by LC fibers and noradrenaline profoundly influences MOB circuitry and odor-guided behavior. Noradrenaline-dependent plasticity affects the output of the MOB. However, it is unclear whether noradrenergic plasticity includes modulation in the glomerular layer, the site of input to the MOB. Noradrenergic terminals are found in the glomerular layer, but noradrenaline receptor activation does not seem to acutely modulate olfactory sensory neuron terminals in vitro. We investigated whether noradrenaline induces plasticity at the glomerulus. We used wide-field optical imaging to measure changes in odor responses following electrical stimulation of locus coeruleus in anesthetized mice. Surprisingly, the odor-evoked intrinsic optical signals at the glomerulus were persistently weakened after LC activation. Calcium imaging selectively from olfactory sensory neurons confirmed that this effect was due to a uniform gain suppression of presynaptic input, and did not require exposure to a stimulus during the LC activation. Finally, noradrenaline antagonists prevented glomerular suppression. We conclude that noradrenaline release from LC has persistent effects on odor processing already at the first synapse of the main olfactory system. This mechanism could contribute to arousal-dependent memories."
10.1101/002576,"To the Editor: To the Editor: Software documentation and... References Analysis of RNA sequencing (RNA-Seq) data revealed that the vast majority of human genes express multiple mRNA isoforms, produced by alternative pre-mRNA splicing and other mechanisms, and that most alternative isoforms vary in expression between human tissues (Pan et al., 2008; Wang et al., 2008). As RNA-Seq datasets grow in size, it remains challenging to visualize isoform expression across multiple samples. We present Sashimi plots, a quantitative multi-sample visualization of RNA-Seq reads aligned to gene annotations, which enables quantitative comparison of isoform usage across samples or experimental conditions. Given an input annotation and spliced alignments of reads from a sample, a region of interest is visualized in a Sashimi plot as follows: (i) alignments in ..."
10.1101/002519,"Introduction Introduction Results Discussion Methods References Sociality can be risky. A chief cost of social living is increased transmission of infectious diseases, due to higher population densities combined with greater contact between susceptible and infected individuals (1,2,3,4). This greater encounter rate has led to a growing interest in the role of social contact structure in infectious disease transmission (5,6,7,8,9,10,11) To capture the dynamics of disease spread within dense groups, epidemiological models are shifting from the principle of mass action, in which infected and susceptible individuals are assumed to mix randoml ..."
10.1101/002584,"I propose a method that estimates the selection response of all vital rates in an age-structured population. I assume that vital rates are determined by the additive genetic contributions of many loci. The method uses all relatedness information in the sample to inform its estimates of genetic parameters, via an MCMC Bayesian framework. One can use the results to estimate the selection response of any life history trait that is a function of the vital rates, including the age at first reproduction, total lifetime fertility, survival to adulthood, and others. This method closely ties the empirical analysis of life history evolution to dynamically complete models of natural selection, and therefore enjoys some theoretical advantages over other methods. I demonstrate the method on a simulated model of evolution with two age classes. Finally I discuss how the method can be extended to more complicated cases."
10.1101/002428,"The extent that both positive and negative selection vary across different portions of plant genomes remains poorly understood. Here, we sequence whole genomes of 13 Capsella grandiflora individuals and quantify the amount of selection across the genome. Using an estimate of the distribution of fitness effects, we show that selection is strong in coding regions, but weak in most noncoding regions, with the exception of 5 and 3 untranslated regions (UTRs). However, estimates of selection in noncoding regions conserved across the Brassicaceae family show strong signals of selection. Additionally, we see reductions in neutral diversity around functional substitutions in both coding and conserved noncoding regions, indicating recent selective sweeps at these sites.  Finally, using expression data from leaf tissue we show that genes that are more highly expressed experience stronger negative selection but comparable levels of positive selection to lowly expressed genes.  Overall, we observe widespread positive and negative selection in coding and regulatory regions, but our results also suggest that both positive and negative selection in plant noncoding sequence are considerably rarer than in animal genomes."
10.1101/002725,"Recently, a wealth of epigenomic data has been generated by biochemical assays and next-generation sequencing (NGS) technologies. In particular, histone modification data generated by the ENCODE project and other large-scale projects show specific patterns associated with regulatory elements in the human genome. It is important to build a unified statistical model to decipher the patterns of multiple histone modifications in a cell type to annotate chromatin states such as transcription start sites, enhancers and transcribed regions rather than to map histone modifications individually to regulatory elements.\n\nSeveral genome-wide statistical models have been developed based on hidden Markov models (HMMs). These methods typically use the Expectation-Maximization (EM) algorithm to estimate the parameters of the model. Here we used spectral learning, a state-of-the-art parameter estimation algorithm in machine learning. We found that spectral learning plus a few (up to five) iterations of local optimization of the likelihood outper-forms the standard EM algorithm. We also evaluated our software implementation called Spectacle on independent biological datasets and found that Spectacle annotated experimentally defined functional elements such as enhancers significantly better than a previous state-of-the-art method.\n\nSpectacle can be downloaded from https://github.com/jiminsong/Spectacle."
10.1101/002642,"Consensus clustering (CC) is an unsupervised class discovery method widely used to study sample heterogeneity in high-dimensional datasets. It calculates \""consensus rate\"" between any two samples as how frequently they are grouped together in repeated clustering runs under a certain degree of random perturbation. The pairwise consensus rates form a between-sample similarity matrix, which has been used (1) as a visual proof that clusters exist, (2) for comparing stability among clusters, and (3) for estimating the optimal number (K) of clusters. However, the sensitivity and specificity of CC have not been systemically studied. To assess its performance, we investigated the most common implementations of CC; and compared CC with other popular methods that also focus on cluster stability and estimation of K. We evaluated these methods using simulated datasets with either known structure or known absence of structure. Our results showed that (1) CC was able to divide randomly generated unimodal data into pre-specified numbers of clusters, and was able to show apparent stability of these chance partitions of known cluster-less data; (2) for data with known structure, the proportion of ambiguously clustered (PAC) pairs infers the known number of clusters more reliably than several commonly used K estimating methods; and (3) validation of the optimal K by choosing the most discriminant genes from the discovery cohort and applying them in an independent cohort often exaggerates the confidence in K due to inherent gene-gene correlations among the selected genes. While these results do not yet prove that any of the published studies using CC has generated false positive findings, they show that datasets with subtle or no structure are fully capable of producing strong evidence of consensus clustering. We therefore recommend caution is using CC in class discovery and validation."
10.1101/002675,"Small molecule inhibitors of clathrin-mediated endocytosis are highly desired for the dissection of membrane trafficking pathways in the lab and for potential use as anti-infectives in the clinic. One inhibition strategy is to prevent clathrin from contacting adaptor proteins so that clathrin-mediated endocytosis cannot occur. \""Pitstop\"" compounds have been developed which block only one of the four functional interaction sites on the N-terminal domain of clathrin heavy chain. Despite this limitation, Pitstop 2 causes profound inhibition of clathrin-mediated endocytosis. In this study, we probed for non-specific activity of Pitstop 2 by examining its action in cells expressing clathrin heavy chain harbouring mutations in the N-terminal domain interaction sites. We conclude that the inhibition observed with this compound is due to non-specificity, i.e. it causes inhibition away from its proposed mode of action. We recommend that these compounds be used with caution in cells and that they should not be used to conclude anything of the function of clathrins N-terminal domain."
10.1101/002626,"In Drosophila larvae, growth and developmental timing are regulated by nutrition in a tightly coordinated fashion. The networks that couple these processes are far from understood. Here, we show that the intestine responds to nutrient availability by regulating production of a circulating lipoprotein associated form of the signaling protein Hedgehog (Hh). Levels of circulating Hh tune the rates of growth and developmental timing in a coordinated fashion. Circulating Hh signals to the fat body to control larval growth. It regulates developmental timing by controlling ecdysteroid production in the prothoracic gland. Circulating Hh is especially important during starvation, when it is also required for mobilization of fat body triacylglycerol (TAG) stores. Thus, we demonstrate that Hh, previously known only for its local morphogenetic functions, also acts as a lipoprotein-associated endocrine hormone, coordinating the response of multiple tissues to nutrient availability."
10.1101/002634,"The study of ecological networks is severely limited by (i) the difficulty to access data, (ii) the lack of a standardized way to link meta-data with interactions, and (iii) the disparity of formats in which ecological networks themselves are represented. To overcome these limitations, we conceived a data specification for ecological networks. We implemented a database respecting this standard, and released a R package (rmangal) allowing users to programmatically access, curate, and deposit data on ecological interactions. In this article, we show how these tools, in conjunctions with other frameworks for the programmatic manipulation of open ecological data, streamlines the analysis process, and improves eplicability and reproducibility of ecological networks studies."
10.1101/002683,"A fundamental question in evolutionary biology is the relative importance of selection and genetic architecture in determining evolutionary rates. Adaptive evolution can be described by the multivariate breeders equation [Formula], which predicts evolutionary change for a suite of phenotypic traits [Formula] as a product of directional selection acting on them ({beta}) and the genetic variance-covariance matrix for those traits (G). Despite being empirically challenging to estimate, there are enough published estimates of G and {beta} to allow for synthesis of general patterns across species. We use published estimates to test the hypotheses that there are systematic differences in the rate of evolution among trait types, and that these differences are in part due to genetic architecture. We find evidence some evidence that sexually selected traits exhibit faster rates of evolution compared to life-history or morphological traits. This difference does not appear to be related to stronger selection on sexually selected traits. Using numerous proposed approaches to quantifying the shape, size and structure of G we examine how these parameters relate to one another, and how they vary among taxonomic and trait groupings. Despite considerable variation, they do not explain the observed differences in evolutionary rates."
10.1101/002709,"Ecological studies routinely show genotype-genotype interactions between insects and their parasites. The mechanisms behind these interactions are not clearly understood. Using the bumblebee Bombus terrestris / trypanosome Crithidia bombi model system, we have carried out a transcriptome-wide analysis of gene expression and alternative splicing in bees during C. bombi infection. We have performed four analyses, 1) comparing gene expression in infected and non-infected bees 24 hours after infection by Crithidia bombi, 2) comparing expression at 24 and 48 hours after C.bombi infection, 3) searching for differential gene expression associated with the host-parasite genotype-genotype interaction at 24 hours after infection and 4) searching for alternative splicing associated with the host-parasite genotype-genotype interaction at 24 hours post infection. We found a large number of genes differentially regulated related to numerous canonical immune pathways. These genes include receptors, signaling pathways and effectors. We discovered a possible interaction between the peritrophic membrane and the insect immune system in defense against Crithidia. Most interestingly we found differential expression and alternative splicing of Dscam related transcripts and a novel immunoglobulin related gene Twitchin depends on the genotype-genotype interactions of the given bumblebee colony and Crithidia strain."
10.1101/002600,"Expression quantitative trait locus (eQTL) mapping on tissue, organ or whole organism data can detect associations that are generic across cell types. We describe a new method to focus upon specific cell types without first needing to sort cells. We applied the method to whole blood data from 5,683 samples and demonstrate that SNPs associated with Crohn's disease preferentially affect gene expression within neutrophils."
10.1101/002667,"From recent whole genome shotgun data of 48 mammalian species, we have used our software VgenExtractor to obtain the functional V-gene sequence repertoire in order to conduct comparative phylogenetic studies. These studies reveal a large variation in the number of V-genes across mammalian species, ranging from a mere 36 V-genes in dolphins to nearly 600 V-genes in rats. Monotremes and marsupials are the only mammals possessing an additional locus, the TRMV, apart from the seven common loci found in mammals. Also, we show evidence for the loss of the light chain loci, specifically the V{kappa} chain in one microbat, and the V{lambda} chain in one rodent species. Finally, we suggest different features related to the evolution of immunoglobulin and T cell receptor loci, where frequent sequence duplications are seen in the former, while preserved and undiversified lineages are observed in the latter. All the V-gene sequences described in this study are available in the public database repository vgenerepertoire.org."
10.1101/002618,"Reptiles and mammals diverged over 300 million years ago, creating two parallel evolutionary lineages amongst terrestrial vertebrates. In reptiles, two main evolutionary lines emerged, one gave rise to Squamata, while the other gave rise to Testudines, Crocodylia and birds. In this study, we determined the genomic variable (V)-gene repertoire in reptiles corresponding to the three main immunoglobulin (Ig) loci and the four main T-cell receptor (TCR) loci. We show that squamata lack the TCR{gamma} /{delta} genes and snakes lack the V{kappa} genes. In representative species of testudines and crocodiles, the seven major Ig and TCR loci are maintained. As in mammals, genes of the Ig loci can be grouped into well-defined clans through a multi-species phylogenetic analysis. We show that the reptile VH and V{lambda} genes are distributed amongst the established mammalian clans, while their V{kappa} genes are found within a single clan, nearly exclusive from the mammalian sequences. The reptile and mammal V-genes of the TRA locus cluster into six common evolutionary clans. In contrast, the reptile V-genes from the TRB locus cluster into three clans, which have few mammalian members. In this locus, the V-gene sequences from mammals appear to have undergone different evolutionary diversification processes that occurred outside these shared reptile clans."
10.1101/002691,"The corpus callosum - the main pathway for long-distance inter-hemispheric integration in the human brain - has been frequently reported to be smaller among autistic patients compared with non-autistic controls. We conducted a meta-analysis of the literature which suggested a statistically significant difference. However, the studies included were heavily underpowered: on average only 20% power to detect differences of 0.3 standard deviations, which makes it difficult to establish the reality of such a difference. We therefore studied the size of the corpus callosum among 694 subjects (328 patients, 366 controls) from the Abide cohort. Despite having achieved 99% power to detect statistically significant differences of 0.3 standard deviations, we did not observe any. To better understand the neuroanatomical diversity of the corpus callosum, and the possible reasons for the previous findings, we analysed the relationship between its size, the size of the brain, intracranial volume and intelligence scores. The corpus callosum appeared to scale non-linearly with brain size, with large brains having a proportionally smaller corpus callosum. Additionally, intelligence scores correlated with brain volume among controls but the correlation was significantly weaker among patients. We used simulations to determine to which extent these two effects could lead to artefactual differences in corpus callosum size within populations. We observed that, were there a difference in brain volume between cases and controls, normalising corpus callosum size by brain volume would not eliminate the brain volume effect, but adding brain volume as a covariate in a linear model would. Finally, we observed that because of the weaker correlation of intelligence scores and brain volume among patients, matching populations by intelligence scores could result in a bias towards including more patients with large brain volumes, inducing an artificial difference. Overall, our results highlight the necessity for open data sharing efforts such as Abide to provide a more solid ground for the discovery of neuroimaging biomarkers, within the context of the wide human neuroanatomical diversity."
10.1101/002659,"A major challenge in materials science is to create self-assembling, functional, and environmentally responsive materials which can be patterned across multiple length scales. Natural biological systems, such as biofilms, shells, and skeletal tissues, implement dynamic regulatory programs to assemble complex multiscale materials comprised of living and non-living components1-9. Such systems can provide inspiration for the design of heterogeneous functional systems which integrate biotic and abiotic materials via hierarchical self-assembly. Here, we present a synthetic-biology platform for synthesizing and patterning self-assembled functional amyloid materials across multiple length scales with bacterial biofilms. We engineered Escherichia coli curli amyloid production under the tight control of synthetic regulatory circuits and interfaced amyloids with inorganic materials to create a biofilm-based electrical switch whose conductance can be selectively toggled by specific environmental signals. Furthermore, we externally tuned synthetic biofilms to build nanoscale amyloid biomaterials with different structure and composition through the controlled expression of their constituent subunits with artificial gene circuits. By using synthetic cell-cell communication, our engineered biofilms can also autonomously manufacture dynamic materials whose structure and composition change with time. In addition, we show that by combining subunit-level protein engineering, controlled genetic expression of self-assembling subunit proteins, and macroscale spatial gradients, synthetic biofilms can pattern protein biomaterials across multiple length scales. This work lays a foundation for synthesizing, patterning, and controlling composite materials with engineered biological systems. We envision that this approach can be expanded to other cellular and biomaterials contexts for the construction of self-organizing, environmentally responsive, and tunable multiscale composite materials with heterogeneous functionalities."
10.1101/002717,"Psychoneuroimmunology studies the increasing number of connections between neurobiology and immunology. We establish Drosophila melanogaster as a tractable model in this field by demonstrating the effects of the immune response on two fundamental behaviours: sleep and memory ability.\n\nWe used the Geneswitch system to upregulate peptidoglycan receptor protein (PGRP) expression, thereby stimulating the immune system in the absence of infection. Geneswitch was activated by feeding the steroid RU486, to the flies. Importantly, by stimulating the immune system of adult flies in the absence of infection we have avoided the added complications of developmental and disease effects that have confounded other studies. We used an aversive classical conditioning paradigm to quantify memory and measures of activity to infer sleep.\n\nImmune stimulated flies exhibited reduced levels of sleep, which could not be explained by a generalised increase in waking activity. The effects on sleep were more pronounced for day compared to night sleep. Immune stimulated flies also showed a reduction in memory abilities.\n\nThese are important results as they establish Drosophila as a model for immune-neural interactions and provide a possible role for sleep in the interplay between the immune response and memory."
10.1101/002782,"Metabolomic profiling is an emerging technique in life sciences. Human studies using these techniques have been performed in a small number of individuals or have been targeted at a restricted number of metabolites. In this article, we propose a data analysis workflow to perform non-targeted metabolomic profiling in large human population-based studies using ultra performance liquid chromatography-mass spectrometry (UPLC-MS). We describe challenges and propose solutions for quality control, statistical analysis and annotation of metabolic features. Using the data analysis workflow, we detected more than 8,000 metabolic features in serum samples from 2,489 fasting individuals. As an illustrative example, we performed a non-targeted metabolome-wide association analysis of high-sensitive C-reactive protein (hsCRP) and detected 407 metabolic features corresponding to 90 unique metabolites that could be replicated in an external population. Our results reveal unexpected biological associations, such as metabolites identified as monoacylphosphorylcholines (LysoPC) being negatively associated with hsCRP. R code and fragmentation spectra for all metabolites are made publically available. In conclusion, the results presented here illustrate the viability and potential of non-targeted metabolomic profiling in large population-based studies."
