source,doi,posted_date,covid_preprint,collection_date,abstract_views,full_text_views,pdf_downloads
bioRxiv,10.1101/2020.01.03.894527,2020-01-06,FALSE,Jan 2020,549,24,192
bioRxiv,10.1101/2020.01.03.894527,2020-01-06,FALSE,Feb 2020,40,15,22
bioRxiv,10.1101/2020.01.03.894527,2020-01-06,FALSE,Mar 2020,41,16,22
bioRxiv,10.1101/2020.01.03.894527,2020-01-06,FALSE,Apr 2020,2,4,4
bioRxiv,10.1101/2020.01.06.892497,2020-01-06,FALSE,Jan 2020,576,18,140
bioRxiv,10.1101/2020.01.06.892497,2020-01-06,FALSE,Feb 2020,181,20,33
bioRxiv,10.1101/2020.01.06.892497,2020-01-06,FALSE,Mar 2020,90,14,24
bioRxiv,10.1101/2020.01.06.892497,2020-01-06,FALSE,Apr 2020,13,1,5
bioRxiv,10.1101/2020.01.05.894931,2020-01-06,FALSE,Jan 2020,563,17,127
bioRxiv,10.1101/2020.01.05.894931,2020-01-06,FALSE,Feb 2020,52,17,19
bioRxiv,10.1101/2020.01.05.894931,2020-01-06,FALSE,Mar 2020,52,20,22
bioRxiv,10.1101/2020.01.05.894931,2020-01-06,FALSE,Apr 2020,1,0,3
bioRxiv,10.1101/2020.01.04.894774,2020-01-06,FALSE,Jan 2020,504,11,111
bioRxiv,10.1101/2020.01.04.894774,2020-01-06,FALSE,Feb 2020,54,18,31
bioRxiv,10.1101/2020.01.04.894774,2020-01-06,FALSE,Mar 2020,37,9,28
bioRxiv,10.1101/2020.01.04.894774,2020-01-06,FALSE,Apr 2020,3,1,1
bioRxiv,10.1101/2020.01.03.894683,2020-01-06,FALSE,Jan 2020,244,5,71
bioRxiv,10.1101/2020.01.03.894683,2020-01-06,FALSE,Feb 2020,57,15,11
bioRxiv,10.1101/2020.01.03.894683,2020-01-06,FALSE,Mar 2020,55,8,27
bioRxiv,10.1101/2020.01.03.894683,2020-01-06,FALSE,Apr 2020,4,1,2
bioRxiv,10.1101/2020.01.06.895722,2020-01-06,FALSE,Jan 2020,351,11,83
bioRxiv,10.1101/2020.01.06.895722,2020-01-06,FALSE,Feb 2020,61,21,25
bioRxiv,10.1101/2020.01.06.895722,2020-01-06,FALSE,Mar 2020,45,14,17
bioRxiv,10.1101/2020.01.06.895722,2020-01-06,FALSE,Apr 2020,5,1,3
bioRxiv,10.1101/2020.01.04.894915,2020-01-06,FALSE,Jan 2020,844,96,267
bioRxiv,10.1101/2020.01.04.894915,2020-01-06,FALSE,Feb 2020,136,53,74
bioRxiv,10.1101/2020.01.04.894915,2020-01-06,FALSE,Mar 2020,62,37,38
bioRxiv,10.1101/2020.01.04.894915,2020-01-06,FALSE,Apr 2020,10,2,6
bioRxiv,10.1101/2020.01.06.895847,2020-01-06,FALSE,Jan 2020,941,43,264
bioRxiv,10.1101/2020.01.06.895847,2020-01-06,FALSE,Feb 2020,123,19,45
bioRxiv,10.1101/2020.01.06.895847,2020-01-06,FALSE,Mar 2020,100,17,31
bioRxiv,10.1101/2020.01.06.895847,2020-01-06,FALSE,Apr 2020,4,1,2
bioRxiv,10.1101/2020.01.06.895854,2020-01-06,FALSE,Jan 2020,548,52,184
bioRxiv,10.1101/2020.01.06.895854,2020-01-06,FALSE,Feb 2020,95,22,114
bioRxiv,10.1101/2020.01.06.895854,2020-01-06,FALSE,Mar 2020,45,8,40
bioRxiv,10.1101/2020.01.06.895854,2020-01-06,FALSE,Apr 2020,7,1,4
bioRxiv,10.1101/2020.01.06.894840,2020-01-06,FALSE,Jan 2020,507,20,130
bioRxiv,10.1101/2020.01.06.894840,2020-01-06,FALSE,Feb 2020,119,23,31
bioRxiv,10.1101/2020.01.06.894840,2020-01-06,FALSE,Mar 2020,70,20,37
bioRxiv,10.1101/2020.01.06.894840,2020-01-06,FALSE,Apr 2020,3,1,3
bioRxiv,10.1101/2020.01.03.894709,2020-01-06,FALSE,Jan 2020,405,22,108
bioRxiv,10.1101/2020.01.03.894709,2020-01-06,FALSE,Feb 2020,84,22,37
bioRxiv,10.1101/2020.01.03.894709,2020-01-06,FALSE,Mar 2020,48,14,35
bioRxiv,10.1101/2020.01.03.894709,2020-01-06,FALSE,Apr 2020,2,1,2
bioRxiv,10.1101/2020.01.04.894980,2020-01-06,FALSE,Jan 2020,636,23,205
bioRxiv,10.1101/2020.01.04.894980,2020-01-06,FALSE,Feb 2020,80,25,32
bioRxiv,10.1101/2020.01.04.894980,2020-01-06,FALSE,Mar 2020,42,15,18
bioRxiv,10.1101/2020.01.04.894980,2020-01-06,FALSE,Apr 2020,7,3,6
bioRxiv,10.1101/2020.01.06.895839,2020-01-06,FALSE,Jan 2020,428,10,90
bioRxiv,10.1101/2020.01.06.895839,2020-01-06,FALSE,Feb 2020,64,19,24
bioRxiv,10.1101/2020.01.06.895839,2020-01-06,FALSE,Mar 2020,52,13,18
bioRxiv,10.1101/2020.01.06.895839,2020-01-06,FALSE,Apr 2020,2,0,5
bioRxiv,10.1101/2020.01.06.895425,2020-01-06,FALSE,Jan 2020,1916,150,866
bioRxiv,10.1101/2020.01.06.895425,2020-01-06,FALSE,Feb 2020,252,52,145
bioRxiv,10.1101/2020.01.06.895425,2020-01-06,FALSE,Mar 2020,144,50,88
bioRxiv,10.1101/2020.01.06.895425,2020-01-06,FALSE,Apr 2020,8,5,3
bioRxiv,10.1101/2020.01.05.895235,2020-01-06,FALSE,Jan 2020,1522,51,564
bioRxiv,10.1101/2020.01.05.895235,2020-01-06,FALSE,Feb 2020,226,49,125
bioRxiv,10.1101/2020.01.05.895235,2020-01-06,FALSE,Mar 2020,143,30,72
bioRxiv,10.1101/2020.01.05.895235,2020-01-06,FALSE,Apr 2020,23,3,12
bioRxiv,10.1101/2020.01.04.894998,2020-01-06,FALSE,Jan 2020,308,9,72
bioRxiv,10.1101/2020.01.04.894998,2020-01-06,FALSE,Feb 2020,39,14,8
bioRxiv,10.1101/2020.01.04.894998,2020-01-06,FALSE,Mar 2020,44,12,12
bioRxiv,10.1101/2020.01.04.894998,2020-01-06,FALSE,Apr 2020,0,0,3
bioRxiv,10.1101/2020.01.06.895243,2020-01-06,FALSE,Jan 2020,756,20,242
bioRxiv,10.1101/2020.01.06.895243,2020-01-06,FALSE,Feb 2020,95,18,49
bioRxiv,10.1101/2020.01.06.895243,2020-01-06,FALSE,Mar 2020,54,9,19
bioRxiv,10.1101/2020.01.06.895243,2020-01-06,FALSE,Apr 2020,4,1,3
bioRxiv,10.1101/2020.01.05.895201,2020-01-06,FALSE,Jan 2020,674,14,194
bioRxiv,10.1101/2020.01.05.895201,2020-01-06,FALSE,Feb 2020,70,38,36
bioRxiv,10.1101/2020.01.05.895201,2020-01-06,FALSE,Mar 2020,47,20,31
bioRxiv,10.1101/2020.01.05.895201,2020-01-06,FALSE,Apr 2020,3,4,4
bioRxiv,10.1101/2020.01.04.894824,2020-01-06,FALSE,Jan 2020,612,25,135
bioRxiv,10.1101/2020.01.04.894824,2020-01-06,FALSE,Feb 2020,68,34,28
bioRxiv,10.1101/2020.01.04.894824,2020-01-06,FALSE,Mar 2020,51,19,27
bioRxiv,10.1101/2020.01.04.894824,2020-01-06,FALSE,Apr 2020,6,10,2
bioRxiv,10.1101/2020.01.06.896159,2020-01-06,FALSE,Jan 2020,4480,564,1852
bioRxiv,10.1101/2020.01.06.896159,2020-01-06,FALSE,Feb 2020,583,251,437
bioRxiv,10.1101/2020.01.06.896159,2020-01-06,FALSE,Mar 2020,518,189,360
bioRxiv,10.1101/2020.01.06.896159,2020-01-06,FALSE,Apr 2020,81,60,70
bioRxiv,10.1101/2020.01.04.894816,2020-01-06,FALSE,Jan 2020,441,13,201
bioRxiv,10.1101/2020.01.04.894816,2020-01-06,FALSE,Feb 2020,87,21,39
bioRxiv,10.1101/2020.01.04.894816,2020-01-06,FALSE,Mar 2020,46,8,35
bioRxiv,10.1101/2020.01.04.894816,2020-01-06,FALSE,Apr 2020,9,1,10
bioRxiv,10.1101/2020.01.05.895078,2020-01-06,FALSE,Jan 2020,424,14,153
bioRxiv,10.1101/2020.01.05.895078,2020-01-06,FALSE,Feb 2020,53,18,13
bioRxiv,10.1101/2020.01.05.895078,2020-01-06,FALSE,Mar 2020,67,12,20
bioRxiv,10.1101/2020.01.05.895078,2020-01-06,FALSE,Apr 2020,9,1,3
bioRxiv,10.1101/2020.01.05.895169,2020-01-06,FALSE,Jan 2020,570,12,157
bioRxiv,10.1101/2020.01.05.895169,2020-01-06,FALSE,Feb 2020,67,27,25
bioRxiv,10.1101/2020.01.05.895169,2020-01-06,FALSE,Mar 2020,34,20,14
bioRxiv,10.1101/2020.01.05.895169,2020-01-06,FALSE,Apr 2020,2,18,8
bioRxiv,10.1101/2020.01.05.895177,2020-01-06,FALSE,Jan 2020,2637,97,913
bioRxiv,10.1101/2020.01.05.895177,2020-01-06,FALSE,Feb 2020,479,81,236
bioRxiv,10.1101/2020.01.05.895177,2020-01-06,FALSE,Mar 2020,173,39,144
bioRxiv,10.1101/2020.01.05.895177,2020-01-06,FALSE,Apr 2020,22,4,11
bioRxiv,10.1101/2020.01.05.895227,2020-01-06,FALSE,Jan 2020,848,354,218
bioRxiv,10.1101/2020.01.05.895227,2020-01-06,FALSE,Feb 2020,99,39,25
bioRxiv,10.1101/2020.01.05.895227,2020-01-06,FALSE,Mar 2020,135,29,35
bioRxiv,10.1101/2020.01.05.895227,2020-01-06,FALSE,Apr 2020,17,2,6
bioRxiv,10.1101/2020.01.06.895524,2020-01-06,FALSE,Jan 2020,1124,132,412
bioRxiv,10.1101/2020.01.06.895524,2020-01-06,FALSE,Feb 2020,119,30,35
bioRxiv,10.1101/2020.01.06.895524,2020-01-06,FALSE,Mar 2020,71,11,30
bioRxiv,10.1101/2020.01.06.895524,2020-01-06,FALSE,Apr 2020,1,1,4
bioRxiv,10.1101/2020.01.05.895052,2020-01-06,FALSE,Jan 2020,560,21,154
bioRxiv,10.1101/2020.01.05.895052,2020-01-06,FALSE,Feb 2020,150,30,91
bioRxiv,10.1101/2020.01.05.895052,2020-01-06,FALSE,Mar 2020,83,23,48
bioRxiv,10.1101/2020.01.05.895052,2020-01-06,FALSE,Apr 2020,22,2,3
bioRxiv,10.1101/2020.01.05.895433,2020-01-06,FALSE,Jan 2020,1149,49,253
bioRxiv,10.1101/2020.01.05.895433,2020-01-06,FALSE,Feb 2020,123,18,43
bioRxiv,10.1101/2020.01.05.895433,2020-01-06,FALSE,Mar 2020,53,14,25
bioRxiv,10.1101/2020.01.05.895433,2020-01-06,FALSE,Apr 2020,6,0,5
bioRxiv,10.1101/2020.01.05.895219,2020-01-06,FALSE,Jan 2020,315,14,73
bioRxiv,10.1101/2020.01.05.895219,2020-01-06,FALSE,Feb 2020,45,19,9
bioRxiv,10.1101/2020.01.05.895219,2020-01-06,FALSE,Mar 2020,40,12,11
bioRxiv,10.1101/2020.01.05.895219,2020-01-06,FALSE,Apr 2020,5,5,4
bioRxiv,10.1101/2020.01.06.895821,2020-01-06,FALSE,Jan 2020,491,9,82
bioRxiv,10.1101/2020.01.06.895821,2020-01-06,FALSE,Feb 2020,83,17,21
bioRxiv,10.1101/2020.01.06.895821,2020-01-06,FALSE,Mar 2020,54,18,14
bioRxiv,10.1101/2020.01.06.895821,2020-01-06,FALSE,Apr 2020,7,0,1
bioRxiv,10.1101/2020.01.06.896100,2020-01-06,FALSE,Jan 2020,502,12,145
bioRxiv,10.1101/2020.01.06.896100,2020-01-06,FALSE,Feb 2020,85,22,22
bioRxiv,10.1101/2020.01.06.896100,2020-01-06,FALSE,Mar 2020,48,15,27
bioRxiv,10.1101/2020.01.06.896100,2020-01-06,FALSE,Apr 2020,5,1,3
bioRxiv,10.1101/2020.01.03.894477,2020-01-06,FALSE,Jan 2020,405,21,128
bioRxiv,10.1101/2020.01.03.894477,2020-01-06,FALSE,Feb 2020,101,28,39
bioRxiv,10.1101/2020.01.03.894477,2020-01-06,FALSE,Mar 2020,57,12,17
bioRxiv,10.1101/2020.01.03.894477,2020-01-06,FALSE,Apr 2020,13,2,4
bioRxiv,10.1101/2020.01.06.895664,2020-01-06,FALSE,Jan 2020,440,31,190
bioRxiv,10.1101/2020.01.06.895664,2020-01-06,FALSE,Feb 2020,77,24,19
bioRxiv,10.1101/2020.01.06.895664,2020-01-06,FALSE,Mar 2020,41,18,26
bioRxiv,10.1101/2020.01.06.895664,2020-01-06,FALSE,Apr 2020,14,3,8
bioRxiv,10.1101/2020.01.03.894451,2020-01-06,FALSE,Jan 2020,475,13,144
bioRxiv,10.1101/2020.01.03.894451,2020-01-06,FALSE,Feb 2020,70,20,26
bioRxiv,10.1101/2020.01.03.894451,2020-01-06,FALSE,Mar 2020,67,11,17
bioRxiv,10.1101/2020.01.03.894451,2020-01-06,FALSE,Apr 2020,7,3,2
bioRxiv,10.1101/2020.01.05.895029,2020-01-06,FALSE,Jan 2020,531,10,125
bioRxiv,10.1101/2020.01.05.895029,2020-01-06,FALSE,Feb 2020,94,24,32
bioRxiv,10.1101/2020.01.05.895029,2020-01-06,FALSE,Mar 2020,55,14,15
bioRxiv,10.1101/2020.01.05.895029,2020-01-06,FALSE,Apr 2020,6,1,3
bioRxiv,10.1101/2020.01.03.894691,2020-01-06,FALSE,Jan 2020,467,6,71
bioRxiv,10.1101/2020.01.03.894691,2020-01-06,FALSE,Feb 2020,49,22,25
bioRxiv,10.1101/2020.01.03.894691,2020-01-06,FALSE,Mar 2020,26,9,25
bioRxiv,10.1101/2020.01.03.894691,2020-01-06,FALSE,Apr 2020,4,4,2
bioRxiv,10.1101/2020.01.06.895367,2020-01-06,FALSE,Jan 2020,2350,159,918
bioRxiv,10.1101/2020.01.06.895367,2020-01-06,FALSE,Feb 2020,421,104,268
bioRxiv,10.1101/2020.01.06.895367,2020-01-06,FALSE,Mar 2020,228,80,135
bioRxiv,10.1101/2020.01.06.895367,2020-01-06,FALSE,Apr 2020,24,8,15
bioRxiv,10.1101/2020.01.03.894444,2020-01-06,FALSE,Jan 2020,989,61,265
bioRxiv,10.1101/2020.01.03.894444,2020-01-06,FALSE,Feb 2020,117,41,57
bioRxiv,10.1101/2020.01.03.894444,2020-01-06,FALSE,Mar 2020,90,20,38
bioRxiv,10.1101/2020.01.03.894444,2020-01-06,FALSE,Apr 2020,11,2,12
bioRxiv,10.1101/2020.01.06.891127,2020-01-06,FALSE,Jan 2020,824,50,268
bioRxiv,10.1101/2020.01.06.891127,2020-01-06,FALSE,Feb 2020,84,53,48
bioRxiv,10.1101/2020.01.06.891127,2020-01-06,FALSE,Mar 2020,64,30,30
bioRxiv,10.1101/2020.01.06.891127,2020-01-06,FALSE,Apr 2020,22,2,13
bioRxiv,10.1101/2020.01.04.894873,2020-01-06,FALSE,Jan 2020,512,10,146
bioRxiv,10.1101/2020.01.04.894873,2020-01-06,FALSE,Feb 2020,57,21,38
bioRxiv,10.1101/2020.01.04.894873,2020-01-06,FALSE,Mar 2020,55,9,23
bioRxiv,10.1101/2020.01.04.894873,2020-01-06,FALSE,Apr 2020,9,1,2
bioRxiv,10.1101/2020.01.06.895698,2020-01-06,FALSE,Jan 2020,412,9,169
bioRxiv,10.1101/2020.01.06.895698,2020-01-06,FALSE,Feb 2020,62,17,15
bioRxiv,10.1101/2020.01.06.895698,2020-01-06,FALSE,Mar 2020,39,9,16
bioRxiv,10.1101/2020.01.06.895698,2020-01-06,FALSE,Apr 2020,0,0,2
bioRxiv,10.1101/2020.01.04.894782,2020-01-06,FALSE,Jan 2020,442,18,135
bioRxiv,10.1101/2020.01.04.894782,2020-01-06,FALSE,Feb 2020,92,25,32
bioRxiv,10.1101/2020.01.04.894782,2020-01-06,FALSE,Mar 2020,91,8,18
bioRxiv,10.1101/2020.01.04.894782,2020-01-06,FALSE,Apr 2020,11,1,5
bioRxiv,10.1101/2020.01.06.895615,2020-01-06,FALSE,Jan 2020,709,41,170
bioRxiv,10.1101/2020.01.06.895615,2020-01-06,FALSE,Feb 2020,86,27,31
bioRxiv,10.1101/2020.01.06.895615,2020-01-06,FALSE,Mar 2020,45,11,21
bioRxiv,10.1101/2020.01.06.895615,2020-01-06,FALSE,Apr 2020,13,0,11
bioRxiv,10.1101/2020.01.06.895680,2020-01-06,FALSE,Jan 2020,736,32,317
bioRxiv,10.1101/2020.01.06.895680,2020-01-06,FALSE,Feb 2020,117,31,45
bioRxiv,10.1101/2020.01.06.895680,2020-01-06,FALSE,Mar 2020,76,19,35
bioRxiv,10.1101/2020.01.06.895680,2020-01-06,FALSE,Apr 2020,5,3,3
bioRxiv,10.1101/2020.01.05.895359,2020-01-06,FALSE,Jan 2020,1305,20,422
bioRxiv,10.1101/2020.01.05.895359,2020-01-06,FALSE,Feb 2020,128,22,76
bioRxiv,10.1101/2020.01.05.895359,2020-01-06,FALSE,Mar 2020,62,13,43
bioRxiv,10.1101/2020.01.05.895359,2020-01-06,FALSE,Apr 2020,6,4,6
bioRxiv,10.1101/2020.01.04.893909,2020-01-06,FALSE,Jan 2020,1248,31,321
bioRxiv,10.1101/2020.01.04.893909,2020-01-06,FALSE,Feb 2020,233,33,98
bioRxiv,10.1101/2020.01.04.893909,2020-01-06,FALSE,Mar 2020,209,37,64
bioRxiv,10.1101/2020.01.04.893909,2020-01-06,FALSE,Apr 2020,19,11,4
bioRxiv,10.1101/2020.01.06.895540,2020-01-06,FALSE,Jan 2020,901,17,244
bioRxiv,10.1101/2020.01.06.895540,2020-01-06,FALSE,Feb 2020,107,27,58
bioRxiv,10.1101/2020.01.06.895540,2020-01-06,FALSE,Mar 2020,90,12,45
bioRxiv,10.1101/2020.01.06.895540,2020-01-06,FALSE,Apr 2020,8,0,6
bioRxiv,10.1101/2020.01.06.894147,2020-01-06,FALSE,Jan 2020,515,33,146
bioRxiv,10.1101/2020.01.06.894147,2020-01-06,FALSE,Feb 2020,83,24,43
bioRxiv,10.1101/2020.01.06.894147,2020-01-06,FALSE,Mar 2020,76,9,26
bioRxiv,10.1101/2020.01.06.894147,2020-01-06,FALSE,Apr 2020,1,0,1
bioRxiv,10.1101/2020.01.06.895532,2020-01-06,FALSE,Jan 2020,635,11,172
bioRxiv,10.1101/2020.01.06.895532,2020-01-06,FALSE,Feb 2020,176,21,61
bioRxiv,10.1101/2020.01.06.895532,2020-01-06,FALSE,Mar 2020,71,17,31
bioRxiv,10.1101/2020.01.06.895532,2020-01-06,FALSE,Apr 2020,10,1,8
bioRxiv,10.1101/2020.01.04.894725,2020-01-06,FALSE,Jan 2020,487,4,80
bioRxiv,10.1101/2020.01.04.894725,2020-01-06,FALSE,Feb 2020,57,17,11
bioRxiv,10.1101/2020.01.04.894725,2020-01-06,FALSE,Mar 2020,30,10,19
bioRxiv,10.1101/2020.01.04.894725,2020-01-06,FALSE,Apr 2020,5,0,2
bioRxiv,10.1101/2020.01.06.895789,2020-01-06,FALSE,Jan 2020,408,23,115
bioRxiv,10.1101/2020.01.06.895789,2020-01-06,FALSE,Feb 2020,87,20,21
bioRxiv,10.1101/2020.01.06.895789,2020-01-06,FALSE,Mar 2020,61,31,34
bioRxiv,10.1101/2020.01.06.895789,2020-01-06,FALSE,Apr 2020,0,1,2
bioRxiv,10.1101/2020.01.06.895508,2020-01-06,FALSE,Jan 2020,563,16,128
bioRxiv,10.1101/2020.01.06.895508,2020-01-06,FALSE,Feb 2020,38,18,13
bioRxiv,10.1101/2020.01.06.895508,2020-01-06,FALSE,Mar 2020,25,8,8
bioRxiv,10.1101/2020.01.06.895508,2020-01-06,FALSE,Apr 2020,5,0,4
bioRxiv,10.1101/2020.01.06.895649,2020-01-06,FALSE,Jan 2020,423,10,118
bioRxiv,10.1101/2020.01.06.895649,2020-01-06,FALSE,Feb 2020,40,18,16
bioRxiv,10.1101/2020.01.06.895649,2020-01-06,FALSE,Mar 2020,34,11,17
bioRxiv,10.1101/2020.01.06.895649,2020-01-06,FALSE,Apr 2020,1,1,3
bioRxiv,10.1101/2020.01.05.893859,2020-01-06,FALSE,Jan 2020,748,24,183
bioRxiv,10.1101/2020.01.05.893859,2020-01-06,FALSE,Feb 2020,106,23,36
bioRxiv,10.1101/2020.01.05.893859,2020-01-06,FALSE,Mar 2020,49,10,39
bioRxiv,10.1101/2020.01.05.893859,2020-01-06,FALSE,Apr 2020,5,2,6
bioRxiv,10.1101/2020.01.03.893826,2020-01-06,FALSE,Jan 2020,274,6,83
bioRxiv,10.1101/2020.01.03.893826,2020-01-06,FALSE,Feb 2020,74,17,37
bioRxiv,10.1101/2020.01.03.893826,2020-01-06,FALSE,Mar 2020,32,10,11
bioRxiv,10.1101/2020.01.03.893826,2020-01-06,FALSE,Apr 2020,2,1,3
bioRxiv,10.1101/2019.12.28.879965,2020-01-06,FALSE,Jan 2020,878,83,307
bioRxiv,10.1101/2019.12.28.879965,2020-01-06,FALSE,Feb 2020,120,33,55
bioRxiv,10.1101/2019.12.28.879965,2020-01-06,FALSE,Mar 2020,121,27,55
bioRxiv,10.1101/2019.12.28.879965,2020-01-06,FALSE,Apr 2020,12,1,13
bioRxiv,10.1101/2020.01.04.894766,2020-01-06,FALSE,Jan 2020,488,29,128
bioRxiv,10.1101/2020.01.04.894766,2020-01-06,FALSE,Feb 2020,65,19,25
bioRxiv,10.1101/2020.01.04.894766,2020-01-06,FALSE,Mar 2020,39,10,20
bioRxiv,10.1101/2020.01.04.894766,2020-01-06,FALSE,Apr 2020,5,3,2
bioRxiv,10.1101/2020.01.04.894600,2020-01-06,FALSE,Jan 2020,227,4,91
bioRxiv,10.1101/2020.01.04.894600,2020-01-06,FALSE,Feb 2020,38,16,34
bioRxiv,10.1101/2020.01.04.894600,2020-01-06,FALSE,Mar 2020,29,14,15
bioRxiv,10.1101/2020.01.04.894600,2020-01-06,FALSE,Apr 2020,1,1,2
bioRxiv,10.1101/2020.01.06.895771,2020-01-06,FALSE,Jan 2020,504,24,138
bioRxiv,10.1101/2020.01.06.895771,2020-01-06,FALSE,Feb 2020,59,16,20
bioRxiv,10.1101/2020.01.06.895771,2020-01-06,FALSE,Mar 2020,45,11,15
bioRxiv,10.1101/2020.01.06.895771,2020-01-06,FALSE,Apr 2020,5,1,19
bioRxiv,10.1101/2020.01.05.888370,2020-01-06,FALSE,Jan 2020,477,16,146
bioRxiv,10.1101/2020.01.05.888370,2020-01-06,FALSE,Feb 2020,60,24,43
bioRxiv,10.1101/2020.01.05.888370,2020-01-06,FALSE,Mar 2020,46,17,23
bioRxiv,10.1101/2020.01.05.888370,2020-01-06,FALSE,Apr 2020,2,1,2
bioRxiv,10.1101/2020.01.06.895763,2020-01-06,FALSE,Jan 2020,236,7,68
bioRxiv,10.1101/2020.01.06.895763,2020-01-06,FALSE,Feb 2020,82,16,43
bioRxiv,10.1101/2020.01.06.895763,2020-01-06,FALSE,Mar 2020,51,12,20
bioRxiv,10.1101/2020.01.06.895763,2020-01-06,FALSE,Apr 2020,0,0,3
bioRxiv,10.1101/2020.01.04.894857,2020-01-06,FALSE,Jan 2020,455,12,257
bioRxiv,10.1101/2020.01.04.894857,2020-01-06,FALSE,Feb 2020,69,31,59
bioRxiv,10.1101/2020.01.04.894857,2020-01-06,FALSE,Mar 2020,43,16,99
bioRxiv,10.1101/2020.01.04.894857,2020-01-06,FALSE,Apr 2020,5,2,23
bioRxiv,10.1101/2020.01.05.895136,2020-01-06,FALSE,Jan 2020,1436,16,444
bioRxiv,10.1101/2020.01.05.895136,2020-01-06,FALSE,Feb 2020,133,27,48
bioRxiv,10.1101/2020.01.05.895136,2020-01-06,FALSE,Mar 2020,107,7,52
bioRxiv,10.1101/2020.01.05.895136,2020-01-06,FALSE,Apr 2020,10,1,4
bioRxiv,10.1101/2020.01.05.895193,2020-01-06,FALSE,Jan 2020,409,7,113
bioRxiv,10.1101/2020.01.05.895193,2020-01-06,FALSE,Feb 2020,57,17,28
bioRxiv,10.1101/2020.01.05.895193,2020-01-06,FALSE,Mar 2020,39,10,25
bioRxiv,10.1101/2020.01.05.895193,2020-01-06,FALSE,Apr 2020,3,2,3
bioRxiv,10.1101/2020.01.06.896274,2020-01-07,FALSE,Jan 2020,656,8,137
bioRxiv,10.1101/2020.01.06.896274,2020-01-07,FALSE,Feb 2020,60,15,16
bioRxiv,10.1101/2020.01.06.896274,2020-01-07,FALSE,Mar 2020,39,13,11
bioRxiv,10.1101/2020.01.06.896274,2020-01-07,FALSE,Apr 2020,2,1,1
bioRxiv,10.1101/2020.01.06.890244,2020-01-06,FALSE,Jan 2020,571,6,110
bioRxiv,10.1101/2020.01.06.890244,2020-01-06,FALSE,Feb 2020,85,23,33
bioRxiv,10.1101/2020.01.06.890244,2020-01-06,FALSE,Mar 2020,60,14,12
bioRxiv,10.1101/2020.01.06.890244,2020-01-06,FALSE,Apr 2020,3,0,2
bioRxiv,10.1101/2020.01.06.895748,2020-01-06,FALSE,Jan 2020,356,12,78
bioRxiv,10.1101/2020.01.06.895748,2020-01-06,FALSE,Feb 2020,43,27,29
bioRxiv,10.1101/2020.01.06.895748,2020-01-06,FALSE,Mar 2020,39,22,19
bioRxiv,10.1101/2020.01.06.895748,2020-01-06,FALSE,Apr 2020,2,1,1
bioRxiv,10.1101/2020.01.06.896522,2020-01-07,FALSE,Jan 2020,507,8,138
bioRxiv,10.1101/2020.01.06.896522,2020-01-07,FALSE,Feb 2020,63,17,22
bioRxiv,10.1101/2020.01.06.896522,2020-01-07,FALSE,Mar 2020,90,18,40
bioRxiv,10.1101/2020.01.06.896522,2020-01-07,FALSE,Apr 2020,14,4,7
bioRxiv,10.1101/2020.01.03.894667,2020-01-06,FALSE,Jan 2020,367,7,121
bioRxiv,10.1101/2020.01.03.894667,2020-01-06,FALSE,Feb 2020,65,20,23
bioRxiv,10.1101/2020.01.03.894667,2020-01-06,FALSE,Mar 2020,54,13,35
bioRxiv,10.1101/2020.01.03.894667,2020-01-06,FALSE,Apr 2020,2,2,4
bioRxiv,10.1101/2020.01.05.895300,2020-01-06,FALSE,Jan 2020,420,7,49
bioRxiv,10.1101/2020.01.05.895300,2020-01-06,FALSE,Feb 2020,54,16,10
bioRxiv,10.1101/2020.01.05.895300,2020-01-06,FALSE,Mar 2020,31,10,12
bioRxiv,10.1101/2020.01.05.895300,2020-01-06,FALSE,Apr 2020,2,0,2
bioRxiv,10.1101/2020.01.03.894436,2020-01-06,FALSE,Jan 2020,407,8,99
bioRxiv,10.1101/2020.01.03.894436,2020-01-06,FALSE,Feb 2020,73,12,12
bioRxiv,10.1101/2020.01.03.894436,2020-01-06,FALSE,Mar 2020,52,13,22
bioRxiv,10.1101/2020.01.03.894436,2020-01-06,FALSE,Apr 2020,2,0,2
bioRxiv,10.1101/2020.01.05.893529,2020-01-06,FALSE,Jan 2020,300,4,68
bioRxiv,10.1101/2020.01.05.893529,2020-01-06,FALSE,Feb 2020,51,20,20
bioRxiv,10.1101/2020.01.05.893529,2020-01-06,FALSE,Mar 2020,43,9,14
bioRxiv,10.1101/2020.01.05.893529,2020-01-06,FALSE,Apr 2020,1,1,1
bioRxiv,10.1101/2020.01.06.896845,2020-01-07,FALSE,Jan 2020,503,13,145
bioRxiv,10.1101/2020.01.06.896845,2020-01-07,FALSE,Feb 2020,67,24,25
bioRxiv,10.1101/2020.01.06.896845,2020-01-07,FALSE,Mar 2020,80,24,52
bioRxiv,10.1101/2020.01.06.896845,2020-01-07,FALSE,Apr 2020,2,0,2
bioRxiv,10.1101/2020.01.06.895904,2020-01-07,FALSE,Jan 2020,374,6,126
bioRxiv,10.1101/2020.01.06.895904,2020-01-07,FALSE,Feb 2020,67,25,24
bioRxiv,10.1101/2020.01.06.895904,2020-01-07,FALSE,Mar 2020,50,12,19
bioRxiv,10.1101/2020.01.06.895904,2020-01-07,FALSE,Apr 2020,1,1,2
